"","soil_name","horizon","c_per","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","c_g_cm3","c_Mg_horizon","c_Mg_ha"
"1","acadia","0_10",NA,1.4,0.246635757280942,1,58.5,36.4,5.1,2,NA,NA,NA
"2","acadia","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA,NA
"3","acadia","20_40",NA,1.62,0.215883238671701,1,40.9,37.5,21.6,2,NA,NA,NA
"4","acadia","40_100",NA,1.81,0.05,3,35.8333333333333,33.0333333333333,31.1333333333333,1.66666666666667,NA,NA,NA
"5","albany","0_10",1.045,1.6,0.246635757280942,1,46.4333333333333,7.40555555555556,2.86666666666667,0.0555555555555556,0.0167107111111111,0.00167107111111111,16.7107111111111
"6","albany","10_20",0.65,1.5096443452381,0.210069553241103,0,45.6285714285714,5.97142857142857,2.24285714285714,0,0.00981268824404765,0.000981268824404765,9.81268824404765
"7","albany","20_40",0.255,1.69,0.014142135623731,2,57.1647058823529,7.74444444444444,2.60555555555556,0.0555555555555556,0.00430710583333333,0.000861421166666667,8.61421166666667
"8","albany","40_100",0.0466666666666667,1.74666666666667,0.0956382071489562,6,53.5452830188679,6.73962264150943,2.40754716981132,0.0754716981132075,0.000814495932914048,0.000488697559748429,4.88697559748429
"9","allanton","0_10",NA,1.3509262485482,0.246635757280942,0,21.2,6.2,7.8,0,NA,NA,NA
"10","allanton","10_20",NA,1.5096443452381,0.210069553241103,0,95.2,6.5,2,0,NA,NA,NA
"11","allanton","20_40",NA,1.50104635443921,0.215883238671701,0,17.25,8.15,3.05,0,NA,NA,NA
"12","allanton","40_100",NA,1.59451747615447,0.19649269329816,0,68.1,7,2.68,0,NA,NA,NA
"13","angelina","0_10",1.4,1.53,0.246635757280942,1,30.2,40.5,29.3,0,0.02142,0.002142,21.42
"14","angelina","10_20",1.065,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0156030756568876,0.00156030756568876,15.6030756568876
"15","angelina","20_40",0.73,1.81,0.215883238671701,1,16.6,42.1,41.3,0,0.013213,0.0026426,26.426
"16","angelina","40_100",0.383333333333333,1.69666666666667,0.0550757054728611,3,52.5333333333333,22.9666666666667,24.5,0,0.0065038888888889,0.00390233333333334,39.0233333333334
"17","appling","0_10",1.63,1.3509262485482,0.246635757280942,0,65.0666666666667,21.1333333333333,12.6,4,0.0211392939372822,0.00211392939372822,21.1392939372822
"18","appling","10_20",0.48,1.5096443452381,0.210069553241103,0,31.175,38.425,15.125,0,0.00724629285714288,0.000724629285714288,7.24629285714288
"19","appling","20_40",0.34,1.50104635443921,0.215883238671701,0,36.8,20.6,42.6,0,0.00510355760509331,0.00102071152101866,10.2071152101866
"20","appling","40_100",0.2,1.31,0.19649269329816,1,42.0181818181818,25.5,32.9090909090909,2.72727272727273,0.00254854545454545,0.00152912727272727,15.2912727272727
"21","arkana","0_10",NA,1.3509262485482,0.246635757280942,0,26.26875,54.1375,19.6,0,NA,NA,NA
"22","arkana","10_20",NA,1.5096443452381,0.210069553241103,0,26.5285714285714,49.4571428571429,24.0142857142857,0,NA,NA,NA
"23","arkana","20_40",NA,1.50104635443921,0.215883238671701,0,19.9578947368421,39.3421052631579,40.6947368421053,0,NA,NA,NA
"24","arkana","40_100",NA,1.59451747615447,0.19649269329816,0,11.5108108108108,26.2378378378378,62.2378378378378,0,NA,NA,NA
"25","ashe","0_10",NA,1.26,0.246635757280942,1,48.7666666666667,35.2333333333333,16,6.33333333333333,NA,NA,NA
"26","ashe","10_20",NA,1.5096443452381,0.210069553241103,0,49.2,36.75,14.05,2,NA,NA,NA
"27","ashe","20_40",NA,1.58,0.215883238671701,1,63.5,22.7,13.8,1,NA,NA,NA
"28","ashe","40_100",NA,1.79,0.19649269329816,1,59.06,27.64,13.3,8,NA,NA,NA
"29","ashlar","0_10",NA,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,NA,NA,NA
"30","ashlar","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA,NA
"31","ashlar","20_40",NA,1.57,0.215883238671701,1,74.2,20.1,5.7,14,NA,NA,NA
"32","ashlar","40_100",NA,1.55,0.19649269329816,1,75.2,19.4,5.4,30,NA,NA,NA
"33","attoyac","0_10",0.68,1.63,0.226274169979695,2,64.0333333333333,31.7333333333333,4.23333333333333,0.333333333333333,0.0110470533333333,0.00110470533333333,11.0470533333333
"34","attoyac","10_20",0.51,1.585,0.134350288425444,2,72.75,24.25,3,1,0.008002665,0.0008002665,8.002665
"35","attoyac","20_40",0.965,1.648,0.122351951353462,5,61.2333333333333,30.45,8.31666666666667,0.333333333333333,0.0158501893333333,0.00317003786666667,31.7003786666667
"36","attoyac","40_100",0.163333333333333,1.7775,0.0337003603202442,8,49.0545454545455,26.5636363636364,24.3818181818182,0.181818181818182,0.00289797136363636,0.00173878281818182,17.3878281818182
"37","bayboro","0_10",NA,1.3509262485482,0.246635757280942,0,44.8,20.4,34.8,0,NA,NA,NA
"38","bayboro","10_20",NA,1.5096443452381,0.210069553241103,0,36,31.2666666666667,32.7333333333333,0,NA,NA,NA
"39","bayboro","20_40",NA,1.50104635443921,0.215883238671701,0,31.95,32.85,35.2,0,NA,NA,NA
"40","bayboro","40_100",NA,1.59451747615447,0.19649269329816,0,26.6666666666667,24.5,48.8333333333333,0,NA,NA,NA
"41","beauregard","0_10",NA,1.39,0.246635757280942,1,39.1833333333333,55.1333333333333,5.68333333333333,1.16666666666667,NA,NA,NA
"42","beauregard","10_20",NA,1.6,0.210069553241103,1,36.0666666666667,54.7,9.23333333333333,1,NA,NA,NA
"43","beauregard","20_40",NA,1.62,0.215883238671701,1,30.8166666666667,52.3666666666667,16.8166666666667,1,NA,NA,NA
"44","beauregard","40_100",NA,1.70666666666667,0.0850490054811538,3,27.90625,52.375,19.71875,1.25,NA,NA,NA
"45","benndale","0_10",NA,1.53,0.246635757280942,1,71.4,18.95,9.65,0.5,NA,NA,NA
"46","benndale","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA,NA
"47","benndale","20_40",NA,1.63,0.215883238671701,1,64.15,20.1,15.75,0,NA,NA,NA
"48","benndale","40_100",NA,1.69,0.0173205080756888,3,69.12,17.16,13.72,0.6,NA,NA,NA
"49","bernaldo","0_10",2.82333333333333,1.3509262485482,0.246635757280942,0,62.0666666666667,35.5,2.43333333333333,0,0.0381411510840108,0.00381411510840108,38.1411510840109
"50","bernaldo","10_20",0.34,1.44,0.210069553241103,1,52.3,42.1,5.6,0,0.004896,0.0004896,4.896
"51","bernaldo","20_40",0.1775,1.51,0.0800000000000001,3,56.625,37.875,5.5,0,0.00268025,0.00053605,5.3605
"52","bernaldo","40_100",0.184285714285714,1.67142857142857,0.0817370930542087,7,41.4857142857143,32.4428571428571,26.0714285714286,0.142857142857143,0.00307580379008746,0.00184548227405248,18.4548227405248
"53","besner","0_10",1.4,1.24,0.246635757280942,1,66,31.2,2.8,0,0.01736,0.001736,17.36
"54","besner","10_20",0.8075,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0118305010262317,0.00118305010262317,11.8305010262317
"55","besner","20_40",0.215,1.47,0.014142135623731,2,65.45,31.85,2.7,0,0.0031605,0.0006321,6.321
"56","besner","40_100",0.088,1.688,0.148895936814945,5,61.6,35.62,2.78,0,0.00148544,0.000891264,8.91264
"57","bethera","0_10",2.78,1.27,0.246635757280942,1,48.9,54.65,31.7,0,0.035306,0.0035306,35.306
"58","bethera","10_20",2.135,1.5096443452381,0.210069553241103,0,6.8,51.5,24.3,0,0.0322309067708334,0.00322309067708334,32.2309067708334
"59","bethera","20_40",1.49,1.34,0.215883238671701,1,46.1,49.95,38.55,0,0.019966,0.0039932,39.932
"60","bethera","40_100",0.27,1.74,0.19649269329816,1,15.5666666666667,30.1,53.9,0,0.004698,0.0028188,28.188
"61","betis","0_10",0.48,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.00631892840873293,0.000631892840873293,6.31892840873293
"62","betis","10_20",0.48,1.5096443452381,0.210069553241103,0,90.85,7.35,1.8,0,0.00724629285714288,0.000724629285714288,7.24629285714288
"63","betis","20_40",0.2675,1.50104635443921,0.215883238671701,0,84.3,13.1,2.6,0,0.00401529899812489,0.000803059799624977,8.03059799624977
