"","soil_name","horizon","mg_mqevL","mg_ppm","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","mg_g_cm3","mg_Mg_horizon","mg_Mg_ha"
"63","betis","20_40",0.1,12,1.50104635443921,0.215883238671701,0,84.3,13.1,2.6,0,1.80125562532705e-05,3.6025112506541e-06,0.0360251125065411
"64","betis","40_100",0.238,28.56,1.72,0.19649269329816,1,86.76,9.2,4.04,0,4.91232e-05,2.947392e-05,0.2947392
"65","bibb","0_10",0.52,62.4,1.3509262485482,0.246635757280942,0,70.375,21.9,7.725,0,8.42977979094077e-05,8.42977979094077e-06,0.0842977979094077
"66","bibb","10_20",0.235,28.2,1.5096443452381,0.210069553241103,0,48.3,37.55,14.05,0,4.25719705357144e-05,4.25719705357144e-06,0.0425719705357144
"67","bibb","20_40",0.052,6.24,1.14,0.215883238671701,1,61.52,27.56,10.88,0,7.1136e-06,1.42272e-06,0.0142272
"68","bibb","40_100",0.039,4.68,1.38,0.127279220613579,2,76.28,15.69,7.99,0.2,6.4454832e-06,3.86728992e-06,0.0386728992
"69","blanton","0_10",0.188421052631579,22.6105263157895,1.45,0.246635757280942,1,54.0944444444444,6.24736842105263,2.58947368421053,0,3.27852631578947e-05,3.27852631578947e-06,0.0327852631578947
"70","blanton","10_20",0.1675,20.1,1.5096443452381,0.210069553241103,0,64.475,8.375,2.9875,0,3.03438513392858e-05,3.03438513392858e-06,0.0303438513392858
"71","blanton","20_40",0.0738461538461538,8.86153846153846,1.50104635443921,0.215883238671701,0,51.1769230769231,7.76428571428571,3.35714285714286,0,1.33015800024152e-05,2.66031600048303e-06,0.0266031600048303
"72","blanton","40_100",0.0453191489361702,5.43829787234043,1.57,0.0264575131106459,3,58.4387755102041,6.66734693877551,2.73877551020408,0,8.53812765957447e-06,5.12287659574468e-06,0.0512287659574468
"73","bonneau","0_10",0.440909090909091,52.9090909090909,1.66,0.246635757280942,1,76.54,11.3454545454545,4.59090909090909,1.81818181818182,8.62321983471074e-05,8.62321983471074e-06,0.0862321983471074
"74","bonneau","10_20",0.0766666666666667,9.2,1.81,0.210069553241103,1,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667,1.59581666666667e-05,1.59581666666667e-06,0.0159581666666667
"75","bonneau","20_40",0.207692307692308,24.9230769230769,1.50104635443921,0.215883238671701,0,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846,3.68639220788087e-05,7.37278441576175e-06,0.0737278441576175
"76","bonneau","40_100",0.491111111111111,58.9333333333333,1.64,0.0299999999999999,3,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519,9.55051772839506e-05,5.73031063703704e-05,0.573031063703703
"77","boulogne","0_10",0.08,9.6,1.3509262485482,0.246635757280942,0,59.3333333333333,4.66666666666667,1.86666666666667,0,1.29688919860627e-05,1.29688919860627e-06,0.0129688919860627
"78","boulogne","10_20",0.05,6,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,8.7904651588099e-06,8.7904651588099e-07,0.0087904651588099
"79","boulogne","20_40",0.02,2.4,1.50104635443921,0.215883238671701,0,33.675,5.22,2.54,0,3.6025112506541e-06,7.20502250130821e-07,0.00720502250130821
"80","boulogne","40_100",0.0142857142857143,1.71428571428571,1.59451747615447,0.19649269329816,0,67.5444444444445,4.33,2.65,0,2.73345853055052e-06,1.64007511833031e-06,0.0164007511833031
"81","bude","0_10",0.6,72,1.54,0.127279220613579,2,24.4,65.55,10.05,0,0.00011088,1.1088e-05,0.11088
"82","bude","10_20",0.65,78,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000114276047064529,1.14276047064529e-05,0.114276047064529
"83","bude","20_40",0.7,84,1.50104635443921,0.215883238671701,0,16.15,64.55,19.3,0,0.000126087893772894,2.52175787545787e-05,0.252175787545787
"84","bude","40_100",1.71111111111111,205.333333333333,1.675,0.124766448481419,4,14.8888888888889,61.2222222222222,23.8888888888889,0,0.000343933333333333,0.00020636,2.0636
"85","burton","0_10",0.43875,52.65,0.7225,0.12737739202857,4,55.0444444444444,29.3111111111111,20.5125,11.7777777777778,3.35594025e-05,3.35594025e-06,0.0335594025
"86","burton","10_20",0.115,13.8,0.935,0.275771644662753,2,55.35,28.125,16.525,5.25,1.22255925e-05,1.22255925e-06,0.0122255925
"87","burton","20_40",0.2025,24.3,1.046,0.114367827643966,5,54.7625,30.6875,14.55,15.75,2.14144965e-05,4.2828993e-06,0.042828993
"88","burton","40_100",0.0690909090909091,8.29090909090909,1.27166666666667,0.0847152091815081,6,56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727,9.41226710743804e-06,5.64736026446283e-06,0.0564736026446283
"89","caddo","0_10",0.242857142857143,29.1428571428571,1.465,0.0494974746830584,2,24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714,4.23893265306122e-05,4.23893265306122e-06,0.0423893265306122
"90","caddo","10_20",0.4075,48.9,1.6,0.210069553241103,1,19.1,69.575,11.325,0.5,7.78488e-05,7.78488e-06,0.0778488
"91","caddo","20_40",0.31375,37.65,1.685,0.0212132034355964,2,21.4,66.675,11.925,0.25,6.3281649375e-05,1.2656329875e-05,0.12656329875
"92","caddo","40_100",0.980625,117.675,1.7075,0.0713559154286921,4,18.26875,63.74375,17.9875,0.3125,0.000200302156054688,0.000120181293632813,1.20181293632812
"93","cahaba","0_10",1.08666666666667,130.4,1.4,0.0556776436283002,3,51.35,34.175,14.4666666666667,0,0.00018256,1.8256e-05,0.18256
"94","cahaba","10_20",0.742857142857143,89.1428571428571,1.37,0.210069553241103,1,51.3,31.5,17.2,0,0.000122125714285714,1.22125714285714e-05,0.122125714285714
"95","cahaba","20_40",0.794666666666667,95.36,1.47333333333333,0.0757187779440037,3,47.9466666666667,32.9,19.14,0,0.000140497066666666,2.80994133333333e-05,0.280994133333333
"96","cahaba","40_100",0.818787878787879,98.2545454545455,1.526,0.0439317652729776,5,46.1545454545455,28.3606060606061,25.469696969697,0,0.000149936436363636,8.99618618181818e-05,0.899618618181818
"97","carnasaw","0_10",1.62,194.4,1.5,0.325269119345812,2,27.6,61.4,10.975,8.25,0.000267543,2.67543e-05,0.267543
"98","carnasaw","10_20",1.09,130.8,1.59,0.0565685424949237,2,29.775,56.975,14.3,9.75,0.00018769473,1.8769473e-05,0.18769473
"99","carnasaw","20_40",2.87333333333333,344.8,1.43333333333333,0.155349069303081,3,11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667,0.000471150044444443,9.42300088888887e-05,0.942300088888887
"100","carnasaw","40_100",3.94384615384615,473.261538461538,1.55142857142857,0.110064915910047,7,15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461,0.000693001551377853,0.000415800930826711,4.15800930826711
"101","cartecay","0_10",0.8,96,1.3509262485482,0.246635757280942,0,53.1,26,20.9,0,0.000129688919860627,1.29688919860627e-05,0.129688919860627
"102","cartecay","10_20",0.475,57,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,8.3509419008694e-05,8.3509419008694e-06,0.083509419008694
"103","cartecay","20_40",0.15,18,1.50104635443921,0.215883238671701,0,71.2,16.3,12.5,0,2.70188343799058e-05,5.40376687598116e-06,0.0540376687598116
"104","cartecay","40_100",0.28,33.6,1.59451747615447,0.19649269329816,0,69,18.8,12.2,0,5.35757871987902e-05,3.21454723192741e-05,0.321454723192741
"105","cashiers","0_10",0.31,37.2,1.3509262485482,0.246635757280942,0,54.6,25.6,19.8,8,4.62340999303136e-05,4.62340999303136e-06,0.0462340999303136
"106","cashiers","10_20",0.25,30,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,4.39523257940495e-05,4.39523257940495e-06,0.0439523257940495
"107","cashiers","20_40",0.19,22.8,1.04,0.215883238671701,1,59.3,23,17.7,9,2.157792e-05,4.315584e-06,0.04315584
"108","cashiers","40_100",0.29,34.8,1.31,0.0989949493661166,2,66.4,18.5,15.1,7.5,4.21689e-05,2.530134e-05,0.2530134
"109","cataula","0_10",1.46,175.2,1.39,0.246635757280942,1,66.2,18.5,15.3,4,0.00023378688,2.3378688e-05,0.23378688
"110","cataula","10_20",0.77,92.4,1.72,0.210069553241103,1,68,18,14,11,0.00014144592,1.4144592e-05,0.14144592
"111","cataula","20_40",1.25,150,1.51,0.215883238671701,1,36.7,13.5,49.8,4,0.00021744,4.3488e-05,0.43488
"112","cataula","40_100",0.72,86.4,1.505,0.120208152801713,2,32.0333333333333,15.6,52.3666666666667,2.66666666666667,0.00012656448,7.5938688e-05,0.75938688
"113","cecil","0_10",1.14242424242424,137.090909090909,1.58571428571429,0.13226956602045,7,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,0.000204057756664389,2.04057756664389e-05,0.204057756664389
"114","cecil","10_20",0.602222222222222,72.2666666666667,1.64666666666667,0.102143689640297,3,53.74,20.095,29.655,5.6,0.000112335160888889,1.12335160888889e-05,0.112335160888889
"115","cecil","20_40",0.505,60.6,1.59083333333333,0.124568953766275,12,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,9.13746999999998e-05,1.827494e-05,0.1827494
"116","cecil","40_100",0.663432835820896,79.6119402985075,1.498,0.097689087900015,20,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,0.000116509111293532,6.99054667761194e-05,0.699054667761194
"117","chandler","0_10",0.68,81.6,1.3509262485482,0.246635757280942,0,40.35,22.05,29.3,22,8.59837538675958e-05,8.59837538675958e-06,0.0859837538675958
"118","chandler","10_20",0.19,22.8,1.62,0.210069553241103,1,65,22,13,47,1.957608e-05,1.957608e-06,0.01957608
"119","chandler","20_40",0.58,69.6,1.50104635443921,0.215883238671701,0,44.2,18.4,37.4,10,9.40255436420721e-05,1.88051087284144e-05,0.188051087284144
"120","chandler","40_100",0.4675,56.1,2.07666666666667,0.271538824725551,3,80.75,10.1,9.15,21.75,9.11620325000002e-05,5.46972195000001e-05,0.546972195000001
"121","chestnut","0_10",5.5,660,1.3509262485482,0.246635757280942,0,34.7,48.6,14.6333333333333,3,0.000864862984320558,8.64862984320558e-05,0.864862984320558
"122","chestnut","10_20",2.8175,338.1,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000495342711698938,4.95342711698938e-05,0.495342711698938
"123","chestnut","20_40",0.135,16.2,1.13,0.215883238671701,1,42.05,37.05,20.9,10,1.64754e-05,3.29508e-06,0.0329508
"124","chestnut","40_100",0.146666666666667,17.6,1.45,0.0989949493661167,2,65,29.3,5.7,1.66666666666667,2.50946666666667e-05,1.50568e-05,0.150568
"125","chewacla","0_10",2.71285714285714,325.542857142857,1.355,0.190918830920368,2,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,0.000435439149795918,4.35439149795918e-05,0.435439149795918
"126","chewacla","10_20",2.535,304.2,1.5096443452381,0.210069553241103,0,12.45,41,46.55,0.5,0.000456937640772323,4.56937640772323e-05,0.456937640772323
"127","chewacla","20_40",1.12,134.4,1.48,0.0692820323027551,3,11.45,48.925,39.625,3.5,0.00019195008,3.8390016e-05,0.38390016
"128","chewacla","40_100",2.35071428571429,282.085714285714,1.53333333333333,0.118462370959446,3,15.65,46.3285714285714,38.0214285714286,0.5,0.000430368771428571,0.000258221262857142,2.58221262857142
"129","clarksville","0_10",0.909940828402367,109.192899408284,1.3509262485482,0.246635757280942,0,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,0.000146132451863569,1.46132451863569e-05,0.146132451863569
"130","clarksville","10_20",0.384257425742574,46.1108910891089,1.5096443452381,0.210069553241103,0,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,6.94472552901242e-05,6.94472552901242e-06,0.0694472552901242
"131","clarksville","20_40",0.499016393442623,59.8819672131148,1.50104635443921,0.215883238671701,0,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,8.87558987472584e-05,1.77511797494517e-05,0.177511797494517
"132","clarksville","40_100",1.2403515625,148.8421875,2.04,0.0916515138991169,3,26.1935546875,46.393359375,27.41328125,1.05078125,0.000300447490671387,0.000180268494402832,1.80268494402832
"133","clebit","0_10",1.48,177.6,1.48,0.246635757280942,1,57.1,28.5,14.4,10,0.0002365632,2.365632e-05,0.2365632
"134","clebit","10_20",1.335,160.2,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000234705419740224,2.34705419740224e-05,0.234705419740224
"135","clebit","20_40",1.19,142.8,1.51,0.215883238671701,1,56.5,30,13.5,14,0.00018544008,3.7088016e-05,0.37088016
"136","clebit","40_100",1.19,142.8,1.59451747615447,0.19649269329816,0,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,0.000220204657673442,0.000132122794604065,1.32122794604065
"137","clifton","0_10",1.98375,238.05,1.29857142857143,0.108386433872598,7,36.05,35.75,28.2,11.375,0.000273961967946429,2.73961967946429e-05,0.273961967946429
"138","clifton","10_20",2.23333333333333,268,1.53,0.0916515138991168,3,27.4666666666667,37.0666666666667,35.4666666666667,2,0.0004018392,4.018392e-05,0.4018392
"139","clifton","20_40",1.5525,186.3,1.47166666666667,0.0820771994324043,6,28.0125,31.425,40.5625,5.75,0.000258406638750001,5.16813277500001e-05,0.516813277500001
"140","clifton","40_100",1.53363636363636,184.036363636364,1.3935,0.106389304963076,20,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.000242466236033058,0.000145479741619835,1.45479741619835
"141","congaree","0_10",0.37,44.4,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,5.84500877807797e-05,5.84500877807797e-06,0.0584500877807797
"142","congaree","10_20",0.37,44.4,1.5096443452381,0.210069553241103,0,53.2,29,17.8,0,6.70282089285717e-05,6.70282089285717e-06,0.0670282089285717
"143","congaree","20_40",0.76,91.2,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.000133576740738578,2.67153481477156e-05,0.267153481477156
"144","congaree","40_100",1.15,138,1.59451747615447,0.19649269329816,0,43.05,35.725,21.225,0,0.000220043411709317,0.00013202604702559,1.3202604702559
"145","cowarts","0_10",0.603333333333333,72.4,1.525,0.088881944173156,4,73.7916666666667,9.60833333333333,8.75,3.83333333333333,0.000106177616666667,1.06177616666667e-05,0.106177616666667
"146","cowarts","10_20",0.264,31.68,1.65,0.0282842712474619,2,79.2,10.26,10.54,3.4,5.0494752e-05,5.0494752e-06,0.050494752
"147","cowarts","20_40",0.307142857142857,36.8571428571429,1.66333333333333,0.091796877216312,6,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,5.79776897959183e-05,1.15955379591837e-05,0.115955379591837
"148","cowarts","40_100",0.371891891891892,44.627027027027,1.70055555555556,0.108653373420044,18,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,7.37986156708061e-05,4.42791694024837e-05,0.442791694024837
"149","cowee","0_10",0.2,24,1.33,0.246635757280942,1,67.2,20.6,12.2,20,2.5536e-05,2.5536e-06,0.025536
"150","cowee","10_20",0.485,58.2,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,8.5267512040456e-05,8.5267512040456e-06,0.085267512040456
"151","cowee","20_40",0.77,92.4,1.64,0.215883238671701,1,62.8,18.6,18.6,17,0.00012577488,2.5154976e-05,0.25154976
"152","cowee","40_100",0.68,81.6,1.83,0.395979797464466,2,78.9666666666667,9.6,11.4333333333333,18.3333333333333,0.0001219512,7.317072e-05,0.7317072
"153","craggey","0_10",0.5925,71.1,0.76,0.10816653826392,3,60.075,33.2,23.625,6.75,5.038857e-05,5.038857e-06,0.05038857
"154","craggey","10_20",1.2,144,1.04,0.210069553241103,1,71.85,20.6,7.55,21,0.0001183104,1.183104e-05,0.1183104
"155","craggey","20_40",0.00666666666666667,0.8,0.97,0.215883238671701,1,79.6666666666667,16.9,3.43333333333333,20.3333333333333,6.18213333333334e-07,1.23642666666667e-07,0.00123642666666667
"156","craggey","40_100",0,0,1.59451747615447,0.19649269329816,0,68.1,23.5,8.4,20,0,0,0
"157","craven","0_10",0.19,22.8,1.45,0.014142135623731,2,23.3,67.2,9.5,0,3.306e-05,3.306e-06,0.03306
"158","craven","10_20",0.02,2.4,1.62,0.210069553241103,1,25.9,63.9,10.2,0,3.888e-06,3.888e-07,0.003888
"159","craven","20_40",0.293333333333333,35.2,1.58333333333333,0.153079500042734,3,15.0666666666667,57.7666666666667,27.1666666666667,0,5.57333333333332e-05,1.11466666666666e-05,0.111466666666666
"160","craven","40_100",0.94,112.8,1.588,0.0402492235949962,5,15.24,38.26,46.5,0,0.0001791264,0.00010747584,1.0747584
"161","cullasaja","0_10",1.01,121.2,0.925,0.0353553390593273,2,58.7,29,12.3,57,4.82073e-05,4.82073e-06,0.0482073
"162","cullasaja","10_20",0.75,90,0.84,0.210069553241103,1,55.3,23.7,21,51,3.7044e-05,3.7044e-06,0.037044
"163","cullasaja","20_40",0.236666666666667,28.4,1.32666666666667,0.319426569548204,3,58.0666666666667,28.8,13.1333333333333,46.6666666666667,2.00945777777778e-05,4.01891555555556e-06,0.0401891555555556
