"","soil_name","horizon","mg_mqevL","mg_ppm","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","mg_g_cm3","mg_Mg_horizon","mg_Mg_ha"
"164","cullasaja","40_100",0.497142857142857,59.6571428571429,1.54666666666667,0.185022521151706,3,63.9428571428571,23.8571428571429,12.2,58.8571428571429,3.79623967346939e-05,2.27774380408164e-05,0.227774380408164
"165","davidson","0_10",1.12857142857143,135.428571428571,1.59,0.12,3,47.1571428571429,23.3,29.5428571428571,1,0.000213178114285714,2.13178114285714e-05,0.213178114285714
"166","davidson","10_20",1.01333333333333,121.6,1.5096443452381,0.210069553241103,0,30.9333333333333,34.0333333333333,30.7,1.33333333333333,0.00018112511568254,1.8112511568254e-05,0.18112511568254
"167","davidson","20_40",0.645,77.4,1.5725,0.0206155281280883,4,40.1,20.9666666666667,38.9333333333333,0.666666666666667,0.00012090009,2.4180018e-05,0.24180018
"168","davidson","40_100",0.957857142857143,114.942857142857,1.57666666666667,0.104626319187223,6,27.2,16.3357142857143,56.4642857142857,0.785714285714286,0.000179802648367347,0.000107881589020408,1.07881589020408
"169","dorovan","0_10",0.15,18,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,2.36959815327485e-05,2.36959815327485e-06,0.0236959815327485
"170","dorovan","10_20",0.15,18,1.5096443452381,0.210069553241103,0,21,0.1,17.9,0,2.71735982142858e-05,2.71735982142858e-06,0.0271735982142858
"171","dorovan","20_40",0.125,15,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,2.19698586741082e-05,4.39397173482164e-06,0.0439397173482164
"172","dorovan","40_100",0.1,12,1.59451747615447,0.19649269329816,0,65.3,0.8,22.2,0,1.91342097138536e-05,1.14805258283122e-05,0.114805258283122
"173","dothan","0_10",1.8905,226.86,1.405,0.346482322781408,2,74.3809523809524,14.13125,7.63125,1.8125,0.0003129611683125,3.129611683125e-05,0.3129611683125
"174","dothan","10_20",0.481951219512195,57.8341463414634,1.65666666666667,0.124525767079214,6,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619,9.37131655284555e-05,9.37131655284555e-06,0.0937131655284555
"175","dothan","20_40",0.33,39.6,1.778,0.0834865258589673,5,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814,6.83562044745763e-05,1.36712408949153e-05,0.136712408949153
"176","dothan","40_100",0.361111111111111,43.3333333333333,1.636,0.068677992593455,25,55.375,12.6240740740741,27.6231481481481,3.31481481481481,6.8543350617284e-05,4.11260103703704e-05,0.411260103703704
"177","duplin","0_10",0.21,25.2,1.3509262485482,0.246635757280942,0,37.2,23.2,9.4,0,3.40433414634147e-05,3.40433414634147e-06,0.0340433414634147
"178","duplin","10_20",0.5,60,1.5096443452381,0.210069553241103,0,7.3,17.8,12,0,9.0578660714286e-05,9.0578660714286e-06,0.090578660714286
"179","duplin","20_40",0.333333333333333,40,1.50104635443921,0.215883238671701,0,52.9333333333333,21.7666666666667,24.9333333333333,0,6.00418541775684e-05,1.20083708355137e-05,0.120083708355137
"180","duplin","40_100",0.84,100.8,1.59451747615447,0.19649269329816,0,38.5,18.2857142857143,49.5714285714286,0,0.000160727361596371,9.64364169578224e-05,0.964364169578223
"181","edneyville","0_10",0.3,36,0.82,0.246635757280942,1,32.7,38.7,28.6,5,2.8044e-05,2.8044e-06,0.028044
"182","edneyville","10_20",0.34,40.8,1.19,0.210069553241103,1,36.5,34.2,29.3,2,4.758096e-05,4.758096e-06,0.04758096
"183","edneyville","20_40",0.214,25.68,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,3.76123980500733e-05,7.52247961001466e-06,0.0752247961001466
"184","edneyville","40_100",0.088,10.56,1.075,0.0493288286231624,4,66.5,24.24,9.26,0.6,1.1283888e-05,6.7703328e-06,0.067703328
"185","enon","0_10",1.11,133.2,1.07,0.246635757280942,1,60.1,29.95,9.95,27.5,0.0001033299,1.033299e-05,0.1033299
"186","enon","10_20",1.38,165.6,1.48,0.210069553241103,1,46.3,40.6,13.1,29,0.00017401248,1.7401248e-05,0.17401248
"187","enon","20_40",8,960,1.52,0.215883238671701,1,30.75,19.9,49.35,8,0.001342464,0.0002684928,2.684928
"188","enon","40_100",13.26,1591.2,1.76333333333333,0.0873689494805411,3,32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857,0.00273366644571428,0.00164019986742857,16.4019986742857
"189","escambia","0_10",0.0666666666666667,8,1.3509262485482,0.246635757280942,0,60.7333333333333,29.2666666666667,7.6,0,1.08074099883856e-05,1.08074099883856e-06,0.0108074099883856
"190","escambia","10_20",0.1325,15.9,1.33,0.210069553241103,1,48.525,31.9,6.7,0.5,2.1041265e-05,2.1041265e-06,0.021041265
"191","escambia","20_40",0.103333333333333,12.4,1.7,0.215883238671701,1,49.56,29.92,9.44,0.6,2.095352e-05,4.190704e-06,0.04190704
"192","escambia","40_100",0.178461538461538,21.4153846153846,1.78,0.0282842712474619,2,57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615,3.78848037869823e-05,2.27308822721893e-05,0.227308822721893
"193","estate","0_10",1.975,237,1.3509262485482,0.246635757280942,0,45.975,45.375,8.65,0,0.000320169520905923,3.20169520905923e-05,0.320169520905923
"194","estate","10_20",1.4,168,1.64,0.210069553241103,1,37.175,47.8,15.025,0,0.00027552,2.7552e-05,0.27552
"195","estate","20_40",3,360,1.50104635443921,0.215883238671701,0,23.96,49.14,26.9,0,0.000540376687598116,0.000108075337519623,1.08075337519623
"196","estate","40_100",5.33846153846154,640.615384615385,1.74,0.19649269329816,1,29.3923076923077,30,40.6076923076923,0,0.00111467076923077,0.000668802461538462,6.68802461538462
"197","esto","0_10",0.54875,65.85,1.3509262485482,0.246635757280942,0,57.84,13.68,11.89,0,8.8958493466899e-05,8.8958493466899e-06,0.088958493466899
"198","esto","10_20",0.3,36,1.5096443452381,0.210069553241103,0,38.78,18.04,21.58,0,5.43471964285716e-05,5.43471964285716e-06,0.0543471964285716
"199","esto","20_40",0.75,90,1.50104635443921,0.215883238671701,0,38.5363636363636,13.2272727272727,39.6,0,0.000135094171899529,2.70188343799058e-05,0.270188343799058
"200","esto","40_100",0.677222222222222,81.2666666666667,1.59451747615447,0.19649269329816,0,44.1565217391304,8.68695652173913,53.5130434782609,0,0.00012958112022882,7.7748672137292e-05,0.77748672137292
"201","evard","0_10",0.17,20.4,1.3509262485482,0.246635757280942,0,49.9,28.7,21.4,6,2.59053617421603e-05,2.59053617421603e-06,0.0259053617421603
"202","evard","10_20",0.195,23.4,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,3.42828141193586e-05,3.42828141193586e-06,0.0342828141193586
"203","evard","20_40",0.22,26.4,1.49,0.215883238671701,1,40.6,32.8,26.6,4,3.776256e-05,7.552512e-06,0.07552512
"204","evard","40_100",0.29,34.8,1.555,0.0636396103067893,2,42.05,26.35,31.6,4,5.194944e-05,3.1169664e-05,0.31169664
"205","evergreen","0_10",0.103333333333333,12.4,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.63238983892267e-05,1.63238983892268e-06,0.0163238983892268
"206","evergreen","10_20",0.103333333333333,12.4,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.81669613282071e-05,1.81669613282071e-06,0.0181669613282071
"207","evergreen","20_40",0.103333333333333,12.4,1.50104635443921,0.215883238671701,0,56.1333333333333,4.9,4.2,0,1.86129747950462e-05,3.72259495900924e-06,0.0372259495900924
"208","evergreen","40_100",0.0866666666666667,10.4,1.59451747615447,0.19649269329816,0,44.9,1.45,1.75,0,1.65829817520065e-05,9.94978905120389e-06,0.0994978905120389
"209","fannin","0_10",2.84666666666667,341.6,1.19,0.212132034355964,2,40.3833333333333,29.0833333333333,21.1,4.5,0.00038821132,3.8821132e-05,0.38821132
"210","fannin","10_20",0.31,37.2,1.305,0.0212132034355964,2,61.55,18.7,19.75,13.5,4.199229e-05,4.199229e-06,0.04199229
"211","fannin","20_40",0.9125,109.5,1.3075,0.0590903263374528,4,48.36,17.68,33.96,2.8,0.000139162455,2.7832491e-05,0.27832491
"212","fannin","40_100",0.815555555555556,97.8666666666667,1.35818181818182,0.124082084268292,11,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,0.00012088790354067,7.2532742124402e-05,0.72532742124402
"213","forestdale","0_10",3.77545454545455,453.054545454545,1.595,0.141539158303748,4,14.2272727272727,52.6,33.1636363636364,0,0.000722622,7.22622e-05,0.722622
"214","forestdale","10_20",4.5,540,1.5096443452381,0.210069553241103,0,12.8125,52.2875,34.9,0,0.000815207946428574,8.15207946428574e-05,0.815207946428574
"215","forestdale","20_40",4.63076923076923,555.692307692308,1.686,0.133341666406266,5,9.60769230769231,52.8,37.5923076923077,0,0.000936897230769231,0.000187379446153846,1.87379446153846
"216","forestdale","40_100",8.25763157894737,990.915789473684,1.70538461538462,0.08471672253412,13,12.1447368421053,44.3947368421053,43.4631578947368,0,0.00168989254251013,0.00101393552550608,10.1393552550608
"217","foxworth","0_10",0.0555555555555556,6.66666666666667,1.3509262485482,0.246635757280942,0,44.8055555555556,3.75,1.8,0,9.00617499032134e-06,9.00617499032134e-07,0.00900617499032134
"218","foxworth","10_20",0.04,4.8,1.5096443452381,0.210069553241103,0,78.3222222222222,3.52222222222222,1.74444444444444,0,7.24629285714288e-06,7.24629285714288e-07,0.00724629285714288
"219","foxworth","20_40",0.02625,3.15,1.50104635443921,0.215883238671701,0,58.0875,4.1625,1.8125,0,4.72829601648351e-06,9.45659203296702e-07,0.00945659203296702
"220","foxworth","40_100",0.02625,3.15,1.795,0.00707106781186548,2,69.3025641025641,3.5325,2.055,0,5.65425e-06,3.39255e-06,0.0339255
"221","fuquay","0_10",0.388571428571429,46.6285714285714,1.43,0.246635757280942,1,75.1590909090909,12.25,4.24090909090909,3.04545454545455,6.46481828571429e-05,6.46481828571429e-06,0.0646481828571429
"222","fuquay","10_20",0.145384615384615,17.4461538461538,1.805,0.106066017177982,2,77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769,2.96977824852071e-05,2.96977824852071e-06,0.0296977824852071
"223","fuquay","20_40",0.137333333333333,16.48,1.69,0.215883238671701,1,65.6533333333333,11.1866666666667,5.38666666666667,7.2,2.58459136e-05,5.16918272e-06,0.0516918272
"224","fuquay","40_100",0.24843137254902,29.8117647058824,1.704,0.045752959831396,10,67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208,4.99078640443951e-05,2.99447184266371e-05,0.299447184266371
"225","glenmora","0_10",1.02,122.4,1.42,0.246635757280942,1,43.3,50.9,5.8,0,0.000173808,1.73808e-05,0.173808
"226","glenmora","10_20",0.825,99,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000145042675120363,1.45042675120363e-05,0.145042675120363
"227","glenmora","20_40",0.63,75.6,1.59,0.215883238671701,1,35.7,52.1,12.2,1,0.00011900196,2.3800392e-05,0.23800392
"228","glenmora","40_100",0.75,90,1.635,0.0353553390593273,2,30.15,51.2,18.65,2,0.000144207,8.65242e-05,0.865242
"229","goldsboro","0_10",0.41,49.2,1.38,0.246635757280942,1,64.5333333333333,28.7,10,0,6.7896e-05,6.7896e-06,0.067896
"230","goldsboro","10_20",0.632,75.84,1.5096443452381,0.210069553241103,0,74.78,18.88,6.34,0.2,0.000114262444288572,1.14262444288572e-05,0.114262444288572
"231","goldsboro","20_40",0.153333333333333,18.4,1.55,0.062449979983984,3,61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667,2.84724666666667e-05,5.69449333333333e-06,0.0569449333333333
"232","goldsboro","40_100",0.292,35.04,1.668,0.0396232255123179,5,56.004,22.38,21.62,0.2,5.832982656e-05,3.4997895936e-05,0.34997895936
"233","greenville","0_10",0.821,98.52,1.765,0.109498858441538,6,64.2727272727273,17.5272727272727,20.4818181818182,0,0.0001738878,1.738878e-05,0.1738878
"234","greenville","10_20",0.872,104.64,1.69,0.0707106781186548,2,51.3,24.32,24.38,0,0.0001768416,1.768416e-05,0.1768416
"235","greenville","20_40",1.07571428571429,129.085714285714,1.6375,0.0747854072854935,8,45.08,16.9333333333333,40.22,0,0.000211377857142857,4.22755714285714e-05,0.422755714285714
"236","greenville","40_100",0.953333333333333,114.4,1.62611111111111,0.0825433140406324,18,41.9485714285714,14.68,43.0828571428571,0,0.000186027111111111,0.000111616266666667,1.11616266666667
"237","guyton","0_10",1.61666666666667,194,1.4525,0.097082439194738,4,29.45,54.3666666666667,15.9666666666667,0,0.000281785,2.81785e-05,0.281785
"238","guyton","10_20",0.87,104.4,1.655,0.120208152801713,2,20.65,59.5,19.85,0,0.000172782,1.72782e-05,0.172782
"239","guyton","20_40",0.56,67.2,1.58,0.0724568837309472,5,21.06,64.76,14.18,0,0.000106176,2.12352e-05,0.212352
"240","guyton","40_100",1.665,199.8,1.646,0.135088448391744,10,19.3916666666667,57.5333333333333,23.075,0.25,0.000328048623,0.0001968291738,1.968291738
"241","gwinnett","0_10",1.67666666666667,201.2,1.3509262485482,0.246635757280942,0,48.6333333333333,31,20.3666666666667,0,0.000271806361207898,2.71806361207898e-05,0.271806361207898
"242","gwinnett","10_20",1.38333333333333,166,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00024320286939374,2.4320286939374e-05,0.24320286939374
"243","gwinnett","20_40",1.09,130.8,1.50104635443921,0.215883238671701,0,26,35.6,38.4,0,0.000196336863160649,3.92673726321297e-05,0.392673726321297
"244","gwinnett","40_100",1.145,137.4,1.59451747615447,0.19649269329816,0,37.55,20.75,41.7,0,0.000219086701223624,0.000131452020734174,1.31452020734175
"245","hard labor","0_10",0.47,56.4,1.3509262485482,0.246635757280942,0,75.3,17.9,6.8,0,7.61922404181185e-05,7.61922404181185e-06,0.0761922404181185
"246","hard labor","10_20",0.03,3.6,1.5096443452381,0.210069553241103,0,79.9,15.3,4.8,0,5.43471964285716e-06,5.43471964285716e-07,0.00543471964285716
"247","hard labor","20_40",0.05,6,1.50104635443921,0.215883238671701,0,75.9,18.1,6,0,9.00627812663526e-06,1.80125562532705e-06,0.0180125562532705
"248","hard labor","40_100",0.785,94.2,1.59451747615447,0.19649269329816,0,36.75,14,49.25,0,0.000150203546253751,9.01221277522506e-05,0.901221277522506
"249","harleston","0_10",0.48,57.6,1.28,0.246635757280942,1,67.8333333333333,27.5666666666667,4.6,0.333333333333333,7.348224e-05,7.348224e-06,0.07348224
"250","harleston","10_20",0.02,2.4,1.49,0.210069553241103,1,44.5,45,10.5,2,3.50448e-06,3.50448e-07,0.00350448
"251","harleston","20_40",0.2375,28.5,1.565,0.0494974746830584,2,53.45,34.9,11.65,0.25,4.449099375e-05,8.89819875e-06,0.0889819875
"252","harleston","40_100",0.3,36,1.7,0.03,3,55.775,27.2375,16.9875,0.375,6.09705e-05,3.65823e-05,0.365823
"253","helena","0_10",1.12,134.4,1.3509262485482,0.246635757280942,0,76.75,32.45,11.3,0,0.000181564487804878,1.81564487804878e-05,0.181564487804878
"254","helena","10_20",0.69,82.8,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000121308419191577,1.21308419191577e-05,0.121308419191577
"255","helena","20_40",0.26,31.2,1.50104635443921,0.215883238671701,0,27.4,31.6,17.75,0,4.68326462585034e-05,9.36652925170067e-06,0.0936652925170067
"256","helena","40_100",0.646666666666667,77.6,1.59451747615447,0.19649269329816,0,21.875,20.575,48.175,0,0.000123734556149587,7.42407336897521e-05,0.742407336897521
"257","hemphill","0_10",3.665,439.8,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.000578971815450155,5.78971815450155e-05,0.578971815450155
"258","hemphill","10_20",3.665,439.8,1.53,0.15556349186104,2,26.3,37.2,36.5,0,0.000672894,6.72894e-05,0.672894
"259","hemphill","20_40",4.56,547.2,1.64,0.215883238671701,1,8.8,33.8,57.4,0,0.000897408,0.0001794816,1.794816
"260","hemphill","40_100",2.65285714285714,318.342857142857,1.45571428571429,0.11355720186425,7,35.5857142857143,35.3142857142857,29.1,0,0.000463416244897961,0.000278049746938776,2.78049746938776
"261","hiwassee","0_10",1.73111111111111,207.733333333333,1.60333333333333,0.159457413332421,6,31.3769230769231,29.2,39.4230769230769,1.46153846153846,0.000328197893333333,3.28197893333333e-05,0.328197893333333
"262","hiwassee","10_20",0.775,93,1.645,0.0881286937760152,4,57.1,22.525,20.375,3.25,0.0001480129875,1.480129875e-05,0.1480129875
"263","hiwassee","20_40",1.37307692307692,164.769230769231,1.625,0.0808879295250975,8,23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333,0.0002647155,5.29431e-05,0.529431
"264","hiwassee","40_100",1.15833333333333,139,1.56769230769231,0.0953199739608516,13,22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846,0.000216065383431953,0.000129639230059172,1.29639230059172
"265","hurricane","0_10",0.0942105263157895,11.3052631578947,1.3509262485482,0.246635757280942,0,46.3666666666667,3.52631578947368,1.56315789473684,0,1.52725767467449e-05,1.52725767467449e-06,0.0152725767467449
"266","hurricane","10_20",0.0228571428571429,2.74285714285714,1.5096443452381,0.210069553241103,0,62.3428571428571,3.44285714285714,1.3,0,4.14073877551022e-06,4.14073877551022e-07,0.00414073877551022
"267","hurricane","20_40",0.0363636363636364,4.36363636363636,1.50104635443921,0.215883238671701,0,56.68,4.65454545454545,1.80909090909091,0,6.55002045573474e-06,1.31000409114695e-06,0.0131000409114695
"268","hurricane","40_100",0.0374418604651163,4.49302325581395,1.59451747615447,0.19649269329816,0,51.8738095238095,3.25581395348837,1.62790697674419,0,7.1642041021638e-06,4.29852246129828e-06,0.0429852246129828
"269","kingsferry","0_10",0.04,4.8,1.3509262485482,0.246635757280942,0,46.6,4.3,1.1,0,6.48444599303136e-06,6.48444599303136e-07,0.00648444599303136
"270","kingsferry","10_20",0.02,2.4,1.5096443452381,0.210069553241103,0,55.8,3.6,1.3,0,3.62314642857144e-06,3.62314642857144e-07,0.00362314642857144
"271","kingsferry","20_40",0.04,4.8,1.50104635443921,0.215883238671701,0,32.4,5.5,1.4,0,7.20502250130821e-06,1.44100450026164e-06,0.0144100450026164
"272","kingsferry","40_100",0.02,2.4,1.59451747615447,0.19649269329816,0,67.22,4.6,2.52,0,3.82684194277073e-06,2.29610516566244e-06,0.0229610516566244
"273","kinston","0_10",1.19,142.8,1.3509262485482,0.246635757280942,0,1.3,40.6,46.3,0,0.000192912268292683,1.92912268292683e-05,0.192912268292683
"274","kinston","10_20",1.72,206.4,1.5096443452381,0.210069553241103,0,21.1,33.7,29.3,0,0.000311590592857144,3.11590592857144e-05,0.311590592857144
"275","kinston","20_40",1.72,206.4,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.000302305255355729,6.04610510711458e-05,0.604610510711458
"276","kinston","40_100",1.72,206.4,1.59451747615447,0.19649269329816,0,41.05,34.15,32.7,0,0.000329108407078283,0.00019746504424697,1.9746504424697
"277","kolin","0_10",0.436666666666667,52.4,1.435,0.0494974746830584,2,33.9333333333333,57.8666666666667,8.2,0,7.5194e-05,7.5194e-06,0.075194
"278","kolin","10_20",0.795,95.4,1.53,0.210069553241103,1,23.1,64.6,12.3,0,0.000145962,1.45962e-05,0.145962
"279","kolin","20_40",0.773333333333333,92.8,1.56,0.215883238671701,1,26.8666666666667,57.1333333333333,16,0.333333333333333,0.00014428544,2.8857088e-05,0.28857088
"280","kolin","40_100",2.50454545454545,300.545454545455,1.706,0.105261578935526,5,20.1545454545455,51.7818181818182,28.0636363636364,0.545454545454545,0.00050993383338843,0.000305960300033058,3.05960300033058
"281","lakeland","0_10",0.0883333333333333,10.6,1.3509262485482,0.246635757280942,0,65.7052631578947,4.18421052631579,2.32631578947368,0,1.43198182346109e-05,1.43198182346109e-06,0.0143198182346109
"282","lakeland","10_20",0.0771428571428571,9.25714285714286,1.5096443452381,0.210069553241103,0,42.3857142857143,5.55714285714286,2.45714285714286,0,1.3974993367347e-05,1.3974993367347e-06,0.013974993367347
"283","lakeland","20_40",0.0885714285714286,10.6285714285714,1.50104635443921,0.215883238671701,0,63.5625,4.87777777777778,3.25555555555556,0,1.59539783957539e-05,3.19079567915078e-06,0.0319079567915078
"284","lakeland","40_100",0.0633333333333333,7.6,1.59451747615447,0.19649269329816,0,75.0088888888889,4.51333333333333,3.22888888888889,0,1.2118332818774e-05,7.27099969126438e-06,0.0727099969126438
"285","latonia","0_10",0.43,51.6,1.51,0.246635757280942,1,58.7,36,5.3,1,7.713684e-05,7.713684e-06,0.07713684
"286","latonia","10_20",0.4575,54.9,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,8.04327562031106e-05,8.04327562031106e-06,0.0804327562031106
"287","latonia","20_40",0.485,58.2,1.58,0,2,52.95,35.9,11.15,0,9.1956e-05,1.83912e-05,0.183912
"288","latonia","40_100",1.13666666666667,136.4,1.65333333333333,0.0305505046330388,3,51.3666666666667,32.7333333333333,15.9,0.666666666666667,0.000224011235555555,0.000134406741333333,1.34406741333333
"289","leadvale","0_10",0.773846153846154,92.8615384615385,1.3509262485482,0.246635757280942,0,23.6461538461538,63.9,12.4615384615385,0,0.000125449089788261,1.25449089788261e-05,0.125449089788261
"290","leadvale","10_20",0.633333333333333,76,1.5096443452381,0.210069553241103,0,21.3333333333333,63.6666666666667,15,0,0.000114732970238096,1.14732970238096e-05,0.114732970238096
"291","leadvale","20_40",0.660833333333333,79.3,1.50104635443921,0.215883238671701,0,15.575,62.75,21.6833333333333,0,0.000119032975907029,2.38065951814059e-05,0.238065951814059
"292","leadvale","40_100",1.25827586206897,150.993103448276,1.59451747615447,0.19649269329816,0,16.4655172413793,55.3344827586207,28.2034482758621,0,0.000240761142227076,0.000144456685336245,1.44456685336245
"293","leefield","0_10",0.198333333333333,23.8,1.3509262485482,0.246635757280942,0,38.7666666666667,8.31666666666667,5.63333333333333,0,3.21520447154472e-05,3.21520447154472e-06,0.0321520447154472
"294","leefield","10_20",0.278,33.36,1.5096443452381,0.210069553241103,0,56.58,7.98,5.02,0,5.0361735357143e-05,5.0361735357143e-06,0.050361735357143
"295","leefield","20_40",0.055,6.6,1.50104635443921,0.215883238671701,0,33.8571428571429,10.7875,5.25,0,9.90690593929879e-06,1.98138118785976e-06,0.0198138118785976
"296","leefield","40_100",0.177222222222222,21.2666666666667,1.59451747615447,0.19649269329816,0,52.0571428571429,8.46111111111111,11.4777777777778,0,3.39100716595517e-05,2.0346042995731e-05,0.20346042995731
"297","lenoir","0_10",2.9,348,1.41,0,2,14.0333333333333,52.6333333333333,33.3333333333333,0,0.00049068,4.9068e-05,0.49068
"298","lenoir","10_20",2.27,272.4,1.61,0.210069553241103,1,6,45.2,48.8,0,0.000438564,4.38564e-05,0.438564
"299","lenoir","20_40",2.06,247.2,1.47,0.215883238671701,1,16.5,48.55,34.95,0,0.000363384,7.26768e-05,0.726768
"300","lenoir","40_100",1.31714285714286,158.057142857143,1.486,0.0702139587261679,5,7.74285714285714,46.4714285714286,45.7857142857143,0,0.000234872914285714,0.000140923748571429,1.40923748571429
"301","leon","0_10",0.544583333333333,65.35,1.05,0.29698484809835,2,50.95,8.12916666666667,1.325,0,6.86175e-05,6.86175e-06,0.0686175
"302","leon","10_20",0.08625,10.35,1.5096443452381,0.210069553241103,0,68.85,4.9125,0.6125,0,1.56248189732143e-05,1.56248189732143e-06,0.0156248189732143
"303","leon","20_40",0.0610714285714286,7.32857142857143,1.47666666666667,0.21594752448994,3,64.9035714285714,3.72142857142857,1.00357142857143,0,1.08218571428572e-05,2.16437142857143e-06,0.0216437142857143
"304","leon","40_100",0.0291358024691358,3.4962962962963,1.45,0.321403173599764,3,64.0475,4.40740740740741,2.3,0,5.06962962962963e-06,3.04177777777778e-06,0.0304177777777778
"305","lexington","0_10",0.756,90.72,1.3509262485482,0.246635757280942,0,19.16,67.86,12.98,0,0.000122556029268293,1.22556029268293e-05,0.122556029268293
"306","lexington","10_20",2.8,336,1.5096443452381,0.210069553241103,0,6.45,65.45,28.1,0,0.000507240500000002,5.07240500000002e-05,0.507240500000002
"307","lexington","20_40",3.75,450,1.50104635443921,0.215883238671701,0,7.825,59.825,32.35,0,0.000675470859497645,0.000135094171899529,1.35094171899529
"308","lexington","40_100",2.85727272727273,342.872727272727,1.59451747615447,0.19649269329816,0,24.5272727272727,52.9818181818182,22.4909090909091,0,0.000546716555733109,0.000328029933439865,3.28029933439865
"309","lily","0_10",1.39369565217391,167.24347826087,1.39333333333333,0.300222139978605,3,43.6695652173913,43.9326086956522,11.1130434782609,1.1304347826087,0.000230391707069943,2.30391707069943e-05,0.230391707069943
"310","lily","10_20",0.686666666666667,82.4,1.35833333333333,0.128127540625217,6,43.1093023255814,44.2767441860465,12.6186046511628,2.23255813953488,0.00010942783875969,1.0942783875969e-05,0.10942783875969
"311","lily","20_40",1.470625,176.475,1.55875,0.122408858222878,8,41.4625,39.3395833333333,19.1958333333333,1.6875,0.000270438424394531,5.40876848789063e-05,0.540876848789063
"312","lily","40_100",1.87923076923077,225.507692307692,1.65714285714286,0.112552795914326,14,51.4365384615385,28.2048076923077,20.3586538461538,1.27884615384615,0.000368919433136095,0.000221351659881657,2.21351659881657
"313","lloyd","0_10",0.9725,116.7,1.415,0.558614357137373,2,58.725,20.675,20.6,7.25,0.00015315853875,1.5315853875e-05,0.15315853875
"314","lloyd","10_20",0.88,105.6,1.51,0.210069553241103,1,50.65,24.05,25.3,11,0.00014191584,1.4191584e-05,0.14191584
"315","lloyd","20_40",1.18428571428571,142.114285714286,1.57,0.254558441227157,2,35.6,20.6571428571429,43.7428571428571,2.42857142857143,0.000217700813877551,4.35401627755102e-05,0.435401627755102
"316","lloyd","40_100",0.8545,102.54,1.558,0.228516957795259,5,33.81,23.39,42.8,1.7,0.00015704144556,9.4224867336e-05,0.94224867336
"317","louisburg","0_10",0.26,31.2,1.3509262485482,0.246635757280942,0,65.2,27.8,7,0,4.21488989547039e-05,4.21488989547039e-06,0.0421488989547039
"318","louisburg","10_20",0.21,25.2,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,3.69199536670016e-05,3.69199536670016e-06,0.0369199536670016
"319","louisburg","20_40",0.16,19.2,1.50104635443921,0.215883238671701,0,60.2,30.9,8.9,0,2.88200900052328e-05,5.76401800104657e-06,0.0576401800104657
"320","louisburg","40_100",0.47,56.4,1.59451747615447,0.19649269329816,0,62.4,24.6333333333333,12.9666666666667,0,8.99307856551121e-05,5.39584713930673e-05,0.539584713930673
"321","lucy","0_10",0.582857142857143,69.9428571428571,1.3509262485482,0.246635757280942,0,71.9,7.88571428571429,4.21428571428571,1.85714285714286,9.27328711256489e-05,9.27328711256489e-06,0.0927328711256489
"322","lucy","10_20",0.545,65.4,1.58,0.210069553241103,1,73.3,5.65,5.45,0,0.000103332,1.03332e-05,0.103332
"323","lucy","20_40",0.152857142857143,18.3428571428571,1.50104635443921,0.215883238671701,0,59.0428571428571,8.75714285714286,6.37142857142857,0.142857142857143,2.74941453030788e-05,5.49882906061576e-06,0.0549882906061576
"324","lucy","40_100",0.297727272727273,35.7272727272727,1.616,0.0512835256198323,5,61.7863636363636,7.00909090909091,13.7954545454545,0.0454545454545455,5.77090294214876e-05,3.46254176528926e-05,0.346254176528926
"325","lynchburg","0_10",0.628,75.36,1.33,0.29698484809835,2,52.36,27.4,10.38,0,0.0001002288,1.002288e-05,0.1002288
