"","soil_name","horizon","sand","silt","clay","frag","bulk_density","bulk_density_sd","n","p_ppm","p_per","p_g_cm3","p_Mg_horizon","p_Mg_ha"
"383","norfolk","20_40",68.3,13.5086956521739,10.9565217391304,0.260869565217391,1.774,0.0622896460095898,5,1.56666666666667,0.000156666666666667,2.7720164057971e-06,5.5440328115942e-07,0.0055440328115942
"384","norfolk","40_100",63.2137931034483,11.4120689655172,25.4137931034483,0.413793103448276,1.70833333333333,0.0649207661873529,18,1.7375,0.00017375,2.95594683908045e-06,1.77356810344827e-06,0.0177356810344827
"385","ocilla","0_10",64.4272727272727,8.90909090909091,2.93636363636364,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"386","ocilla","10_20",52.4,6.6,3.4,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"387","ocilla","20_40",55.2416666666667,8.175,3.31666666666667,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"388","ocilla","40_100",51.8027777777778,9.11842105263158,12.9078947368421,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"389","olustee","0_10",36.025,7.75,2.225,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"390","olustee","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"391","olustee","20_40",46.86,5.4,3.1,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"392","olustee","40_100",52.8818181818182,5.21818181818182,9.81818181818182,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"393","orangeburg","0_10",69.8076923076923,13.1230769230769,7.66538461538462,0.192307692307692,1.76333333333333,0.185022521151706,3,132.7,0.01327,0.000233544344230769,2.33544344230769e-05,0.233544344230769
"394","orangeburg","10_20",68.4473684210526,12.0947368421053,8.32631578947368,0.842105263157895,1.83,0.210069553241103,1,1.4,0.00014,2.54042526315789e-06,2.54042526315789e-07,0.00254042526315789
"395","orangeburg","20_40",66.3588235294118,13.4114285714286,14.8342857142857,0.257142857142857,1.73111111111111,0.0964940988408675,9,16.3714285714286,0.00163714285714286,2.82678856598639e-05,5.65357713197279e-06,0.0565357713197279
"396","orangeburg","40_100",56.6493670886076,10.6625,26.32125,0.575,1.683125,0.0878421880419653,16,1.65714285714286,0.000165714285714286,2.77314079464286e-06,1.66388447678571e-06,0.0166388447678571
"397","ouachita","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"398","ouachita","10_20",16.6,60.7,22.7,1,1.54,0.210069553241103,1,NA,NA,NA,NA,NA
"399","ouachita","20_40",17.9,60,22.1,0,1.46,0.215883238671701,1,NA,NA,NA,NA,NA
"400","ouachita","40_100",20.9,58,21.1,0,1.56,0.19649269329816,1,NA,NA,NA,NA,NA
"401","pacolet","0_10",60.1285714285714,19.9714285714286,19.9,10.2857142857143,1.16,0.0888819441731559,3,NA,NA,NA,NA,NA
"402","pacolet","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"403","pacolet","20_40",50.52,20.96,28.52,12.6,1.4325,0.177270979012358,4,NA,NA,NA,NA,NA
"404","pacolet","40_100",45.7,15.4642857142857,38.8357142857143,7.14285714285714,1.60272727272727,0.269224475450911,11,NA,NA,NA,NA,NA
"405","pamlico","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,2.1,0.00021,2.76453117882066e-06,2.76453117882066e-07,0.00276453117882066
"406","pamlico","10_20",9.15000000000001,34.9,26.45,0,1.5096443452381,0.210069553241103,0,2.1,0.00021,3.17025312500001e-06,3.17025312500001e-07,0.00317025312500001
"407","pamlico","20_40",68.45,28.95,2.6,0,1.50104635443921,0.215883238671701,0,0.8,8e-05,1.20083708355137e-06,2.40167416710274e-07,0.00240167416710274
"408","pamlico","40_100",78.8066666666667,5.56666666666667,2.62666666666667,0,1.59451747615447,0.19649269329816,0,1.95,0.000195,3.10930907850122e-06,1.86558544710073e-06,0.0186558544710073
"409","pantego","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"410","pantego","10_20",38.4,26.9,19.7,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"411","pantego","20_40",26.65,31.65,16.45,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"412","pantego","40_100",47.925,28.225,18.95,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"413","pelham","0_10",67.0181818181818,8.90909090909091,4.19090909090909,0.0909090909090909,1.6,0.246635757280942,1,3.3,0.00033,5.2752e-06,5.2752e-07,0.0052752
"414","pelham","10_20",31.2,7,2.2,0,1.5096443452381,0.210069553241103,0,2.5,0.00025,3.77411086309525e-06,3.77411086309525e-07,0.00377411086309525
"415","pelham","20_40",60.9,9.24,3.54,0,1.65,0.215883238671701,1,1.7,0.00017,2.805e-06,5.61e-07,0.00561
"416","pelham","40_100",63.6935483870968,8.23870967741935,11.3387096774194,0.032258064516129,1.8,0.0360555127546399,3,1.1,0.00011,1.97936129032258e-06,1.18761677419355e-06,0.0118761677419355
"417","plott","0_10",46.2,37.3,16.5,2,0.95,0.246635757280942,1,NA,NA,NA,NA,NA
"418","plott","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"419","plott","20_40",46.9,40.7,12.4,8,0.96,0.215883238671701,1,NA,NA,NA,NA,NA
"420","plott","40_100",56.9666666666667,29.3666666666667,13.6666666666667,9.33333333333333,1.18666666666667,0.128970280814354,3,NA,NA,NA,NA,NA
"421","plummer","0_10",40.34,7.56,4.52,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"422","plummer","10_20",52.3666666666667,5.96666666666667,2.4,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"423","plummer","20_40",66.675,7.35,3.225,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"424","plummer","40_100",52.2722222222222,4.71111111111111,2.12222222222222,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"425","poarch","0_10",51.3,25.2,4.66666666666667,0,1.3509262485482,0.246635757280942,0,1.2,0.00012,1.62111149825784e-06,1.62111149825784e-07,0.00162111149825784
"426","poarch","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,1.15,0.000115,1.68483915543856e-06,1.68483915543856e-07,0.00168483915543856
"427","poarch","20_40",55.8333333333333,25.6333333333333,7.86666666666667,0.333333333333333,1.50104635443921,0.215883238671701,0,1.1,0.00011,1.64564715325019e-06,3.29129430650038e-07,0.00329129430650038
"428","poarch","40_100",70.2555555555556,20.4666666666667,14.6,0.222222222222222,1.59451747615447,0.19649269329816,0,0.333333333333333,3.33333333333333e-05,5.30324701328413e-07,3.18194820797048e-07,0.00318194820797048
"429","ponzer","0_10",59.5,13.6,46.6,0,0.8,0.246635757280942,1,NA,NA,NA,NA,NA
"430","ponzer","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"431","ponzer","20_40",69.1666666666667,42.6333333333333,24.8666666666667,0,0.72,0.215883238671701,1,NA,NA,NA,NA,NA
"432","ponzer","40_100",33.3857142857143,49.9285714285714,13.7571428571429,0.142857142857143,1.15,0.240416305603426,2,NA,NA,NA,NA,NA
"433","portia","0_10",34.0458333333333,55.7708333333333,10.1833333333333,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"434","portia","10_20",38.0384615384615,51.0538461538462,10.9,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"435","portia","20_40",28.7516129032258,53.6387096774194,17.6129032258065,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"436","portia","40_100",27.6267605633803,37.1450704225352,35.230985915493,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"437","pottsburg","0_10",47.425,4.175,1.7625,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"438","pottsburg","10_20",47.6,5,1.85,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"439","pottsburg","20_40",47.2,4.8375,1.6875,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"440","pottsburg","40_100",44.3944444444444,4.37777777777778,1.92777777777778,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"441","providence","0_10",14.5,75.5,10,0,1.21333333333333,0.204287379280594,3,NA,NA,NA,NA,NA
"442","providence","10_20",15.625,68.425,15.95,0,1.5275,0.0846069343099804,4,NA,NA,NA,NA,NA
"443","providence","20_40",11.1666666666667,65.0333333333333,23.8,0,1.56666666666667,0.0152752523165195,3,NA,NA,NA,NA,NA
"444","providence","40_100",19.2285714285714,57.4071428571429,23.3642857142857,0,1.635,0.0988571053224161,12,NA,NA,NA,NA,NA
"445","rains","0_10",58.4916666666667,25.2153846153846,10.2076923076923,0.153846153846154,1.35,0.06557438524302,3,6.2,0.00062,8.35712307692308e-06,8.35712307692308e-07,0.00835712307692308
"446","rains","10_20",61.8,25.74,8.72,0,1.465,0.0777817459305203,2,3.65,0.000365,5.34725e-06,5.34725e-07,0.00534725
"447","rains","20_40",69.58,20.0333333333333,12.1066666666667,0.133333333333333,1.5725,0.0602079728939614,4,1.1,0.00011,1.72744366666667e-06,3.45488733333333e-07,0.00345488733333333
"448","rains","40_100",61.1533333333333,19.1766666666667,23.5466666666667,0.133333333333333,1.69714285714286,0.0446147530585589,7,1,1e-04,1.69488e-06,1.016928e-06,0.01016928
"449","reddies","0_10",64.475,31.025,8.05,0,0.91,0.197989898732233,2,15.3,0.00153,1.3923e-05,1.3923e-06,0.013923
"450","reddies","10_20",68.2,21.8,10,3.33333333333333,1.34,0.210069553241103,1,10.75,0.001075,1.39248333333333e-05,1.39248333333333e-06,0.0139248333333333
"451","reddies","20_40",69.95,23.375,6.675,0,1.24333333333333,0.280059517483933,3,12.7,0.00127,1.57903333333333e-05,3.15806666666666e-06,0.0315806666666666
"452","reddies","40_100",80.3636363636364,13.2272727272727,6.40909090909091,46.2727272727273,1.23,0.13076696830622,3,11.9,0.00119,7.86406090909091e-06,4.71843654545454e-06,0.0471843654545454
"453","rexor","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"454","rexor","10_20",26.7,62.3,10.9,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"455","rexor","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"456","rexor","40_100",27.35,54.45,20.2,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"457","rosman","0_10",43.3,41.35,15.35,0,1.1,0.212132034355964,2,4,4e-04,4.4e-06,4.4e-07,0.0044
"458","rosman","10_20",62.4,25.2,12.4,1,1.33,0.210069553241103,1,2,2e-04,2.6334e-06,2.6334e-07,0.0026334
"459","rosman","20_40",43.7,41.7,14.6,0,1.24,0.127279220613579,2,0,0,0,0,0
"460","rosman","40_100",69.6222222222222,23.7555555555556,6.62222222222222,0,1.29,0.132233559604642,8,10.5,0.00105,1.3545e-05,8.127e-06,0.08127
"461","ruston","0_10",65.26,29.2666666666667,5.47333333333333,0.0666666666666667,1.49,0.0367423461417477,5,3,3e-04,4.46702e-06,4.46702e-07,0.00446702
"462","ruston","10_20",57.8,31.1888888888889,11.0111111111111,0,1.7175,0.17423642940939,4,2,2e-04,3.435e-06,3.435e-07,0.003435
"463","ruston","20_40",57.4733333333333,29.6933333333333,12.8333333333333,0.0666666666666667,1.7025,0.0394757309410901,4,3,3e-04,5.104095e-06,1.020819e-06,0.01020819
"464","ruston","40_100",56.6116279069767,23.5860465116279,19.8023255813953,0.116279069767442,1.75352941176471,0.0561183098986628,17,2.33333333333333,0.000233333333333333,4.08681098951209e-06,2.45208659370726e-06,0.0245208659370726
"465","rutlege","0_10",76.75,7,3.25,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"466","rutlege","10_20",44,11.6,2.6,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"467","rutlege","20_40",58.3666666666667,5.83333333333333,2.96666666666667,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"468","rutlege","40_100",50.0444444444444,4.46666666666667,4.2,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"469","sacul","0_10",50.0142857142857,41.5428571428571,30.3,1.28571428571429,1.435,0.0919238815542511,2,NA,NA,NA,NA,NA
"470","sacul","10_20",36.82,41.44,36.78,0,1.48,0.210069553241103,1,NA,NA,NA,NA,NA
"471","sacul","20_40",37.5142857142857,42.0142857142857,31.9857142857143,1.42857142857143,1.62666666666667,0.0513160143944688,3,NA,NA,NA,NA,NA
"472","sacul","40_100",30.3095238095238,36.5,35.4904761904762,1.57142857142857,1.64,0.0728010988928051,5,NA,NA,NA,NA,NA
"473","saffell","0_10",32.65,55.9875,11.3625,6.25,1.3509262485482,0.246635757280942,0,8,8e-04,1.01319468641115e-05,1.01319468641115e-06,0.0101319468641115
"474","saffell","10_20",18,65.775,16.225,11.75,1.38,0.210069553241103,1,3,3e-04,3.65355e-06,3.65355e-07,0.00365355
"475","saffell","20_40",32.9285714285714,50.7714285714286,16.3,15.2857142857143,1.36,0.215883238671701,1,13,0.0013,1.49774857142857e-05,2.99549714285714e-06,0.0299549714285714
"476","saffell","40_100",47.7714285714286,31.6142857142857,20.6142857142857,19.2857142857143,1.21,0.19649269329816,1,3,3e-04,2.92992857142857e-06,1.75795714285714e-06,0.0175795714285714
"477","sapelo","0_10",53.2846153846154,7.10714285714286,1.12857142857143,0,1.3509262485482,0.246635757280942,0,2,2e-04,2.7018524970964e-06,2.7018524970964e-07,0.0027018524970964
"478","sapelo","10_20",79.46,6.76666666666667,1.01666666666667,0,1.52,0.210069553241103,1,2,2e-04,3.04e-06,3.04e-07,0.00304
"479","sapelo","20_40",55.26,6.45,1.435,0,1.50104635443921,0.215883238671701,0,4.05,0.000405,6.0792377354788e-06,1.21584754709576e-06,0.0121584754709576
"480","sapelo","40_100",56.3903225806452,5.73548387096774,4.24354838709677,0,1.61,0.0692820323027551,6,6.1,0.00061,9.821e-06,5.8926e-06,0.058926
"481","saucier","0_10",40.75,29.55,12.525,2.5,1.42,0.127279220613579,2,NA,NA,NA,NA,NA
"482","saucier","10_20",44.3,39.5,16.2,1,1.59,0.210069553241103,1,NA,NA,NA,NA,NA
"483","saucier","20_40",53.65,25.925,14.175,1,1.67,0.014142135623731,2,NA,NA,NA,NA,NA
"484","saucier","40_100",45.32,27.27,27.61,0.5,1.685,0.0404145188432738,4,NA,NA,NA,NA,NA
"485","saunook","0_10",43.1,32.2,24.7,16,1.3,0.246635757280942,1,NA,NA,NA,NA,NA
"486","saunook","10_20",40.8666666666667,37.9,21.2333333333333,7.66666666666667,1.29,0.175214154679352,3,NA,NA,NA,NA,NA
"487","saunook","20_40",43.4333333333333,34.8,21.7666666666667,10.6666666666667,1.43,0.229128784747792,3,NA,NA,NA,NA,NA
"488","saunook","40_100",44.8,33.8375,21.3625,29.875,1.26,0.208885933785244,7,NA,NA,NA,NA,NA
"489","sharkey","0_10",5.41904761904762,31.7333333333333,62.847619047619,0.19047619047619,1.54,0.346121365997536,7,48.3,0.00483,7.424032e-05,7.424032e-06,0.07424032
"490","sharkey","10_20",1.27272727272727,32.0136363636364,66.7136363636364,0.0454545454545455,1.852,0.055703295619354,15,51.9,0.00519,9.60751096363636e-05,9.60751096363636e-06,0.0960751096363636
"491","sharkey","20_40",3.63076923076923,31.5384615384615,64.8307692307692,0,1.80785714285714,0.0867515082048962,14,29.9,0.00299,5.40549285714285e-05,1.08109857142857e-05,0.108109857142857
"492","sharkey","40_100",3.2125,30.6825,66.105,0.0125,1.81230769230769,0.104280686315643,26,20.8333333333333,0.00208333333333333,3.77516907051282e-05,2.26510144230769e-05,0.226510144230769
"493","smithdale","0_10",74.7,19.7083333333333,5.59166666666667,2.5,1.57,0.0264575131106459,3,10.2166666666667,0.00102166666666667,1.56391625e-05,1.56391625e-06,0.0156391625
"494","smithdale","10_20",74.72,19.94,5.34,4.2,1.5096443452381,0.210069553241103,0,3.025,0.0003025,4.37487383028275e-06,4.37487383028275e-07,0.00437487383028275
"495","smithdale","20_40",68.1714285714286,20.7285714285714,11.1,3.42857142857143,1.5575,0.0903234926989282,4,1.3,0.00013,1.95533e-06,3.91066e-07,0.00391066
"496","smithdale","40_100",62.636,16.14,21.224,1.04,1.7,0.05,5,0.816666666666667,8.16666666666667e-05,1.37389466666667e-06,8.243368e-07,0.008243368
"497","smithton","0_10",48.6,45.5,5.9,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"498","smithton","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"499","smithton","20_40",51.7,41.6,6.7,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"500","smithton","40_100",51.8,40.05,8.15,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"501","susquehanna","0_10",59.6333333333333,36.2666666666667,4.1,0.333333333333333,1.36,0.226274169979695,2,NA,NA,NA,NA,NA
"502","susquehanna","10_20",29.7,44.95,25.35,0.5,1.475,0.162634559672906,2,NA,NA,NA,NA,NA
"503","susquehanna","20_40",30.8,19.95,49.25,0,1.77,0.0761577310586392,4,NA,NA,NA,NA,NA
"504","susquehanna","40_100",32.9857142857143,18.0571428571429,48.9571428571429,0,1.88333333333333,0.0553774924194538,6,NA,NA,NA,NA,NA
"505","tate","0_10",72.6666666666667,37,14.3,10.3333333333333,1.55,0.246635757280942,1,2,2e-04,2.77966666666667e-06,2.77966666666667e-07,0.00277966666666667
"506","tate","10_20",57.8,24.25,17.95,12,1.345,0.205060966544099,2,0,0,0,0,0
"507","tate","20_40",51.95,24.5,23.55,9,1.505,0.0919238815542513,2,0,0,0,0,0
"508","tate","40_100",58.04,21.62,20.34,16,1.526,0.0998999499499374,5,0,0,0,0,0
"509","tippah","0_10",9.8,81.3,8.9,0,1.29,0.246635757280942,1,NA,NA,NA,NA,NA
"510","tippah","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"511","tippah","20_40",6.15,70.15,23.7,0,1.505,0.0919238815542513,2,NA,NA,NA,NA,NA
"512","tippah","40_100",4.7,58.4333333333333,36.8666666666667,0,1.76333333333333,0.187171935218219,3,NA,NA,NA,NA,NA
"513","toccoa","0_10",38.65,37.15,24.2,1,1.32,0.246635757280942,1,2.6,0.00026,3.39768e-06,3.39768e-07,0.00339768
"514","toccoa","10_20",62.25,23.925,13.825,0.25,1.45,0.210069553241103,1,1.7,0.00017,2.4588375e-06,2.4588375e-07,0.0024588375
"515","toccoa","20_40",65.5333333333333,23.9333333333333,10.5333333333333,0,1.66,0.215883238671701,1,1.05,0.000105,1.743e-06,3.486e-07,0.003486
"516","toccoa","40_100",69.48,19.92,10.6,1.1,1.7,0.0360555127546399,3,0.866666666666667,8.66666666666667e-05,1.45712666666667e-06,8.74276e-07,0.00874276
"517","toinette","0_10",80.1,15.4,4.5,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"518","toinette","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"519","toinette","20_40",84.3,11.8,3.9,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"520","toinette","40_100",78.7666666666667,5.53333333333333,15.7,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"521","townley","0_10",21,52.5,26.5,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"522","townley","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"523","townley","20_40",9,39.9,51.1,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"524","townley","40_100",6.83333333333333,44.4666666666667,48.7,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"525","toxaway","0_10",7,58.8,34.2,0,1.06,0.246635757280942,1,2,2e-04,2.12e-06,2.12e-07,0.00212
"526","toxaway","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,2.5,0.00025,3.66269381617079e-06,3.66269381617079e-07,0.00366269381617079
"527","toxaway","20_40",7.25,59.3,33.45,0,1.07,0.0282842712474619,2,3,3e-04,3.21e-06,6.42e-07,0.00642
"528","toxaway","40_100",9.83333333333333,62.0333333333333,28.1333333333333,0,1.23666666666667,0.0288675134594813,3,17,0.0017,2.10233333333334e-05,1.2614e-05,0.12614
"529","trimont","0_10",50.6,28,21.4,2,0.95,0.246635757280942,1,NA,NA,NA,NA,NA
"530","trimont","10_20",45.2,28.15,26.65,5.5,1.12,0.183847763108502,2,NA,NA,NA,NA,NA
"531","trimont","20_40",45.75,20.8,33.45,4.5,1.37,0.0282842712474618,2,NA,NA,NA,NA,NA
"532","trimont","40_100",63.4833333333333,15.5333333333333,20.9833333333333,5,1.42833333333333,0.170577450639487,6,NA,NA,NA,NA,NA
"533","troup","0_10",76.3785714285714,7.36428571428571,3.5,0,1.58,0.0989949493661166,2,16.225,0.0016225,2.56355e-05,2.56355e-06,0.0256355
"534","troup","10_20",87.6285714285714,8.52857142857143,3.84285714285714,0,1.71,0.210069553241103,1,3.6,0.00036,6.156e-06,6.156e-07,0.006156
"535","troup","20_40",73.025,8.425,3.965,0.05,1.5,0.215883238671701,1,7.35,0.000735,1.10194875e-05,2.2038975e-06,0.022038975
"536","troup","40_100",74.2660377358491,7.7622641509434,5.13396226415094,0.188679245283019,1.87,0.459238500128201,3,4.3375,0.00043375,8.09582099056604e-06,4.85749259433962e-06,0.0485749259433962
"537","tuckasegee","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"538","tuckasegee","10_20",56.4,28.1,15.5,16,1.11,0.210069553241103,1,NA,NA,NA,NA,NA
"539","tuckasegee","20_40",58.5,31.1,10.4,16,0.97,0.215883238671701,1,NA,NA,NA,NA,NA
"540","tuckasegee","40_100",57.5333333333333,22.2333333333333,20.2333333333333,28.6666666666667,1.17,0.09,3,NA,NA,NA,NA,NA
"541","tusquitee","0_10",35.45,36.95,37.5,1,0.57,0.246635757280942,1,NA,NA,NA,NA,NA
"542","tusquitee","10_20",52.6,28.7,18.7,10,1.2,0.210069553241103,1,NA,NA,NA,NA,NA
"543","tusquitee","20_40",57.7,24.2,18.1,2,1.14,0.215883238671701,1,NA,NA,NA,NA,NA
"544","tusquitee","40_100",64.2,20.15,15.65,19,1.3,0.15556349186104,2,NA,NA,NA,NA,NA
"545","udorthents","0_10",32.2,45.2,22.6,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"546","udorthents","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"547","udorthents","20_40",22.3,44.8,32.9,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"548","udorthents","40_100",43.6,32.7,23.7,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"549","unaka","0_10",40.3,35.5,24.2,10,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"550","unaka","10_20",40.2,39.3,20.5,10,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"551","unaka","20_40",45.7,36,18.3,8,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"552","unaka","40_100",58.9,28.85,12.25,10,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"553","urban land","0_10",43.63,36.81,19.56,16.9,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"554","urban land","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"555","urban land","20_40",39.07,39.12,21.81,13.7,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"556","urban land","40_100",47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"557","vance","0_10",24,51.7,24.3,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"558","vance","10_20",26,56.5,17.5,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"559","vance","20_40",27.3,55.8,16.9,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"560","vance","40_100",35.84,44.48,26.56,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"561","wadley","0_10",62.5111111111111,10.0888888888889,3.22222222222222,0.555555555555556,1.3509262485482,0.246635757280942,0,7.05,0.000705,9.47111877419667e-06,9.47111877419667e-07,0.00947111877419667
"562","wadley","10_20",46.3,6.5,1.9,0,1.5096443452381,0.210069553241103,0,4.175,0.0004175,6.30276514136907e-06,6.30276514136907e-07,0.00630276514136907
"563","wadley","20_40",76.625,10.5,3.5625,0.875,1.50104635443921,0.215883238671701,0,1.3,0.00013,1.93428585848923e-06,3.86857171697846e-07,0.00386857171697846
"564","wadley","40_100",61.5944444444444,8.85,5.42222222222222,0.5,1.59451747615447,0.19649269329816,0,1.28333333333333,0.000128333333333333,2.03606594059291e-06,1.22163956435575e-06,0.0122163956435575
"565","wagram","0_10",68.1333333333333,9.76666666666667,4.1,1,1.3509262485482,0.246635757280942,0,51.2,0.00512,6.84757496864112e-05,6.84757496864112e-06,0.0684757496864112
"566","wagram","10_20",61.4333333333333,10.3,3.1,0,1.57,0.169705627484771,2,8,8e-04,1.256e-05,1.256e-06,0.01256
"567","wagram","20_40",67.925,10.225,5.075,1.75,1.63,0.215883238671701,1,28.4333333333333,0.00284333333333333,4.55352725e-05,9.1070545e-06,0.091070545
"568","wagram","40_100",77.99,9.575,12.2,1.58333333333333,1.6775,0.105633012516605,4,14.5,0.00145,2.39386239583333e-05,1.4363174375e-05,0.14363174375
"569","wahee","0_10",61.8,27.4666666666667,10.6,0,1.3509262485482,0.246635757280942,0,210.4,0.02104,0.000284234882694541,2.84234882694541e-05,0.284234882694541
"570","wahee","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,133.6,0.01336,0.000195734357536167,1.95734357536167e-05,0.195734357536167
"571","wahee","20_40",47.675,33.275,19,0.25,1.50104635443921,0.215883238671701,0,56.8,0.00568,8.50462843498168e-05,1.70092568699634e-05,0.170092568699634
"572","wahee","40_100",28.73,20.03,51.17,0.4,1.59451747615447,0.19649269329816,0,0.95,9.5e-05,1.50873243593736e-06,9.05239461562416e-07,0.00905239461562416
"573","wehadkee","0_10",45.95,34.4,19.65,0,1.3509262485482,0.246635757280942,0,9.05,0.000905,1.22258825493612e-05,1.22258825493612e-06,0.0122258825493612
"574","wehadkee","10_20",16.3,35.3,48.4,0,1.5096443452381,0.210069553241103,0,5.6,0.00056,8.45400833333336e-06,8.45400833333336e-07,0.00845400833333336
