"soil_name","horizon","ca_Mg_horizon","k_Mg_horizon","mg_Mg_horizon","p_Mg_horizon","n_Mg_ha","c_Mg_ha.x","c_Mg_ha.y","base_sat","ph.cacl","ph.h2o","bulk_density","bulk_density_sd","sand","silt","clay","frag"
"bernaldo","20_40",6.4477e-05,6.4779e-06,1.39524e-05,2.31533333333333e-07,0.221466666666667,NA,5.3605,44.5,4.73333333333333,5.475,1.51,0.0800000000000001,56.625,37.875,5.5,0
"bernaldo","40_100",0.000587979236151603,4.79825391253644e-05,0.000213217579941691,2.4034187755102e-07,1.52216522448979,NA,18.4548227405248,67.7142857142857,4.56,5.41428571428571,1.67142857142857,0.0817370930542087,41.4857142857143,32.4428571428571,26.0714285714286,0.142857142857143
"besner","0_10",1.736e-05,2.418e-06,2.976e-06,NA,NA,NA,17.36,20,NA,3.85,1.24,0.246635757280942,66,31.2,2.8,0
"besner","10_20",1.75809303176198e-05,1.42845058830661e-06,3.51618606352396e-06,NA,NA,NA,11.8305010262317,25.5,NA,4.05,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"besner","20_40",2.94e-05,0,7.056e-06,NA,NA,NA,6.321,31,NA,4.25,1.47,0.014142135623731,65.45,31.85,2.7,0
"besner","40_100",2.83584e-05,0,2.43072e-05,NA,NA,NA,8.91264,34.2,NA,4.46,1.688,0.148895936814945,61.6,35.62,2.78,0
"bethera","0_10",0.000100457,8.17245e-06,1.7907e-05,1.3462e-06,3.5306,34.544,35.306,45,3.95,4.35,1.27,0.246635757280942,48.9,54.65,31.7,0
"bethera","10_20",1.38887279761905e-05,1.17752258928572e-06,1.26810125e-06,1.16997436755953e-06,3.18534956845239,10.8694392857143,32.2309067708334,54,3.9,4.4,1.5096443452381,0.210069553241103,6.8,51.5,24.3,0
"bethera","20_40",0.000206896,1.0452e-05,4.05216e-05,1.3132e-06,3.8592,4.556,39.932,63,4.15,4.85,1.34,0.215883238671701,46.1,49.95,38.55,0
"bethera","40_100",0.000995976,4.34304e-05,9.47952e-05,4.176e-07,6.4728,8.874,28.188,42,3.76666666666667,4.63333333333333,1.74,0.19649269329816,15.5666666666667,30.1,53.9,0
"betis","0_10",3.11997090181189e-05,3.59389053246686e-06,3.63338383502144e-06,NA,0.691132794705165,10.5315473478882,6.31892840873293,66.5,5.2,5.65,1.3509262485482,0.246635757280942,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"betis","10_20",3.5778570982143e-05,4.12132906250001e-06,4.16661839285716e-06,NA,0.792563281250003,12.0771547619048,7.24629285714288,66.5,5.2,5.65,1.5096443452381,0.210069553241103,90.85,7.35,1.8,0
"betis","20_40",1.74121377114948e-05,2.34163231292517e-06,3.6025112506541e-06,NA,0.540376687598116,6.30439468864468,8.03059799624977,44,4.7,5.3,1.50104635443921,0.215883238671701,84.3,13.1,2.6,0
"betis","40_100",8.79264e-05,1.126944e-05,2.947392e-05,NA,2.1156,6.192,5.676,49.6,5.12,5.8,1.72,0.19649269329816,86.76,9.2,4.04,0
"bibb","0_10",3.16792205284553e-05,1.14592319033101e-05,8.42977979094077e-06,1.00869159891599e-06,3.41784340882695,NA,60.4314341850561,20.75,4.46666666666667,5.225,1.3509262485482,0.246635757280942,70.375,21.9,7.725,0
"bibb","10_20",1.05675104166667e-05,8.24265812500003e-06,4.25719705357144e-06,7.29661433531749e-07,2.69723123015874,NA,46.3460813988097,10.5,4.48333333333333,4.25,1.5096443452381,0.210069553241103,48.3,37.55,14.05,0
"bibb","20_40",9.7584e-06,5.69088e-06,1.42272e-06,5.016e-07,2.3788,NA,38,6,4.5,4.78,1.14,0.215883238671701,61.52,27.56,10.88,0
"bibb","40_100",2.6443008e-05,9.6682248e-06,3.86728992e-06,1.1568816e-06,6.6382968,NA,83.185296,14.3,4.4,4.87,1.38,0.127279220613579,76.28,15.69,7.99,0.2
"blanton","0_10",2.34289473684211e-05,2.95316666666667e-06,3.27852631578947e-06,1.1223e-05,1.4935,14.010625,23.78,30.3333333333333,4.61764705882353,5.29473684210526,1.45,0.246635757280942,54.0944444444444,6.24736842105263,2.58947368421053,0
"blanton","10_20",2.23804774181548e-05,4.93087584263395e-06,3.03438513392858e-06,2.55129894345239e-05,0.664243511904764,14.4321999404762,9.35979494047622,52,4.78571428571429,5.4375,1.5096443452381,0.210069553241103,64.475,8.375,2.9875,0
"blanton","20_40",1.5482220970073e-05,3.51244846938775e-06,2.66031600048303e-06,2.87300272239665e-05,0.690481323042037,9.27919564562421,8.10565031397174,36,4.825,5.35,1.50104635443921,0.215883238671701,51.1769230769231,7.76428571428571,3.35714285714286,0
"blanton","40_100",2.48845e-05,9.53624680851064e-06,5.12287659574468e-06,8.949e-06,0.71592,14.2990769230769,20.3472,50.3333333333333,4.81162790697674,5.29387755102041,1.57,0.0264575131106459,58.4387755102041,6.66734693877551,2.73877551020408,0
"bonneau","0_10",8.57580694214876e-05,1.02856343801653e-05,8.62321983471074e-06,4.49014909090909e-06,2.86196072727273,12.7940727272727,66.5617745454546,46.4285714285714,4.6,5.15454545454545,1.66,0.246635757280942,76.54,11.3454545454545,4.59090909090909,1.81818181818182
"bonneau","10_20",4.85683333333333e-05,4.17167291666667e-06,1.59581666666667e-06,3.78717361111111e-06,0.711179166666667,10.0605833333333,10.4075,24.3333333333333,4.93333333333333,5.38333333333333,1.81,0.210069553241103,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667
"bonneau","20_40",4.95159842243752e-05,5.41353522379543e-06,7.37278441576175e-06,4.04289515802573e-07,0.650807513243167,10.0086306960881,12.6020000291631,48.3333333333333,4.95833333333333,5.5,1.50104635443921,0.215883238671701,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846
"bonneau","40_100",0.000187913278683128,3.25138949135803e-05,5.73031063703704e-05,1.52657031111111e-06,2.358976,18.1097911111111,17.7134577777778,39.6206896551724,4.49411764705882,5.12962962962963,1.64,0.0299999999999999,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519
"boulogne","0_10",7.65524874177314e-06,7.90291855400697e-07,1.29688919860627e-06,NA,NA,16.1210532326752,NA,NA,3.7,4.5,1.3509262485482,0.246635757280942,59.3333333333333,4.66666666666667,1.86666666666667,0
"boulogne","10_20",5.44032121495235e-06,4.99957705907313e-07,8.7904651588099e-07,NA,NA,14.982859504016,NA,NA,3.98,4.76,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"boulogne","20_40",5.28368316762602e-06,2.92704039115646e-07,7.20502250130821e-07,NA,NA,25.5778298796441,NA,NA,4.26,5.02,1.50104635443921,0.215883238671701,33.675,5.22,2.54,0
"boulogne","40_100",8.4190522740956e-06,5.33024413457351e-07,1.64007511833031e-06,NA,NA,29.4666829593346,NA,NA,4.79,5.17,1.59451747615447,0.19649269329816,67.5444444444445,4.33,2.65,0
"bude","0_10",8.47e-05,2.1021e-05,1.1088e-05,NA,NA,20.02,NA,61.5,NA,5.55,1.54,0.127279220613579,24.4,65.55,10.05,0
"bude","10_20",6.44634111646059e-05,1.28560552947595e-05,1.14276047064529e-05,NA,NA,11.7206202117465,NA,48.5,NA,5.225,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"bude","20_40",9.90690593929879e-05,1.17081615646258e-05,2.52175787545787e-05,NA,NA,9.00627812663526,NA,35.5,NA,4.9,1.50104635443921,0.215883238671701,16.15,64.55,19.3,0
"bude","40_100",0.000279166666666667,5.6615e-05,0.00020636,NA,NA,8.375,NA,30.3333333333333,NA,4.75555555555556,1.675,0.124766448481419,14.8888888888889,61.2222222222222,23.8888888888889,0
"burton","0_10",9.19457513888889e-06,8.82487991666667e-06,3.35594025e-06,1.59351388888889e-07,6.01838325555556,110.660686728395,128.851533055556,3.33333333333333,3.64,4.22222222222222,0.7225,0.12737739202857,55.0444444444444,29.3111111111111,20.5125,11.7777777777778
"burton","10_20",3.54365e-06,5.44171753125e-06,1.22255925e-06,2.21478125e-07,3.5657978125,28.96933875,63.431335,2,4.25,4.45,0.935,0.275771644662753,55.35,28.125,16.525,5.25
"burton","20_40",2.3793885e-06,5.7567982875e-06,4.2828993e-06,4.406275e-07,4.8997778,72.791663,30.315172,1,4.18,4.525,1.046,0.114367827643966,54.7625,30.6875,14.55,15.75
"burton","40_100",1.32514813223141e-05,2.10104094049587e-05,5.64736026446283e-06,1.47355646666667e-05,5.32660010909092,62.4955959090911,38.3715012121213,1.71428571428571,4.52857142857143,4.88181818181818,1.27166666666667,0.0847152091815081,56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727
"caddo","0_10",1.74544285714286e-05,1.45869153061225e-06,4.23893265306122e-06,NA,0.981811607142858,19.3868831632653,NA,16.2857142857143,4.38,4.62857142857143,1.465,0.0494974746830584,24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714
"caddo","10_20",1.33728e-05,1.86264e-06,7.78488e-06,NA,0.456373333333333,5.8108,NA,14.25,4.35,4.8,1.6,0.210069553241103,19.1,69.575,11.325,0.5
"caddo","20_40",1.7900386875e-05,2.2942749375e-06,1.2656329875e-05,NA,0.672315,7.6896028125,NA,11.875,4.48,4.8375,1.685,0.0212132034355964,21.4,66.675,11.925,0.25
"caddo","40_100",0.000151918142578125,1.94174365429687e-05,0.000120181293632813,NA,1.583012578125,15.2556454101563,NA,21.625,4.48181818181818,5.0375,1.7075,0.0713559154286921,18.26875,63.74375,17.9875,0.3125
"cahaba","0_10",0.000122896666666667,1.274e-05,1.8256e-05,1.60533333333333e-06,2.5368,16.324,36.4933333333333,53.1428571428571,4.81666666666667,5.51666666666667,1.4,0.0556776436283002,51.35,34.175,14.4666666666667,0
"cahaba","10_20",7.91077142857143e-05,1.18309285714286e-05,1.22125714285714e-05,2.192e-07,2.3975,2.10066666666667,20.687,63,4.35,5.34285714285714,1.37,0.210069553241103,51.3,31.5,17.2,0
"cahaba","20_40",0.000183950577777777,2.344368e-05,2.80994133333333e-05,1.04115555555555e-06,2.74776666666666,5.89333333333332,25.1448888888888,61.5,4.84,5.26,1.47333333333333,0.0757187779440037,47.9466666666667,32.9,19.14,0
"cahaba","40_100",0.000464680872727273,6.10289018181818e-05,8.99618618181818e-05,3.351096e-06,7.068432,6.6054,38.4552,51.1052631578947,4.79230769230769,5.08484848484848,1.526,0.0439317652729776,46.1545454545455,28.3606060606061,25.469696969697,0
"carnasaw","0_10",0.00015001125,1.3820990625e-05,2.67543e-05,0,NA,30.00225,NA,66.3333333333333,6,5.75,1.5,0.325269119345812,27.6,61.4,10.975,8.25
"carnasaw","10_20",6.148867875e-05,1.66492974375e-05,1.8769473e-05,0,NA,14.9715725,NA,41.6666666666667,5.6,5.93333333333333,1.59,0.0565685424949237,29.775,56.975,14.3,9.75
"carnasaw","20_40",5.0467348148148e-05,5.25807822222221e-05,9.42300088888887e-05,0,NA,12.4801925925926,NA,26.6666666666667,3.9,4.8,1.43333333333333,0.155349069303081,11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667
"carnasaw","40_100",7.10978771259509e-05,0.000109647524571428,0.000415800930826711,0,NA,23.8096788131868,NA,15.9,3.75,5,1.55142857142857,0.110064915910047,15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461
"cartecay","0_10",7.21394616724739e-05,5.26861236933798e-06,1.29688919860627e-05,NA,NA,NA,NA,48,NA,5.2,1.3509262485482,0.246635757280942,53.1,26,20.9,0
"cartecay","10_20",5.14242211790379e-05,3.57112647076652e-06,8.3509419008694e-06,NA,NA,NA,NA,35.75,NA,5.15,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"cartecay","20_40",5.04351575091575e-05,2.92704039115646e-06,5.40376687598116e-06,NA,NA,NA,NA,23.5,NA,5.1,1.50104635443921,0.215883238671701,71.2,16.3,12.5,0
"cartecay","40_100",0.00030327722396458,1.11935126826044e-05,3.21454723192741e-05,NA,NA,NA,NA,40,NA,5.3,1.59451747615447,0.19649269329816,69,18.8,12.2,0
"cashiers","0_10",1.83942118002323e-05,1.35719454634146e-05,4.62340999303136e-06,NA,3.82798461788618,83.5196643902439,NA,6,4.5,4.5,1.3509262485482,0.246635757280942,54.6,25.6,19.8,8
"cashiers","10_20",1.7434422564973e-05,9.99915411814626e-06,4.39523257940495e-06,NA,3.23782133349498,65.1959499278401,NA,6,4.55,4.65,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"cashiers","20_40",1.70352e-05,5.167344e-06,4.315584e-06,NA,2.536352,41.26304,NA,6,4.6,4.8,1.04,0.215883238671701,59.3,23,17.7,9
"cashiers","40_100",7.2705e-05,7.0887375e-06,2.530134e-05,NA,4.65312,42.532425,NA,8.5,4.5,4.9,1.31,0.0989949493661166,66.4,18.5,15.1,7.5
"cataula","0_10",8.0064e-05,2.4979968e-05,2.3378688e-05,NA,1.814784,NA,21.21696,94,5.4,5.8,1.39,0.246635757280942,66.2,18.5,15.3,4
"cataula","10_20",4.102544e-05,1.7313348e-05,1.4144592e-05,NA,0.68886,NA,9.64404,83,5.3,5.6,1.72,0.210069553241103,68,18,14,11
"cataula","20_40",0.00013568256,1.5829632e-05,4.3488e-05,NA,2.058432,NA,12.46656,76,5.9,6.1,1.51,0.215883238671701,36.7,13.5,49.8,4
"cataula","40_100",0.00046758544,5.8272396e-05,7.5938688e-05,NA,2.92973333333333,NA,14.06272,56,5.83333333333333,6.4,1.505,0.120208152801713,32.0333333333333,15.6,52.3666666666667,2.66666666666667
"cecil","0_10",0.000103012180519481,1.84355628434724e-05,2.04057756664389e-05,4.61430338345866e-06,2.87367808954205,18.3455771616542,36.6839519767161,60.6875,5.03055555555556,5.30263157894737,1.58571428571429,0.13226956602045,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842
"cecil","10_20",7.5149182814815e-05,1.13837799111111e-05,1.12335160888889e-05,4.58563733333334e-06,1.04666524444445,12.7465173333334,12.8013803921569,51,5.08235294117647,5.49,1.64666666666667,0.102143689640297,53.74,20.095,29.655,5.6
"cecil","20_40",8.88799212121211e-05,1.95127340909091e-05,1.827494e-05,8.44386666666665e-06,1.20078363636363,11.5600555555555,16.2092083333333,44.05,5.13333333333333,5.53913043478261,1.59083333333333,0.124568953766275,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783
"cecil","40_100",0.000181382013532338,4.04295790134328e-05,6.99054667761194e-05,1.75615533333333e-06,2.62514943793103,10.1466752592593,16.8900821764706,31.859375,4.84848484848485,5.39027777777778,1.498,0.097689087900015,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556
"chandler","0_10",1.91777490243903e-05,1.3561408238676e-05,8.59837538675958e-06,NA,2.6079631228223,82.0849807142857,4.63637888501742,4,4.2,4.45,1.3509262485482,0.246635757280942,40.35,22.05,29.3,22
"chandler","10_20",3.26268e-06,5.357664e-06,1.957608e-06,NA,0.4293,9.27288,3.77784,9,4.4,4.6,1.62,0.210069553241103,65,22,13,47
"chandler","20_40",2.97207178178964e-05,8.4298763265306e-06,1.88051087284144e-05,NA,1.32392288461538,15.7609867216117,11.8882871271585,23,4.8,5.3,1.50104635443921,0.215883238671701,44.2,18.4,37.4,10
"chandler","40_100",9.26245250000002e-05,5.79878276250001e-05,5.46972195000001e-05,NA,2.30748816666667,8.44995666666668,35.0998200000001,16.75,4.6,5.1,2.07666666666667,0.271538824725551,80.75,10.1,9.15,21.75
"chestnut","0_10",0.000624099107069299,0.000125038221157375,8.64862984320558e-05,NA,17.3627796094657,454.489866255323,511.448519364112,5,4.46666666666667,5.63333333333333,1.3509262485482,0.246635757280942,34.7,48.6,14.6333333333333,3
"chestnut","10_20",0.000351008157383034,7.90409325529657e-05,4.95342711698938e-05,NA,10.2189157471165,261.540756433369,NA,4.25,4.38333333333333,5.29166666666667,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"chestnut","20_40",5.8986e-06,2.538432e-05,3.29508e-06,NA,1.4238,20.7468,NA,3.5,4.3,4.95,1.13,0.215883238671701,42.05,37.05,20.9,10
"chestnut","40_100",1.82506666666667e-05,3.225235e-05,1.50568e-05,NA,5.9885,6.27366666666667,NA,3.33333333333333,4.36666666666667,5.03333333333333,1.45,0.0989949493661167,65,29.3,5.7,1.66666666666667
"chewacla","0_10",0.000182675016326531,1.67675028061225e-05,4.35439149795918e-05,2.26050778571429e-06,5.50279824285714,NA,67.3872084285714,52.4285714285714,4.44,4.95714285714286,1.355,0.190918830920368,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429
