"soil_name","horizon","ca_Mg_horizon","k_Mg_horizon","mg_Mg_horizon","p_Mg_horizon","n_Mg_ha","c_Mg_ha.x","c_Mg_ha.y","base_sat","ph.cacl","ph.h2o","bulk_density","bulk_density_sd","sand","silt","clay","frag"
"chewacla","10_20",0.000134888231891369,7.02980985803574e-06,4.56937640772323e-05,1.42448782379713e-06,2.14799745662203,NA,15.9973237154018,50,4.65,5.25,1.5096443452381,0.210069553241103,12.45,41,46.55,0.5
"chewacla","20_40",9.483248e-05,1.6152942e-05,3.8390016e-05,5.90322666666667e-07,2.99922,NA,25.8980266666667,27.25,4.1,4.875,1.48,0.0692820323027551,11.45,48.925,39.625,3.5
"chewacla","40_100",0.000511316285714285,3.08555185714285e-05,0.000258221262857142,1.899455e-06,6.80142199999999,NA,59.6840799999999,42.2857142857143,4.5,5.15714285714286,1.53333333333333,0.118462370959446,15.65,46.3285714285714,38.0214285714286,0.5
"clarksville","0_10",0.000112781158117709,1.43022694751308e-05,1.46132451863569e-05,2.84053386952096e-06,2.36209294685724,45.2642440019454,71.4650217349443,38.3899371069182,4.65686274509804,5.15868263473054,1.3509262485482,0.246635757280942,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355
"clarksville","10_20",3.42237313328391e-05,8.55150315014832e-06,6.94472552901242e-06,2.29930082110178e-06,1.20487379271709,12.9692983886984,14.081962452381,25.3894736842105,4.44945054945055,5.06862745098039,1.5096443452381,0.210069553241103,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059
"clarksville","20_40",6.51835553655584e-05,1.57179193445101e-05,1.77511797494517e-05,4.32796777399848e-06,1.21538821050642,13.8016696366815,19.1695376291257,29.242774566474,4.50903614457831,5.17016574585635,1.50104635443921,0.215883238671701,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929
"clarksville","40_100",0.000377198658138428,8.87213312078247e-05,0.000180268494402832,2.15582641875e-05,6.58051884375,21.570375571875,24.22276875,33.7089397089397,4.31936170212766,5.04852071005917,2.04,0.0916515138991169,26.1935546875,46.393359375,27.41328125,1.05078125
"clebit","0_10",0.0001294704,7.27272e-06,2.365632e-05,NA,NA,27.1728,NA,61,4.6,5.8,1.48,0.246635757280942,57.1,28.5,14.4,10
"clebit","10_20",0.000105778597411012,5.42811223556511e-06,2.34705419740224e-05,NA,NA,22.3424322786418,NA,51.5,4.4,5.4,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"clebit","20_40",0.00012258784,5.06454e-06,3.7088016e-05,NA,NA,26.23172,NA,42,4.2,5,1.51,0.215883238671701,56.5,30,13.5,14
"clebit","40_100",0.000436708396730524,1.80419782547568e-05,0.000132122794604065,NA,NA,93.4481950630994,NA,42,4.2,5,1.59451747615447,0.19649269329816,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621
"clifton","0_10",0.000111201743973214,3.34382061696429e-05,2.73961967946429e-05,2.76206142857143e-07,2.65704555133929,44.8259552678572,39.2730609375001,46.375,4.9375,5.175,1.29857142857143,0.108386433872598,36.05,35.75,28.2,11.375
"clifton","10_20",0.00012984804,2.9043378e-05,4.018392e-05,2.02419e-07,1.012095,15.19392,30.4315725,55.3333333333333,4.73333333333333,5.23333333333333,1.53,0.0916515138991168,27.4666666666667,37.0666666666667,35.4666666666667,2
"clifton","20_40",8.93951039583336e-05,4.82795978437501e-05,5.16813277500001e-05,8.32227500000002e-08,1.539620875,10.2641391666667,17.9391261111112,29.25,4.4625,5.125,1.47166666666667,0.0820771994324043,28.0125,31.425,40.5625,5.75
"clifton","40_100",0.000218176494545455,8.46404068760331e-05,0.000145479741619835,1.05399272727273e-07,2.73883110160428,11.3492431168831,21.9362236363636,30.5,4.85,5.34090909090909,1.3935,0.106389304963076,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545
"congaree","0_10",1.10581247152826e-05,1.0268258664191e-05,5.84500877807797e-06,NA,NA,NA,NA,17,NA,5.3,1.3509262485482,0.246635757280942,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"congaree","10_20",1.26810125e-05,1.17752258928572e-05,6.70282089285717e-06,NA,NA,NA,NA,17,NA,5.3,1.5096443452381,0.210069553241103,53.2,29,17.8,0
"congaree","20_40",0.000120321592671866,1.65652734402776e-05,2.67153481477156e-05,NA,NA,NA,NA,38.75,NA,5.3,1.50104635443921,0.215883238671701,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"congaree","40_100",0.000705573983198353,3.35805380478131e-05,0.00013202604702559,NA,NA,45.4437480704024,NA,60.5,4.6,5.3,1.59451747615447,0.19649269329816,43.05,35.725,21.225,0
"cowarts","0_10",5.82461465277778e-05,1.12007119791667e-05,1.06177616666667e-05,3.83500645833333e-06,1.20623052083333,15.6431111111111,25.165855,45.2222222222222,4.71428571428571,5.49166666666667,1.525,0.088881944173156,73.7916666666667,9.60833333333333,8.75,3.83333333333333
"cowarts","10_20",1.6449048e-05,5.594589e-06,5.0494752e-06,2.45593425e-06,0.982240875,5.25987,6.136515,23.2,4.5,5,1.65,0.0282842712474619,79.2,10.26,10.54,3.4
"cowarts","20_40",4.07641586394557e-05,1.34966668571428e-05,1.15955379591837e-05,1.46816888888889e-06,1.28989123809524,9.85770539682538,16.477574047619,31.5,4.49090909090909,5.23571428571429,1.66333333333333,0.091796877216312,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143
"cowarts","40_100",0.000113433191964938,4.0578512075968e-05,4.42791694024837e-05,5.55634926126128e-07,1.67682683063064,13.6782577477478,13.5932115855856,25.6,4.425,5.06216216216216,1.70055555555556,0.108653373420044,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676
"cowee","0_10",2.5536e-06,4.97952e-06,2.5536e-06,NA,0.93632,25.8552,23.5144,6,4.6,5,1.33,0.246635757280942,67.2,20.6,12.2,20
"cowee","10_20",3.51618606352396e-06,4.85673200024247e-06,8.5267512040456e-06,NA,0.769165701395866,19.7785466073223,20.2180698652628,13.5,4.9,5.15,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"cowee","20_40",6.53376e-06,5.30868e-06,2.5154976e-05,NA,0.462808,7.35048,14.9732,21,5.2,5.3,1.64,0.215883238671701,62.8,18.6,18.6,17
"cowee","40_100",1.85318e-05,4.66284e-06,7.317072e-05,NA,1.25538,14.3472,17.934,20,5.4,5.46666666666667,1.83,0.395979797464466,78.9666666666667,9.6,11.4333333333333,18.3333333333333
"craggey","0_10",2.69306e-05,0.0001140121125,5.038857e-06,8.5044e-08,5.591643,105.31282,151.6618,2.33333333333333,4,4.525,0.76,0.10816653826392,60.075,33.2,23.625,6.75
"craggey","10_20",2.01292e-05,6.088056e-06,1.183104e-05,9.8592e-08,2.879708,50.5284,50.61056,18,4.35,4.9,1.04,0.210069553241103,71.85,20.6,7.55,21
"craggey","20_40",0,4.01838666666667e-06,1.23642666666667e-07,1.23642666666667e-07,2.65316555555556,28.9014733333333,74.1856,1,4.53333333333333,4.96666666666667,0.97,0.215883238671701,79.6666666666667,16.9,3.43333333333333,20.3333333333333
"craggey","40_100",0,4.77589874457787e-05,0,4.59221033132487e-07,18.0626939698778,143.123888659625,296.197566370454,2,4.7,5.2,1.59451747615447,0.19649269329816,68.1,23.5,8.4,20
"craven","0_10",6.4235e-05,4.80675e-06,3.306e-06,NA,0.80475,16.3125,NA,42.5,4.7,5.05,1.45,0.014142135623731,23.3,67.2,9.5,0
"craven","10_20",2.268e-06,0,3.888e-07,NA,0.405,5.508,NA,3,4.2,4.6,1.62,0.210069553241103,25.9,63.9,10.2,0
"craven","20_40",5.19333333333332e-05,8.64499999999998e-06,1.11466666666666e-05,NA,0.907777777777776,7.59999999999999,NA,16,3.96666666666667,4.56666666666667,1.58333333333333,0.153079500042734,15.0666666666667,57.7666666666667,27.1666666666667,0
"craven","40_100",6.593376e-05,6.317064e-05,0.00010747584,NA,3.23952,13.52976,NA,9.8,3.76,4.5,1.588,0.0402492235949962,15.24,38.26,46.5,0
"cullasaja","0_10",4.2121725e-05,6.90295125e-06,4.82073e-06,1.19325e-07,1.535315,29.19485,21.6376,32,4.4,4.65,0.925,0.0353553390593273,58.7,29,12.3,57
"cullasaja","10_20",3.284568e-05,5.939388e-06,3.7044e-06,8.232e-08,2.543688,33.3396,18.97476,16,4.3,4.6,0.84,0.210069553241103,55.3,23.7,21,51
"cullasaja","20_40",2.52833185185186e-05,1.34294044444445e-05,4.01891555555556e-06,1.41511111111111e-07,2.77361777777778,30.8494222222223,53.4912000000001,9.33333333333333,4.46666666666667,4.83333333333333,1.32666666666667,0.319426569548204,58.0666666666667,28.8,13.1333333333333,46.6666666666667
"cullasaja","40_100",6.97068146938776e-05,2.76536424489796e-05,2.27774380408164e-05,3.05444571428572e-07,2.56764342857143,22.8128914285715,33.3443657142858,19.4285714285714,4.78571428571429,5.34285714285714,1.54666666666667,0.185022521151706,63.9428571428571,23.8571428571429,12.2,58.8571428571429
"davidson","0_10",0.000133303782857143,2.55206584285714e-05,2.13178114285714e-05,NA,2.471337,22.35222,45.75384,53.1428571428571,5.17142857142857,5.57142857142857,1.59,0.12,47.1571428571429,23.3,29.5428571428571,1
"davidson","10_20",6.79219183809526e-05,2.20746234738096e-05,1.8112511568254e-05,NA,1.23629807579365,13.9716577722223,19.0658016507937,42.5,5,5.76666666666667,1.5096443452381,0.210069553241103,30.9333333333333,34.0333333333333,30.7,1.33333333333333
"davidson","20_40",0.000137145063333333,1.86817193333333e-05,2.4180018e-05,NA,1.6120012,14.245592,24.6798633333333,46.5,5.05,5.45,1.5725,0.0206155281280883,40.1,20.9666666666667,38.9333333333333,0.666666666666667
"davidson","40_100",0.000205948447346939,5.38603458979593e-05,0.000107881589020408,NA,2.20563278571429,15.9556414285715,21.1177607142858,35.1428571428571,5.01428571428571,5.65,1.57666666666667,0.104626319187223,27.2,16.3357142857143,56.4642857142857,0.785714285714286
"dorovan","0_10",2.63288683697206e-06,5.13412933209551e-06,2.36959815327485e-06,NA,NA,148.231528921527,NA,NA,3.2,3.2,1.3509262485482,0.246635757280942,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"dorovan","10_20",3.0192886904762e-06,5.88761294642859e-06,2.71735982142858e-06,NA,NA,169.98595327381,NA,NA,3.2,3.2,1.5096443452381,0.210069553241103,21,0.1,17.9,0
"dorovan","20_40",6.73742332672652e-06,7.42581223184858e-06,4.39397173482164e-06,NA,NA,374.659323255792,NA,NA,3.3,3.4,1.50104635443921,0.215883238671701,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"dorovan","40_100",2.48744726280097e-05,1.11935126826044e-05,1.14805258283122e-05,NA,NA,1370.00941551192,NA,NA,3.4,3.6,1.59451747615447,0.19649269329816,65.3,0.8,22.2,0
"dothan","0_10",0.00010411345928125,1.82369687359914e-05,3.129611683125e-05,1.24434000625e-05,4.19575526339286,17.4424877539063,98.8666302083333,52.58,4.60377358490566,5.24918032786885,1.405,0.346482322781408,74.3809523809524,14.13125,7.63125,1.8125
"dothan","10_20",4.6540411490515e-05,1.26235333170732e-05,9.37131655284555e-06,1.12697274444445e-05,1.31194724904215,11.3542185714286,20.0866830452675,53.0666666666667,4.80588235294118,5.43333333333333,1.65666666666667,0.124525767079214,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619
"dothan","20_40",4.90114337167481e-05,2.39283056014273e-05,1.36712408949153e-05,1.72271444610169e-05,0.996634188046387,10.4391990960452,15.6354369884032,47.175,4.80425531914894,5.4135593220339,1.778,0.0834865258589673,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814
"dothan","40_100",0.000145695362612795,4.68180252099291e-05,4.11260103703704e-05,1.40461143111111e-06,1.86965170222222,16.0095831038251,20.3548776023392,40.7272727272727,4.70135135135135,5.2,1.636,0.068677992593455,55.375,12.6240740740741,27.6231481481481,3.31481481481481
"duplin","0_10",1.93182453542393e-05,3.42459804006969e-06,3.40433414634147e-06,NA,NA,21.0069031649245,NA,NA,4.65,5.4,1.3509262485482,0.246635757280942,37.2,23.2,9.4,0
"duplin","10_20",7.00474976190478e-05,1.64853162500001e-05,9.0578660714286e-06,NA,NA,20.2292342261905,NA,NA,4.9,5.8,1.5096443452381,0.210069553241103,7.3,17.8,12,0
"duplin","20_40",4.823362285598e-05,1.52206100340136e-05,1.20083708355137e-05,NA,NA,15.1105333013547,NA,NA,4.9,5.6,1.50104635443921,0.215883238671701,52.9333333333333,21.7666666666667,24.9333333333333,0
"duplin","40_100",0.000150340219180279,6.18308319610528e-05,9.64364169578224e-05,NA,NA,18.0180474805455,NA,17,4.22857142857143,5.11428571428571,1.59451747615447,0.19649269329816,38.5,18.2857142857143,49.5714285714286,0
"edneyville","0_10",4.674e-06,1.184859e-05,2.8044e-06,NA,1.80728,51.1803,47.1295,4,4.3,4.8,0.82,0.246635757280942,32.7,38.7,28.6,5
"edneyville","10_20",3.26536e-06,1.1825268e-05,4.758096e-06,NA,0.419832,8.7465,7.5803,6,4.4,5,1.19,0.210069553241103,36.5,34.2,29.3,2
"edneyville","20_40",5.27276608178598e-06,3.50726823873464e-05,7.52247961001466e-06,NA,0.666419046447949,12.9768631901733,11.2485676411434,5.9,4.43,5.13,1.50104635443921,0.215883238671701,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"edneyville","40_100",5.12904e-06,8.85144078e-05,6.7703328e-06,NA,0.6090735,8.719368,7.565334,5.8,4.46,5.26,1.075,0.0493288286231624,66.5,24.24,9.26,0.6
"enon","0_10",7.6721675e-05,4.38686625e-06,1.033299e-05,NA,1.95489,34.90875,NA,47,4.7,5.05,1.07,0.246635757280942,60.1,29.95,9.95,27.5
"enon","10_20",5.947528e-05,4.09812e-06,1.7401248e-05,NA,0.567432,7.25052,NA,54,4.9,5.4,1.48,0.210069553241103,46.3,40.6,13.1,29
"enon","20_40",0.00029618112,2.181504e-05,0.0002684928,NA,1.566208,13.42464,NA,77.5,5.2,5.45,1.52,0.215883238671701,30.75,19.9,49.35,8
"enon","40_100",0.00155856096,6.71930617959182e-05,0.00164019986742857,NA,4.12317714285714,27.3160485714285,57.7244799999999,88,5.86,5.98571428571429,1.76333333333333,0.0873689494805411,32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857
"escambia","0_10",1.98135849787069e-06,1.58058371080139e-06,1.08074099883856e-06,NA,0.905120586527294,31.7467668408827,NA,10,4,4.36666666666667,1.3509262485482,0.246635757280942,60.7333333333333,29.2666666666667,7.6,0
"escambia","10_20",1.0189795e-05,2.967612375e-06,2.1041265e-06,NA,0.8866445,17.5343875,NA,17.6666666666667,4.025,4.4,1.33,0.210069553241103,48.525,31.9,6.7,0.5
"escambia","20_40",1.824984e-05,4.832828e-06,4.190704e-06,NA,0.439348,18.5878,NA,17,4.12,4.52,1.7,0.215883238671701,49.56,29.92,9.44,0.6
"escambia","40_100",3.42922792899408e-05,2.6907192e-05,2.27308822721893e-05,NA,0.955284923076923,21.5318189010989,NA,15.5,4.01538461538462,4.56153846153846,1.78,0.0282842712474619,57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615
"estate","0_10",0.000151979202961673,1.71229902003484e-05,3.20169520905923e-05,0,NA,36.4750087108014,26.2079692218351,74,5.35,5.75,1.3509262485482,0.246635757280942,45.975,45.375,8.65,0
"estate","10_20",8.036e-05,1.1193e-05,2.7552e-05,0,NA,9.84,13.612,45.5,4.3,5.15,1.64,0.210069553241103,37.175,47.8,15.025,0
"estate","20_40",0.00030741429338915,4.2149381632653e-05,0.000108075337519623,0,NA,15.0104635443921,11.407952293738,54.6666666666667,4.3,5.08,1.50104635443921,0.215883238671701,23.96,49.14,26.9,0
"estate","40_100",0.00116446153846154,0.000131544,0.000668802461538462,0,NA,26.1,50.808,41.5714285714286,4.07142857142857,5.13076923076923,1.74,0.19649269329816,29.3923076923077,30,40.6076923076923,0
"esto","0_10",3.03620674361208e-05,8.05345033598806e-06,8.8958493466899e-06,NA,NA,21.1014680023229,NA,NA,4.58333333333333,5.06,1.3509262485482,0.246635757280942,57.84,13.68,11.89,0
"esto","10_20",1.57757834077381e-05,8.04640436011907e-06,5.43471964285716e-06,NA,NA,12.7715911607143,NA,NA,4.36666666666667,4.92,1.5096443452381,0.210069553241103,38.78,18.04,21.58,0
"esto","20_40",4.54316696610268e-05,1.22935696428571e-05,2.70188343799058e-05,NA,NA,15.4471315747744,NA,NA,4.225,4.9,1.50104635443921,0.215883238671701,38.5363636363636,13.2272727272727,39.6,0
"esto","40_100",4.67099825367604e-05,2.93829707918365e-05,7.7748672137292e-05,NA,NA,15.7649249598925,NA,NA,3.99285714285714,4.87727272727273,1.59451747615447,0.19649269329816,44.1565217391304,8.68695652173913,53.5130434782609,0
"evard","0_10",9.14306885017422e-06,2.47624781358885e-06,2.59053617421603e-06,NA,1.76512023635308,25.1434393379791,NA,6,4.2,4.6,1.3509262485482,0.246635757280942,49.9,28.7,21.4,6
"evard","10_20",1.24531589749807e-05,1.99983082362925e-06,3.42828141193586e-06,NA,1.32589516145383,17.2146609360027,NA,8.5,4.25,4.8,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"evard","20_40",2.803584e-05,2.231424e-06,7.552512e-06,NA,1.201536,10.58496,NA,11,4.3,5,1.49,0.215883238671701,40.6,32.8,26.6,4
"evard","40_100",8.867232e-05,0,3.1169664e-05,NA,1.34352,8.50896,NA,13,4.55,5.35,1.555,0.0636396103067893,42.05,26.35,31.6,4
"evergreen","0_10",2.01854657501191e-06,5.13412933209551e-07,1.63238983892268e-06,NA,NA,36.8165342703259,NA,NA,3.9,4.46666666666667,1.3509262485482,0.246635757280942,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"evergreen","10_20",2.24645220725142e-06,5.71380235322643e-07,1.81669613282071e-06,NA,NA,40.9733348235639,NA,NA,3.9,4.46666666666667,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"evergreen","20_40",4.60320882028025e-06,1.17081615646258e-06,3.72259495900924e-06,NA,NA,83.9585260916332,NA,NA,3.9,4.46666666666667,1.50104635443921,0.215883238671701,56.1333333333333,4.9,4.2,0
"evergreen","40_100",2.00909201995463e-05,1.24372363140049e-06,9.94978905120389e-06,NA,NA,68.5642514746422,NA,NA,4.6,5.05,1.59451747615447,0.19649269329816,44.9,1.45,1.75,0
"fannin","0_10",0.000161868361666667,4.025874125e-05,3.8821132e-05,2.841125e-07,5.14433033333333,138.9310125,11.3645,41.75,4.61666666666667,5.03333333333333,1.19,0.212132034355964,40.3833333333333,29.0833333333333,21.1,4.5
"fannin","10_20",9.3692475e-06,8.36459325e-06,4.199229e-06,2.8220625e-07,0.632142,10.0465425,11.28825,14,4.5,4.85,1.305,0.0212132034355964,61.55,18.7,19.75,13.5
"fannin","20_40",4.2193548e-05,1.33824717e-05,2.7832491e-05,4.956471e-07,1.35731052,17.9830935,8.133696,23.25,4.48,5.02,1.3075,0.0590903263374528,48.36,17.68,33.96,2.8
"fannin","40_100",4.44683023923446e-05,5.55606733779905e-05,7.2532742124402e-05,1.03759372248804e-06,2.00497433593554,11.6935165550239,24.4575663157895,21.6111111111111,4.73157894736842,5.32631578947368,1.35818181818182,0.124082084268292,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737
"forestdale","0_10",0.000288579,2.606955e-05,7.22622e-05,NA,1.51525,34.4697222222222,11.6435,66.8181818181818,5.48888888888889,5.72727272727273,1.595,0.141539158303748,14.2272727272727,52.6,33.1636363636364,0
"forestdale","10_20",0.000232485229166667,2.57583066406251e-05,8.15207946428574e-05,NA,1.14732970238096,16.9834988839286,8.49174944196431,66,5.15,5.65,1.5096443452381,0.210069553241103,12.8125,52.2875,34.9,0
"forestdale","20_40",0.000496150892307692,4.016052e-05,0.000187379446153846,NA,1.92204,16.0016727272727,13.3194,59.7692307692308,5.21,5.36923076923077,1.686,0.133341666406266,9.60769230769231,52.8,37.5923076923077,0
"forestdale","40_100",0.00180465595141701,0.000170965705263158,0.00101393552550608,NA,5.28669230769232,31.5922500000001,23.7048461538462,66.4210526315789,4.91935483870968,5.11052631578947,1.70538461538462,0.08471672253412,12.1447368421053,44.3947368421053,43.4631578947368,0
"foxworth","0_10",5.68890053555298e-06,1.60985377951994e-06,9.00617499032134e-07,1.89129674796748e-07,0.108074099883856,14.3367048127178,4.7282418699187,9.33333333333333,4.18235294117647,5.01111111111111,1.3509262485482,0.246635757280942,44.8055555555556,3.75,1.8,0
"foxworth","10_20",1.4341621279762e-06,2.74755270833334e-06,7.24629285714288e-07,2.31579442559525e-05,0.634050625000002,6.83653224914968,13.4358346726191,14,4.55714285714286,5.13333333333333,1.5096443452381,0.210069553241103,78.3222222222222,3.52222222222222,1.74444444444444,0
"foxworth","20_40",5.77902846459096e-06,4.39056058673469e-07,9.45659203296702e-07,3.11279487751831e-05,0.791801951966683,14.667367234806,16.4739837399703,20.5,4.67142857142857,5.0125,1.50104635443921,0.215883238671701,58.0875,4.1625,1.8125,0
"foxworth","40_100",8.10584210526316e-06,2.21068421052632e-06,3.39255e-06,5.8131075e-05,1.157775,20.42934375,22.34775,19.5714285714286,4.70588235294118,5.035,1.795,0.00707106781186548,69.3025641025641,3.5325,2.055,0
"fuquay","0_10",3.58760442857143e-05,6.3804429e-06,6.46481828571429e-06,2.7729e-07,3.321703125,13.777846875,115.8841125,34.8461538461538,4.43,5.23809523809524,1.43,0.246635757280942,75.1590909090909,12.25,4.24090909090909,3.04545454545455
"fuquay","10_20",1.73629892307692e-05,4.23861207692308e-06,2.96977824852071e-06,5.36209961538462e-07,0.648558715384615,14.1287069230769,12.2319097802198,27.7,4.55833333333333,5.26923076923077,1.805,0.106066017177982,77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769
"fuquay","20_40",1.8192512e-05,4.63102491428572e-06,5.16918272e-06,1.3487552e-06,0.640770742857143,10.350912,9.00663771428571,35.4444444444444,4.66153846153846,5.48,1.69,0.215883238671701,65.6533333333333,11.1866666666667,5.38666666666667,7.2
"fuquay","40_100",8.08294688390677e-05,2.5218218190566e-05,2.99447184266371e-05,2.00891954716981e-07,1.74776000603774,17.7238547145466,13.5267249509434,43.1304347826087,4.47142857142857,5.15849056603774,1.704,0.045752959831396,67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208
"glenmora","0_10",0.000147396,3.8766e-06,1.73808e-05,NA,1.207,17.04,NA,96,5.3,5.6,1.42,0.246635757280942,43.3,50.9,5.8,0
"glenmora","10_20",0.000108415736958655,1.99983082362925e-06,1.45042675120363e-05,NA,0.849744965351623,12.5996667276275,NA,69,4.75,5.15,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"glenmora","20_40",0.00013915044,0,2.3800392e-05,NA,0.975942,16.37064,NA,42,4.2,4.7,1.59,0.215883238671701,35.7,52.1,12.2,1
"glenmora","40_100",0.00015189804,7.498764e-06,8.65242e-05,NA,2.355381,14.4207,NA,20,3.9,4.45,1.635,0.0353553390593273,30.15,51.2,18.65,2
"goldsboro","0_10",1.7572e-05,1.0764e-05,6.7896e-06,5.52e-07,4.6506,49.9905,151.34,20,3.6,4.54444444444444,1.38,0.246635757280942,64.5333333333333,28.7,10,0
"goldsboro","10_20",3.26636312259525e-05,8.22617280875003e-06,1.14262444288572e-05,4.35113316330954e-05,0.858776282232146,11.8270066938989,16.4222131163691,51.5,5,5.14,1.5096443452381,0.210069553241103,74.78,18.88,6.34,0.2
"goldsboro","20_40",3.84275138888889e-05,1.36791633333333e-05,5.69449333333333e-06,6.08650555555556e-07,0.6034925,10.0582083333333,9.49082222222222,27.8888888888889,4.525,5.04166666666667,1.55,0.062449979983984,61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667
"goldsboro","40_100",8.7334932096e-05,3.70833869952e-05,3.4997895936e-05,1.138630176e-06,1.81448376,11.8039810909091,13.58365824,22.6315789473684,4.25714285714286,4.808,1.668,0.0396232255123179,56.004,22.38,21.62,0.2
"greenville","0_10",0.0001823245,2.244021e-05,1.738878e-05,3.53e-07,1.6591,16.282125,30.711,83.8,4.6,5.38181818181818,1.765,0.109498858441538,64.2727272727273,17.5272727272727,20.4818181818182,0
"greenville","10_20",0.0001203956,3.03186e-05,1.768416e-05,9.633e-06,1.1999,20.787,21.7165,76,5.8,5.7,1.69,0.0707106781186548,51.3,24.32,24.38,0
"greenville","20_40",0.000370449285714286,3.41208214285714e-05,4.22755714285714e-05,0,0.835125,9.79770833333333,27.1825,79.6666666666667,5.35,5.58666666666667,1.6375,0.0747854072854935,45.08,16.9333333333333,40.22,0
"greenville","40_100",0.00142465072727273,7.4257103030303e-05,0.000111616266666667,0,1.07323333333333,10.3570769230769,37.0753333333333,71.4285714285714,4.7,5.59428571428571,1.62611111111111,0.0825433140406324,41.9485714285714,14.68,43.0828571428571,0
"guyton","0_10",0.000124818166666667,2.5113725e-05,2.81785e-05,NA,3.6022,11.039,87.7891,59.6666666666667,4.08333333333333,4.6,1.4525,0.097082439194738,29.45,54.3666666666667,15.9666666666667,0
"guyton","10_20",0.000181388,1.03272e-05,1.72782e-05,NA,1.729475,10.0955,16.79825,87,4.6,5.25,1.655,0.120208152801713,20.65,59.5,19.85,0
"guyton","20_40",0.0001258944,1.257048e-05,2.12352e-05,NA,1.55472,14.536,12.1344,63,3.9,4.82,1.58,0.0724568837309472,21.06,64.76,14.18,0
"guyton","40_100",0.000464325078,5.058647685e-05,0.0001968291738,NA,4.16710413,30.539061,21.303457875,61,4.03333333333333,4.7,1.646,0.135088448391744,19.3916666666667,57.5333333333333,23.075,0.25
"gwinnett","0_10",0.000158508679829655,1.73864208188153e-05,2.71806361207898e-05,NA,NA,NA,NA,22,NA,5.33333333333333,1.3509262485482,0.246635757280942,48.6333333333333,31,20.3666666666667,0
"gwinnett","10_20",0.000116571335189329,1.54272663537114e-05,2.4320286939374e-05,NA,NA,NA,NA,20,NA,5.41666666666667,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"gwinnett","20_40",0.000125487475231118,2.45871392857143e-05,3.92673726321297e-05,NA,NA,NA,NA,18,NA,5.5,1.50104635443921,0.215883238671701,26,35.6,38.4,0
"gwinnett","40_100",0.000199952491509771,5.8765941583673e-05,0.000131452020734174,NA,NA,NA,NA,16,NA,5.35,1.59451747615447,0.19649269329816,37.55,20.75,41.7,0
"hard labor","0_10",3.755574970964e-05,5.26861236933798e-06,7.61922404181185e-06,NA,NA,NA,NA,25,NA,4.4,1.3509262485482,0.246635757280942,75.3,17.9,6.8,0
"hard labor","10_20",2.11350208333334e-06,5.88761294642859e-07,5.43471964285716e-07,NA,NA,NA,NA,13,NA,4.2,1.5096443452381,0.210069553241103,79.9,15.3,4.8,0
"hard labor","20_40",7.80544104308389e-06,3.51244846938775e-06,1.80125562532705e-06,NA,NA,NA,NA,37,NA,4.3,1.50104635443921,0.215883238671701,75.9,18.1,6,0
"hard labor","40_100",0.000340588932906595,1.86558544710073e-05,9.01221277522506e-05,NA,NA,NA,NA,43.5,NA,5.1,1.59451747615447,0.19649269329816,36.75,14,49.25,0
"harleston","0_10",2.525952e-05,3.81444266666667e-06,7.348224e-06,NA,NA,34.9550933333333,NA,47.5,NA,5.5,1.28,0.246635757280942,67.8333333333333,27.5666666666667,4.6,0.333333333333333
"harleston","10_20",5.8408e-07,1.138956e-06,3.50448e-07,NA,NA,6.42488,NA,52.75,NA,4.7,1.49,0.210069553241103,44.5,45,10.5,2
"harleston","20_40",1.03031775e-05,4.870593e-06,8.89819875e-06,NA,NA,4.6832625,NA,58,NA,5.35,1.565,0.0494974746830584,53.45,34.9,11.65,0.25
