"soil_name","horizon","total_ca_horizon","total_k_horizon","total_mg_horizon","total_p_horizon","total_n_horizon","total.org.c","total_c_soil","base_sat","ph.cacl","ph.h2o","bulk_density","bulk_density_sd","sand","silt","clay","frag"
"cowee","0_10",0.0002554,0.000498,0,NA,9e-07,2.5855,24.6932,6,4.6,5,1.33,0.246635757280942,67.2,20.6,12.2,20
"cowee","10_20",0.0003516,0.0004857,1e-07,NA,8e-07,NA,17.074600439495,13.5,4.9,5.15,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"cowee","20_40",0.0006534,0.0005309,3e-07,NA,5e-07,0.3675,13.068267,21,5.2,5.3,1.64,0.215883238671701,62.8,18.6,18.6,17
"cowee","40_100",0.0018532,0.0004663,7e-07,NA,1.3e-06,0.2391,5.97604,20,5.4,5.46666666666667,1.83,0.395979797464466,78.9666666666667,9.6,11.4333333333333,18.3333333333333
"craggey","0_10",0.0026931,0.0114012,1e-07,0.085044,5.6e-06,NA,60.243976,2.33333333333333,4,4.525,0.76,0.10816653826392,60.075,33.2,23.625,6.75
"craggey","10_20",0.100646,0.0096887,9.5e-06,0.098592,2.9e-06,NA,50.382566,18,4.35,4.9,1.04,0.210069553241103,71.85,20.6,7.55,21
"craggey","20_40",NA,0.0083232,0,0.1236427,2.7e-06,1.4451,99.6669833333334,1,4.53333333333333,4.96666666666667,0.97,0.215883238671701,79.6666666666667,16.9,3.43333333333333,20.3333333333333
"craggey","40_100",NA,0.1224589,NA,0.459221,1.81e-05,NA,285.19104,2,4.7,5.2,1.59451747615447,0.19649269329816,68.1,23.5,8.4,20
"craven","0_10",0.0064235,0.0004807,0,NA,8e-07,NA,NA,42.5,4.7,5.05,1.45,0.014142135623731,23.3,67.2,9.5,0
"craven","10_20",0.0002268,NA,0,NA,4e-07,NA,NA,3,4.2,4.6,1.62,0.210069553241103,25.9,63.9,10.2,0
"craven","20_40",0.0051933,0.0008645,1e-07,NA,9e-07,NA,NA,16,3.96666666666667,4.56666666666667,1.58333333333333,0.153079500042734,15.0666666666667,57.7666666666667,27.1666666666667,0
"craven","40_100",0.0065934,0.0063171,1.1e-06,NA,3.2e-06,NA,NA,9.8,3.76,4.5,1.588,0.0402492235949962,15.24,38.26,46.5,0
"cullasaja","0_10",0.0940599,0.0081439,1.5e-06,0.119325,1.5e-06,NA,22.964924,32,4.4,4.65,0.925,0.0353553390593273,58.7,29,12.3,57
"cullasaja","10_20",0.0032846,0.0005939,0,0.08232,2.5e-06,NA,21.461118,16,4.3,4.6,0.84,0.210069553241103,55.3,23.7,21,51
"cullasaja","20_40",0.0801896,0.0190219,1.9e-06,0.1415111,2.8e-06,1.5425,34.8662933333333,9.33333333333333,4.46666666666667,4.83333333333333,1.32666666666667,0.319426569548204,58.0666666666667,28.8,13.1333333333333,46.6666666666667
"cullasaja","40_100",0.3009611,0.0609476,1.74e-05,0.3054446,2.6e-06,0.3802,38.4369325714285,19.4285714285714,4.78571428571429,5.34285714285714,1.54666666666667,0.185022521151706,63.9428571428571,23.8571428571429,12.2,58.8571428571429
"davidson","0_10",0.3837611,0.033536,1.09e-05,NA,2.5e-06,2.2352,34.696035,53.1428571428571,5.17142857142857,5.57142857142857,1.59,0.12,47.1571428571429,23.3,29.5428571428571,1
"davidson","10_20",0.1668754,0.0365617,9.3e-06,NA,1.2e-06,NA,19.5624426666667,42.5,5,5.76666666666667,1.5096443452381,0.210069553241103,30.9333333333333,34.0333333333333,30.7,1.33333333333333
"davidson","20_40",0.0562118,0.0092648,1.2e-06,NA,1.6e-06,0.7123,17.4450193333333,46.5,5.05,5.45,1.5725,0.0206155281280883,40.1,20.9666666666667,38.9333333333333,0.666666666666667
"davidson","40_100",0.3591896,0.0745645,3.25e-05,NA,2.2e-06,0.2659,7.932579,35.1428571428571,5.01428571428571,5.65,1.57666666666667,0.104626319187223,27.2,16.3357142857143,56.4642857142857,0.785714285714286
"dorovan","0_10",0.0002633,0.0005134,0,NA,NA,NA,NA,NA,3.2,3.2,1.3509262485482,0.246635757280942,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"dorovan","10_20",0.0003019,0.0005888,0,NA,NA,NA,NA,NA,3.2,3.2,1.5096443452381,0.210069553241103,21,0.1,17.9,0
"dorovan","20_40",0.0006737,0.0007426,0,NA,NA,NA,NA,NA,3.3,3.4,1.50104635443921,0.215883238671701,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"dorovan","40_100",0.0024874,0.0011194,1e-07,NA,NA,NA,NA,NA,3.4,3.6,1.59451747615447,0.19649269329816,65.3,0.8,22.2,0
"dothan","0_10",0.4555429,0.0388975,2.36e-05,19.9480671,4.2e-06,1.5322,46.1439029375,52.58,4.60377358490566,5.24918032786885,1.405,0.346482322781408,74.3809523809524,14.13125,7.63125,1.8125
"dothan","10_20",0.1741559,0.0259423,6e-06,12.9500592,1.3e-06,1.1354,20.7684830476191,53.0666666666667,4.80588235294118,5.43333333333333,1.65666666666667,0.124525767079214,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619
"dothan","20_40",0.1907525,0.0499965,9.6e-06,17.2271445,1e-06,0.522,13.5223517288136,47.175,4.80425531914894,5.4135593220339,1.778,0.0834865258589673,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814
"dothan","40_100",0.284773,0.0557667,1.55e-05,1.4308931,1.9e-06,0.2668,3.42487931481482,40.7272727272727,4.70135135135135,5.2,1.636,0.068677992593455,55.375,12.6240740740741,27.6231481481481,3.31481481481481
"duplin","0_10",0.0019318,0.0003425,0,NA,NA,NA,NA,NA,4.65,5.4,1.3509262485482,0.246635757280942,37.2,23.2,9.4,0
"duplin","10_20",0.0070047,0.0016485,1e-07,NA,NA,NA,NA,NA,4.9,5.8,1.5096443452381,0.210069553241103,7.3,17.8,12,0
"duplin","20_40",0.0048234,0.0015221,1e-07,NA,NA,NA,NA,NA,4.9,5.6,1.50104635443921,0.215883238671701,52.9333333333333,21.7666666666667,24.9333333333333,0
"duplin","40_100",0.015034,0.0061831,1e-06,NA,NA,NA,NA,17,4.22857142857143,5.11428571428571,1.59451747615447,0.19649269329816,38.5,18.2857142857143,49.5714285714286,0
"edneyville","0_10",0.0004674,0.0011849,0,NA,1.8e-06,NA,41.57485,4,4.3,4.8,0.82,0.246635757280942,32.7,38.7,28.6,5
"edneyville","10_20",0.0003265,0.0011825,0,NA,4e-07,0.8747,11.904452,6,4.4,5,1.19,0.210069553241103,36.5,34.2,29.3,2
"edneyville","20_40",0.0005273,0.0035073,1e-07,NA,7e-07,NA,4.20327060211778,5.9,4.43,5.13,1.50104635443921,0.215883238671701,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"edneyville","40_100",0.0005129,0.0088514,1e-07,NA,6e-07,0.1453,0.3572436,5.8,4.46,5.26,1.075,0.0493288286231624,66.5,24.24,9.26,0.6
"enon","0_10",0.0067956,0.0002874,1e-07,NA,2e-06,NA,NA,47,4.7,5.05,1.07,0.246635757280942,60.1,29.95,9.95,27.5
"enon","10_20",0.0059475,0.0004098,2e-07,NA,6e-07,NA,NA,54,4.9,5.4,1.48,0.210069553241103,46.3,40.6,13.1,29
"enon","20_40",0.0220108,0.0017452,1.1e-06,NA,1.6e-06,NA,NA,77.5,5.2,5.45,1.52,0.215883238671701,30.75,19.9,49.35,8
"enon","40_100",1.6777208,0.0273146,0.0001835,NA,4.1e-06,0.4553,NA,88,5.86,5.98571428571429,1.76333333333333,0.0873689494805411,32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857
"escambia","0_10",0.0001531,7.02e-05,0,NA,9e-07,NA,NA,10,4,4.36666666666667,1.3509262485482,0.246635757280942,60.7333333333333,29.2666666666667,7.6,0
"escambia","10_20",0.0003441,3.87e-05,0,NA,9e-07,NA,NA,17.6666666666667,4.025,4.4,1.33,0.210069553241103,48.525,31.9,6.7,0.5
"escambia","20_40",0.0001352,5.27e-05,NA,NA,4e-07,NA,NA,17,4.12,4.52,1.7,0.215883238671701,49.56,29.92,9.44,0.6
"escambia","40_100",0.0008165,0.0003821,1e-07,NA,1e-06,NA,NA,15.5,4.01538461538462,4.56153846153846,1.78,0.0282842712474619,57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615
"estate","0_10",0.4851852,0.0309227,1.9e-05,NA,NA,3.6475,NA,74,5.35,5.75,1.3509262485482,0.246635757280942,45.975,45.375,8.65,0
"estate","10_20",0.285278,0.0208198,1.81e-05,NA,NA,0.984,NA,45.5,4.3,5.15,1.64,0.210069553241103,37.175,47.8,15.025,0
"estate","20_40",1.2369823,0.0907653,7.35e-05,NA,NA,0.7505,NA,54.6666666666667,4.3,5.08,1.50104635443921,0.215883238671701,23.96,49.14,26.9,0
"estate","40_100",1.5488142,0.1675058,0.00019,NA,NA,0.435,NA,41.5714285714286,4.07142857142857,5.13076923076923,1.74,0.19649269329816,29.3923076923077,30,40.6076923076923,0
"esto","0_10",0.002429,0.0005637,1e-07,NA,NA,NA,NA,NA,4.58333333333333,5.06,1.3509262485482,0.246635757280942,57.84,13.68,11.89,0
"esto","10_20",0.0012621,0.0004828,0,NA,NA,NA,NA,NA,4.36666666666667,4.92,1.5096443452381,0.210069553241103,38.78,18.04,21.58,0
"esto","20_40",0.0037171,0.0008941,2e-07,NA,NA,NA,NA,NA,4.225,4.9,1.50104635443921,0.215883238671701,38.5363636363636,13.2272727272727,39.6,0
"esto","40_100",0.0034525,0.002044,6e-07,NA,NA,NA,NA,NA,3.99285714285714,4.87727272727273,1.59451747615447,0.19649269329816,44.1565217391304,8.68695652173913,53.5130434782609,0
"evard","0_10",0.0009143,0.0002476,0,NA,1.8e-06,NA,NA,6,4.2,4.6,1.3509262485482,0.246635757280942,49.9,28.7,21.4,6
"evard","10_20",0.0012453,2e-04,0,NA,1.3e-06,NA,NA,8.5,4.25,4.8,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"evard","20_40",0.0028036,0.0002231,1e-07,NA,1.2e-06,NA,NA,11,4.3,5,1.49,0.215883238671701,40.6,32.8,26.6,4
"evard","40_100",0.0088672,NA,3e-07,NA,1.3e-06,NA,NA,13,4.55,5.35,1.555,0.0636396103067893,42.05,26.35,31.6,4
"evergreen","0_10",0.0002019,5.13e-05,0,NA,NA,NA,NA,NA,3.9,4.46666666666667,1.3509262485482,0.246635757280942,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"evergreen","10_20",0.0002246,5.71e-05,0,NA,NA,NA,NA,NA,3.9,4.46666666666667,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"evergreen","20_40",0.0004603,0.0001171,0,NA,NA,NA,NA,NA,3.9,4.46666666666667,1.50104635443921,0.215883238671701,56.1333333333333,4.9,4.2,0
"evergreen","40_100",0.0020091,0.0001244,1e-07,NA,NA,NA,NA,NA,4.6,5.05,1.59451747615447,0.19649269329816,44.9,1.45,1.75,0
"fannin","0_10",0.0161868,0.0040259,4e-07,0.2841125,5.1e-06,NA,14.0275175,41.75,4.61666666666667,5.03333333333333,1.19,0.212132034355964,40.3833333333333,29.0833333333333,21.1,4.5
"fannin","10_20",0.0219556,0.0160237,1e-06,0.2822062,6e-07,1.0047,9.081808,14,4.5,4.85,1.305,0.0212132034355964,61.55,18.7,19.75,13.5
"fannin","20_40",0.0033755,0.0010706,2e-07,0.4956471,1.4e-06,0.8992,12.5085708,23.25,4.48,5.02,1.3075,0.0590903263374528,48.36,17.68,33.96,2.8
"fannin","40_100",0.0084178,0.0558697,1.14e-05,1.0375937,2e-06,0.1949,10.5959141052632,21.6111111111111,4.73157894736842,5.32631578947368,1.35818181818182,0.124082084268292,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737
"forestdale","0_10",0.846075,0.038976,2.74e-05,NA,1.5e-06,1.9254,11.0546,66.8181818181818,5.48888888888889,5.72727272727273,1.595,0.141539158303748,14.2272727272727,52.6,33.1636363636364,0
"forestdale","10_20",0.8369468,0.0479123,4.37e-05,NA,1.1e-06,NA,9.2337,66,5.15,5.65,1.5096443452381,0.210069553241103,12.8125,52.2875,34.9,0
"forestdale","20_40",1.6317367,0.053122,8.72e-05,NA,1.9e-06,0.8001,14.1549,59.7692307692308,5.21,5.36923076923077,1.686,0.133341666406266,9.60769230769231,52.8,37.5923076923077,0
"forestdale","40_100",6.0413699,0.2675856,0.0004834,NA,5.3e-06,0.5265,21.5731,66.4210526315789,4.91935483870968,5.11052631578947,1.70538461538462,0.08471672253412,12.1447368421053,44.3947368421053,43.4631578947368,0
"foxworth","0_10",0.0040993,0.0005216,0,0.1891297,1e-07,1.4337,16.0542,9.33333333333333,4.18235294117647,5.01111111111111,1.3509262485482,0.246635757280942,44.8055555555556,3.75,1.8,0
"foxworth","10_20",0.0024289,0.0031763,2e-07,23.1579443,6e-07,0.6837,13.4813,14,4.55714285714286,5.13333333333333,1.5096443452381,0.210069553241103,78.3222222222222,3.52222222222222,1.74444444444444,0
"foxworth","20_40",0.0086685,0.0004045,2e-07,31.1279488,8e-07,NA,20.8272,20.5,4.67142857142857,5.0125,1.50104635443921,0.215883238671701,58.0875,4.1625,1.8125,0
"foxworth","40_100",0.0158104,0.0025388,8e-07,58.131075,1.2e-06,0.3405,32.3456,19.5714285714286,4.70588235294118,5.035,1.795,0.00707106781186548,69.3025641025641,3.5325,2.055,0
"fuquay","0_10",0.1263711,0.0098797,3.9e-06,0.27729,3.3e-06,1.3778,29.5851947727273,34.8461538461538,4.43,5.23809523809524,1.43,0.246635757280942,75.1590909090909,12.25,4.24090909090909,3.04545454545455
"fuquay","10_20",0.0143854,0.0053858,6e-07,0.53621,6e-07,1.4129,11.9019136923077,27.7,4.55833333333333,5.26923076923077,1.805,0.106066017177982,77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769
"fuquay","20_40",0.0460626,0.0069495,2.6e-06,1.3487552,6e-07,0.5175,6.8470624,35.4444444444444,4.66153846153846,5.48,1.69,0.215883238671701,65.6533333333333,11.1866666666667,5.38666666666667,7.2
"fuquay","40_100",0.0532629,0.0137353,4.3e-06,0.200892,1.7e-06,0.2954,1.48831779245283,43.1304347826087,4.47142857142857,5.15849056603774,1.704,0.045752959831396,67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208
"glenmora","0_10",0.0147396,0.0003877,2e-07,NA,1.2e-06,NA,NA,96,5.3,5.6,1.42,0.246635757280942,43.3,50.9,5.8,0
"glenmora","10_20",0.0108416,2e-04,1e-07,NA,8e-07,NA,NA,69,4.75,5.15,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"glenmora","20_40",0.013915,NA,2e-07,NA,1e-06,NA,NA,42,4.2,4.7,1.59,0.215883238671701,35.7,52.1,12.2,1
"glenmora","40_100",0.0151898,0.0007499,9e-07,NA,2.4e-06,NA,NA,20,3.9,4.45,1.635,0.0353553390593273,30.15,51.2,18.65,2
"goldsboro","0_10",0.0010427,0.0009508,0,0.552,4.7e-06,3.0912,29.5668,20,3.6,4.54444444444444,1.38,0.246635757280942,64.5333333333333,28.7,10,0
"goldsboro","10_20",0.0750902,0.0105699,7e-07,0.3389906,9e-07,1.1827,15.4321738,51.5,5,5.14,1.5096443452381,0.210069553241103,74.78,18.88,6.34,0.2
"goldsboro","20_40",0.069871,0.0085949,1.6e-06,0.1547417,6e-07,0.5029,12.2958726666667,27.8888888888889,4.525,5.04166666666667,1.55,0.062449979983984,61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667
"goldsboro","40_100",0.0838351,0.0142592,2.1e-06,NA,1.8e-06,0.1967,4.5331156,22.6315789473684,4.25714285714286,4.808,1.668,0.0396232255123179,56.004,22.38,21.62,0.2
"greenville","0_10",0.0310127,0.0054717,6e-07,0.353,1.7e-06,1.6282,32.0804,83.8,4.6,5.38181818181818,1.765,0.109498858441538,64.2727272727273,17.5272727272727,20.4818181818182,0
"greenville","10_20",0.0111202,0.0023991,2e-07,9.633,1.2e-06,NA,25.2346,76,5.8,5.7,1.69,0.0707106781186548,51.3,24.32,24.38,0
"greenville","20_40",0.0792288,0.0095868,3.4e-06,NA,8e-07,0.4899,35.4635,79.6666666666667,5.35,5.58666666666667,1.6375,0.0747854072854935,45.08,16.9333333333333,40.22,0
"greenville","40_100",0.215154,0.0134447,4.4e-06,NA,1.1e-06,0.1726,43.921,71.4285714285714,4.7,5.59428571428571,1.62611111111111,0.0825433140406324,41.9485714285714,14.68,43.0828571428571,0
"guyton","0_10",0.1866172,0.0122823,5.5e-06,NA,3.6e-06,1.1039,26.0771,59.6666666666667,4.08333333333333,4.6,1.4525,0.097082439194738,29.45,54.3666666666667,15.9666666666667,0
"guyton","10_20",0.90694,0.02648,1.44e-05,NA,1.7e-06,NA,16.655,87,4.6,5.25,1.655,0.120208152801713,20.65,59.5,19.85,0
"guyton","20_40",0.4733933,0.011582,6.8e-06,NA,1.6e-06,NA,17.4311,63,3.9,4.82,1.58,0.0724568837309472,21.06,64.76,14.18,0
"guyton","40_100",1.5822682,0.0626502,7.32e-05,NA,4.2e-06,0.509,11.16591525,61,4.03333333333333,4.7,1.646,0.135088448391744,19.3916666666667,57.5333333333333,23.075,0.25
"gwinnett","0_10",NA,NA,NA,NA,NA,NA,NA,22,NA,5.33333333333333,1.3509262485482,0.246635757280942,48.6333333333333,31,20.3666666666667,0
"gwinnett","10_20",NA,NA,NA,NA,NA,NA,NA,20,NA,5.41666666666667,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"gwinnett","20_40",NA,NA,NA,NA,NA,NA,NA,18,NA,5.5,1.50104635443921,0.215883238671701,26,35.6,38.4,0
"gwinnett","40_100",NA,NA,NA,NA,NA,NA,NA,16,NA,5.35,1.59451747615447,0.19649269329816,37.55,20.75,41.7,0
"hard labor","0_10",NA,NA,NA,NA,NA,NA,NA,25,NA,4.4,1.3509262485482,0.246635757280942,75.3,17.9,6.8,0
"hard labor","10_20",NA,NA,NA,NA,NA,NA,NA,13,NA,4.2,1.5096443452381,0.210069553241103,79.9,15.3,4.8,0
"hard labor","20_40",NA,NA,NA,NA,NA,NA,NA,37,NA,4.3,1.50104635443921,0.215883238671701,75.9,18.1,6,0
"hard labor","40_100",NA,NA,NA,NA,NA,NA,NA,43.5,NA,5.1,1.59451747615447,0.19649269329816,36.75,14,49.25,0
"harleston","0_10",NA,NA,NA,NA,NA,NA,NA,47.5,NA,5.5,1.28,0.246635757280942,67.8333333333333,27.5666666666667,4.6,0.333333333333333
"harleston","10_20",NA,NA,NA,NA,NA,NA,NA,52.75,NA,4.7,1.49,0.210069553241103,44.5,45,10.5,2
"harleston","20_40",NA,NA,NA,NA,NA,NA,NA,58,NA,5.35,1.565,0.0494974746830584,53.45,34.9,11.65,0.25
"harleston","40_100",NA,NA,NA,NA,NA,NA,NA,37.6,NA,5.0125,1.7,0.03,55.775,27.2375,16.9875,0.375
"helena","0_10",0.0012834,0.0004215,1e-07,NA,6e-07,1.3239,5.7616,NA,5.6,5.7,1.3509262485482,0.246635757280942,76.75,32.45,11.3,0
"helena","10_20",0.0008864,0.0003571,1e-07,NA,6e-07,NA,4.36210719878606,NA,4.9,5.275,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"helena","20_40",0.0007805,0.0005269,0,NA,1.1e-06,0.1351,6.242,NA,4.2,4.85,1.50104635443921,0.215883238671701,27.4,31.6,17.75,0
"helena","40_100",0.0049749,0.004664,6e-07,NA,4.3e-06,0.2764,7.5179,NA,3.9,4.75,1.59451747615447,0.19649269329816,21.875,20.575,48.175,0
"hemphill","0_10",0.0333455,0.0010782,6e-07,NA,3.5e-06,NA,NA,63.5,5.25,5.7,1.3509262485482,0.246635757280942,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"hemphill","10_20",0.0387549,0.0012531,7e-07,NA,4e-06,NA,NA,63.5,5.25,5.7,1.53,0.15556349186104,26.3,37.2,36.5,0
"hemphill","20_40",0.0912496,0.0012792,1.8e-06,NA,4.3e-06,NA,NA,64,4.8,5.5,1.64,0.215883238671701,8.8,33.8,57.4,0
"hemphill","40_100",0.0919096,0.0010219,2.8e-06,NA,8.1e-06,NA,NA,60.5714285714286,4.85714285714286,5.47142857142857,1.45571428571429,0.11355720186425,35.5857142857143,35.3142857142857,29.1,0
"hiwassee","0_10",0.0086263,0.0023509,2e-07,3.47578,2e-06,1.932,18.8776043076923,69.1111111111111,4.9,5.28461538461538,1.60333333333333,0.159457413332421,31.3769230769231,29.2,39.4230769230769,1.46153846153846
"hiwassee","10_20",0.008085,0.0025294,1e-07,1.7506912,1.1e-06,1.313,13.02535575,69.5,5.4,5.9,1.645,0.0881286937760152,57.1,22.525,20.375,3.25
"hiwassee","20_40",0.0150291,0.0036675,4e-07,NA,2.3e-06,1.0302,15.9270245333333,58.6923076923077,4.99285714285714,5.48,1.625,0.0808879295250975,23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333
"hiwassee","40_100",0.0231586,0.0022664,7e-07,NA,3.9e-06,0.1949,13.7079200769231,43.5,4.70434782608696,5.14,1.56769230769231,0.0953199739608516,22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846
"hurricane","0_10",0.0038892,0.0008247,2e-07,40.9465746,1e-06,1.3652,NA,15,4.22631578947368,4.78421052631579,1.3509262485482,0.246635757280942,46.3666666666667,3.52631578947368,1.56315789473684,0
"hurricane","10_20",0.0001768,3.36e-05,0,45.4201662,8e-07,NA,NA,10.75,4.44285714285714,4.95714285714286,1.5096443452381,0.210069553241103,62.3428571428571,3.44285714285714,1.3,0
"hurricane","20_40",0.0005458,8.52e-05,0,89.6524953,1e-06,NA,NA,6.5,4.73636363636364,5.23636363636364,1.50104635443921,0.215883238671701,56.68,4.65454545454545,1.80909090909091,0
"hurricane","40_100",0.0007164,0.0002169,4e-07,283.568988,1.5e-06,0.2333,NA,18.8333333333333,4.73255813953488,5.03255813953488,1.59451747615447,0.19649269329816,51.8738095238095,3.25581395348837,1.62790697674419,0
"kingsferry","0_10",8.11e-05,0.0001054,0,NA,NA,NA,NA,NA,3.7,4.2,1.3509262485482,0.246635757280942,46.6,4.3,1.1,0
"kingsferry","10_20",0.000151,5.89e-05,0,NA,NA,NA,NA,NA,4.1,4.4,1.5096443452381,0.210069553241103,55.8,3.6,1.3,0
"kingsferry","20_40",0.0003603,0.0001171,0,NA,NA,NA,NA,NA,4.5,4.7,1.50104635443921,0.215883238671701,32.4,5.5,1.4,0
"kingsferry","40_100",0.0005358,7.46e-05,0,NA,NA,NA,NA,NA,4.48,4.96,1.59451747615447,0.19649269329816,67.22,4.6,2.52,0
"kinston","0_10",0.0176971,0.0022655,2e-07,NA,NA,NA,NA,NA,4.1,4.5,1.3509262485482,0.246635757280942,1.3,40.6,46.3,0
"kinston","10_20",0.0244562,0.0014719,3e-07,NA,NA,NA,NA,NA,4.5,5.2,1.5096443452381,0.210069553241103,21.1,33.7,29.3,0
"kinston","20_40",0.0460928,0.002599,6e-07,NA,NA,NA,NA,NA,4.575,5.25,1.50104635443921,0.215883238671701,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"kinston","40_100",0.1460897,0.0076489,2e-06,NA,NA,NA,NA,NA,4.65,5.3,1.59451747615447,0.19649269329816,41.05,34.15,32.7,0
"kolin","0_10",0.14063,0.0337445,2e-06,NA,8e-07,NA,NA,35,4.53333333333333,5.13333333333333,1.435,0.0494974746830584,33.9333333333333,57.8666666666667,8.2,0
"kolin","10_20",0.1875627,0.0543555,3.2e-06,NA,6e-07,NA,NA,61,4.6,5.3,1.53,0.210069553241103,23.1,64.6,12.3,0
"kolin","20_40",0.3597185,0.0312173,4.4e-06,NA,8e-07,NA,NA,46,4.4,5.16666666666667,1.56,0.215883238671701,26.8666666666667,57.1333333333333,16,0.333333333333333
"kolin","40_100",2.5490213,0.1232217,8.94e-05,NA,4e-06,0.3495,NA,41.3636363636364,4.2,5.25454545454545,1.706,0.105261578935526,20.1545454545455,51.7818181818182,28.0636363636364,0.545454545454545
"lakeland","0_10",0.0031697,0.0004425,0,0.2701852,2e-07,1.1475,9.986,1,4.55333333333333,5.08947368421053,1.3509262485482,0.246635757280942,65.7052631578947,4.18421052631579,2.32631578947368,0
"lakeland","10_20",0.0007936,0.0002523,0,0.3321218,3e-07,NA,7.7826,2,4.8,5.48571428571429,1.5096443452381,0.210069553241103,42.3857142857143,5.55714285714286,2.45714285714286,0
"lakeland","20_40",0.0014877,0.0003382,0,0.7205023,9e-07,NA,10.7926,3,5.12,5.53333333333333,1.50104635443921,0.215883238671701,63.5625,4.87777777777778,3.25555555555556,0
"lakeland","40_100",0.0020835,0.0016464,1e-07,2.4874473,3.4e-06,0.2083,12.9556,4,4.67352941176471,5.09555555555556,1.59451747615447,0.19649269329816,75.0088888888889,4.51333333333333,3.22888888888889,0
"latonia","0_10",0.0067569,0.0001166,1e-07,NA,1.5e-06,NA,NA,60,4.6,4.8,1.51,0.246635757280942,58.7,36,5.3,1
"latonia","10_20",0.0065196,5.71e-05,1e-07,NA,9e-07,NA,NA,67,4.825,5.275,1.5096443452381,0.210069553241103,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"latonia","20_40",0.0138408,NA,2e-07,NA,6e-07,NA,NA,74,5.05,5.75,1.58,0,52.95,35.9,11.15,0
"latonia","40_100",0.0227953,NA,1.3e-06,NA,1.3e-06,NA,NA,43.6666666666667,4.2,4.9,1.65333333333333,0.0305505046330388,51.3666666666667,32.7333333333333,15.9,0.666666666666667
"leadvale","0_10",0.0053559,0.0008065,1e-07,3.3773156,NA,NA,NA,55,NA,5.3,1.3509262485482,0.246635757280942,23.6461538461538,63.9,12.4615384615385,0
"leadvale","10_20",0.0036735,0.0007654,1e-07,0.7548222,NA,NA,NA,41.5,NA,5.26666666666667,1.5096443452381,0.210069553241103,21.3333333333333,63.6666666666667,15,0
"leadvale","20_40",0.0070649,0.0008976,2e-07,4.0828461,NA,NA,NA,28,NA,4.85,1.50104635443921,0.215883238671701,15.575,62.75,21.6833333333333,0
"leadvale","40_100",0.0154063,0.0047991,1.4e-06,9.8328578,NA,NA,NA,19.5,NA,4.99655172413793,1.59451747615447,0.19649269329816,16.4655172413793,55.3344827586207,28.2034482758621,0
"leefield","0_10",0.0020759,0.0003161,0,NA,NA,NA,NA,NA,4.35,4.88333333333333,1.3509262485482,0.246635757280942,38.7666666666667,8.31666666666667,5.63333333333333,0
"leefield","10_20",0.0068538,0.0004592,1e-07,NA,NA,NA,NA,NA,5.04,5.56,1.5096443452381,0.210069553241103,56.58,7.98,5.02,0
"leefield","20_40",0.0010808,0.000161,0,NA,NA,NA,NA,NA,4.575,5,1.50104635443921,0.215883238671701,33.8571428571429,10.7875,5.25,0
"leefield","40_100",0.0060485,0.0013992,2e-07,NA,1.7e-06,0.1585,NA,30,4.45833333333333,4.90555555555556,1.59451747615447,0.19649269329816,52.0571428571429,8.46111111111111,11.4777777777778,0
"lenoir","0_10",1.71456,0.03525,3.74e-05,NA,3.2e-06,NA,0.0058,57,5.35,5.5,1.41,0,14.0333333333333,52.6333333333333,33.3333333333333,0
"lenoir","10_20",3.31177,0.0322,3.65e-05,NA,2.8e-06,NA,0,95,5.9,6.7,1.61,0.210069553241103,6,45.2,48.8,0
"lenoir","20_40",2.26674,0.06027,4.1e-05,NA,2.8e-06,NA,0,25,4.8,5.25,1.47,0.215883238671701,16.5,48.55,34.95,0
"lenoir","40_100",7.6002531,0.2521954,8.65e-05,NA,1e-05,NA,0,21.75,4.36,5.01428571428571,1.486,0.0702139587261679,7.74285714285714,46.4714285714286,45.7857142857143,0
