"soil_name","horizon","ca_per","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","ca_g_m2","total_ca_horizon"
"chandler","20_40",0.011,1.50104635443921,0.215883238671701,0,44.2,18.4,37.4,10,0.0148603589089482,0.29721
"chandler","40_100",0.0095,2.07666666666667,0.271538824725551,3,80.75,10.1,9.15,21.75,0.0154374208333334,0.92625
"chestnut","0_10",0.476266666666667,1.3509262485482,0.246635757280942,0,34.7,48.6,14.6333333333333,3,0.624099107069299,6.24099
"chestnut","10_20",0.239583333333333,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.351008157383034,3.51008
"chestnut","20_40",0.0029,1.13,0.215883238671701,1,42.05,37.05,20.9,10,0.0029493,0.05899
"chestnut","40_100",0.00213333333333333,1.45,0.0989949493661167,2,65,29.3,5.7,1.66666666666667,0.00304177777777778,0.18251
"chewacla","0_10",3.39214285714286,1.355,0.190918830920368,2,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,4.53725759693878,45.37258
"chewacla","10_20",4.49,1.5096443452381,0.210069553241103,0,12.45,41,46.55,0.5,6.74441159456847,67.44412
"chewacla","20_40",0.3132,1.48,0.0692820323027551,3,11.45,48.925,39.625,3.5,0.44731224,8.94624
"chewacla","40_100",1.96107142857143,1.53333333333333,0.118462370959446,3,15.65,46.3285714285714,38.0214285714286,0.5,2.9919413095238,179.51648
"clarksville","0_10",2.80032189349112,1.3509262485482,0.246635757280942,0,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,3.74766039294351,37.4766
"clarksville","10_20",0.687298039215686,1.5096443452381,0.210069553241103,0,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,1.03513424404603,10.35134
"clarksville","20_40",0.654918032786885,1.50104635443921,0.215883238671701,0,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,0.970706897435658,19.41414
"clarksville","40_100",0.833494140625,2.04,0.0916515138991169,3,26.1935546875,46.393359375,27.41328125,1.05078125,1.68246131856995,100.94768
"clebit","0_10",0.0972,1.48,0.246635757280942,1,57.1,28.5,14.4,10,0.1294704,1.2947
"clebit","10_20",0.0722,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.105778597411012,1.05779
"clebit","20_40",0.0472,1.51,0.215883238671701,1,56.5,30,13.5,14,0.06129392,1.22588
"clebit","40_100",0.0472,1.59451747615447,0.19649269329816,0,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,0.0727847327884206,4.36708
"clifton","0_10",1.1783,1.29857142857143,0.108386433872598,7,36.05,35.75,28.2,11.375,1.35605707553572,13.56057
"clifton","10_20",0.0866,1.53,0.0916515138991168,3,27.4666666666667,37.0666666666667,35.4666666666667,2,0.12984804,1.29848
"clifton","20_40",0.37645,1.47166666666667,0.0820771994324043,6,28.0125,31.425,40.5625,5.75,0.522153403958335,10.44307
"clifton","40_100",0.304672727272727,1.3935,0.106389304963076,20,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.401403548429752,24.08421
"congaree","0_10",0.42,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.552906235764132,5.52906
"congaree","10_20",0.42,1.5096443452381,0.210069553241103,0,53.2,29,17.8,0,0.634050625000002,6.34051
"congaree","20_40",0.97575,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,1.42913930675074,28.58279
"congaree","40_100",1.5315,1.59451747615447,0.19649269329816,0,43.05,35.725,21.225,0,2.44200351473057,146.52021
"cowarts","0_10",0.713483333333333,1.525,0.088881944173156,4,73.7916666666667,9.60833333333333,8.75,3.83333333333333,1.04635303680556,10.46353
"cowarts","10_20",0.00356,1.65,0.0282842712474619,2,79.2,10.26,10.54,3.4,0.005674284,0.05674
"cowarts","20_40",0.278928571428571,1.66333333333333,0.091796877216312,6,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,0.438765268707482,8.77531
"cowarts","40_100",0.18352972972973,1.70055555555556,0.108653373420044,18,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,0.303498594703353,18.20992
"cowee","0_10",0.0024,1.33,0.246635757280942,1,67.2,20.6,12.2,20,0.0025536,0.02554
"cowee","10_20",0.0024,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00351618606352396,0.03516
"cowee","20_40",0.0024,1.64,0.215883238671701,1,62.8,18.6,18.6,17,0.00326688,0.06534
"cowee","40_100",0.00206666666666667,1.83,0.395979797464466,2,78.9666666666667,9.6,11.4333333333333,18.3333333333333,0.00308863333333333,0.18532
"craggey","0_10",0.038,0.76,0.10816653826392,3,60.075,33.2,23.625,6.75,0.0269306,0.26931
"craggey","10_20",1.225,1.04,0.210069553241103,1,71.85,20.6,7.55,21,1.00646,10.0646
"craggey","20_40",0,0.97,0.215883238671701,1,79.6666666666667,16.9,3.43333333333333,20.3333333333333,0,NA
"craggey","40_100",0,1.59451747615447,0.19649269329816,0,68.1,23.5,8.4,20,0,NA
"craven","0_10",0.0443,1.45,0.014142135623731,2,23.3,67.2,9.5,0,0.064235,0.64235
"craven","10_20",0.0014,1.62,0.210069553241103,1,25.9,63.9,10.2,0,0.002268,0.02268
"craven","20_40",0.0164,1.58333333333333,0.153079500042734,3,15.0666666666667,57.7666666666667,27.1666666666667,0,0.0259666666666666,0.51933
"craven","40_100",0.00692,1.588,0.0402492235949962,5,15.24,38.26,46.5,0,0.01098896,0.65934
"cullasaja","0_10",2.3648,0.925,0.0353553390593273,2,58.7,29,12.3,57,0.9405992,9.40599
"cullasaja","10_20",0.0798,0.84,0.210069553241103,1,55.3,23.7,21,51,0.03284568,0.32846
"cullasaja","20_40",0.566666666666667,1.32666666666667,0.319426569548204,3,58.0666666666667,28.8,13.1333333333333,46.6666666666667,0.400948148148149,8.01896
"cullasaja","40_100",0.788257142857143,1.54666666666667,0.185022521151706,3,63.9428571428571,23.8571428571429,12.2,58.8571428571429,0.50160180244898,30.09611
"davidson","0_10",2.43797142857143,1.59,0.12,3,47.1571428571429,23.3,29.5428571428571,1,3.83761082571429,38.37611
"davidson","10_20",1.12033333333333,1.5096443452381,0.210069553241103,0,30.9333333333333,34.0333333333333,30.7,1.33333333333333,1.66875414969577,16.68754
"davidson","20_40",0.179933333333333,1.5725,0.0206155281280883,4,40.1,20.9666666666667,38.9333333333333,0.666666666666667,0.281058865555556,5.62118
"davidson","40_100",0.3827,1.57666666666667,0.104626319187223,6,27.2,16.3357142857143,56.4642857142857,0.785714285714286,0.598649409285716,35.91896
"dorovan","0_10",0.002,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.00263288683697206,0.02633
"dorovan","10_20",0.002,1.5096443452381,0.210069553241103,0,21,0.1,17.9,0,0.0030192886904762,0.03019
"dorovan","20_40",0.0023,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.00336871166336326,0.06737
"dorovan","40_100",0.0026,1.59451747615447,0.19649269329816,0,65.3,0.8,22.2,0,0.00414574543800162,0.24874
"dothan","0_10",3.30215,1.405,0.346482322781408,2,74.3809523809524,14.13125,7.63125,1.8125,4.55542943640625,45.55429
"dothan","10_20",1.07478571428571,1.65666666666667,0.124525767079214,6,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619,1.74155888730159,17.41559
"dothan","20_40",0.552532203389831,1.778,0.0834865258589673,5,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814,0.95376273418443,19.07525
"dothan","40_100",0.300057407407407,1.636,0.068677992593455,25,55.375,12.6240740740741,27.6231481481481,3.31481481481481,0.474621694182442,28.4773
"duplin","0_10",0.0143,1.3509262485482,0.246635757280942,0,37.2,23.2,9.4,0,0.0193182453542393,0.19318
"duplin","10_20",0.0464,1.5096443452381,0.210069553241103,0,7.3,17.8,12,0,0.0700474976190478,0.70047
"duplin","20_40",0.0160666666666667,1.50104635443921,0.215883238671701,0,52.9333333333333,21.7666666666667,24.9333333333333,0,0.02411681142799,0.48234
"duplin","40_100",0.0157142857142857,1.59451747615447,0.19649269329816,0,38.5,18.2857142857143,49.5714285714286,0,0.0250567031967131,1.5034
"edneyville","0_10",0.006,0.82,0.246635757280942,1,32.7,38.7,28.6,5,0.004674,0.04674
"edneyville","10_20",0.0028,1.19,0.210069553241103,1,36.5,34.2,29.3,2,0.00326536,0.03265
"edneyville","20_40",0.0018,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.00263638304089299,0.05273
"edneyville","40_100",8e-04,1.075,0.0493288286231624,4,66.5,24.24,9.26,0.6,0.00085484,0.05129
"enon","0_10",0.0876,1.07,0.246635757280942,1,60.1,29.95,9.95,27.5,0.0679557,0.67956
"enon","10_20",0.0566,1.48,0.210069553241103,1,46.3,40.6,13.1,29,0.05947528,0.59475
"enon","20_40",0.0787,1.52,0.215883238671701,1,30.75,19.9,49.35,8,0.11005408,2.20108
"enon","40_100",1.6276,1.76333333333333,0.0873689494805411,3,32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857,2.79620129904761,167.77208
"escambia","0_10",0.00113333333333333,1.3509262485482,0.246635757280942,0,60.7333333333333,29.2666666666667,7.6,0,0.00153104974835463,0.01531
"escambia","10_20",0.0026,1.33,0.210069553241103,1,48.525,31.9,6.7,0.5,0.00344071,0.03441
"escambia","20_40",4e-04,1.7,0.215883238671701,1,49.56,29.92,9.44,0.6,0.00067592,0.01352
"escambia","40_100",0.000769230769230769,1.78,0.0282842712474619,2,57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615,0.00136080473372781,0.08165
"estate","0_10",3.5915,1.3509262485482,0.246635757280942,0,45.975,45.375,8.65,0,4.85185162166086,48.51852
"estate","10_20",1.7395,1.64,0.210069553241103,1,37.175,47.8,15.025,0,2.85278,28.5278
"estate","20_40",4.1204,1.50104635443921,0.215883238671701,0,23.96,49.14,26.9,0,6.18491139883132,123.69823
"estate","40_100",1.48353846153846,1.74,0.19649269329816,1,29.3923076923077,30,40.6076923076923,0,2.58135692307692,154.88142
"esto","0_10",0.01798,1.3509262485482,0.246635757280942,0,57.84,13.68,11.89,0,0.0242896539488966,0.2429
"esto","10_20",0.00836,1.5096443452381,0.210069553241103,0,38.78,18.04,21.58,0,0.0126206267261905,0.12621
"esto","20_40",0.0123818181818182,1.50104635443921,0.215883238671701,0,38.5363636363636,13.2272727272727,39.6,0,0.0185856830431473,0.37171
"esto","40_100",0.00360869565217391,1.59451747615447,0.19649269329816,0,44.1565217391304,8.68695652173913,53.5130434782609,0,0.00575412828351396,0.34525
"evard","0_10",0.0072,1.3509262485482,0.246635757280942,0,49.9,28.7,21.4,6,0.00914306885017422,0.09143
"evard","10_20",0.0085,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0124531589749807,0.12453
"evard","20_40",0.0098,1.49,0.215883238671701,1,40.6,32.8,26.6,4,0.01401792,0.28036
"evard","40_100",0.0099,1.555,0.0636396103067893,2,42.05,26.35,31.6,4,0.01477872,0.88672
"evergreen","0_10",0.00153333333333333,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.00201854657501191,0.02019
"evergreen","10_20",0.00153333333333333,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00224645220725142,0.02246
"evergreen","20_40",0.00153333333333333,1.50104635443921,0.215883238671701,0,56.1333333333333,4.9,4.2,0,0.00230160441014012,0.04603
"evergreen","40_100",0.0021,1.59451747615447,0.19649269329816,0,44.9,1.45,1.75,0,0.00334848669992439,0.20091
"fannin","0_10",0.142433333333333,1.19,0.212132034355964,2,40.3833333333333,29.0833333333333,21.1,4.5,0.161868361666667,1.61868
"fannin","10_20",0.1945,1.305,0.0212132034355964,2,61.55,18.7,19.75,13.5,0.2195564625,2.19556
"fannin","20_40",0.01328,1.3075,0.0590903263374528,4,48.36,17.68,33.96,2.8,0.0168774192,0.33755
"fannin","40_100",0.0113578947368421,1.35818181818182,0.124082084268292,11,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,0.0140296193805087,0.84178
"forestdale","0_10",5.30454545454545,1.595,0.141539158303748,4,14.2272727272727,52.6,33.1636363636364,0,8.46075,84.6075
"forestdale","10_20",5.544,1.5096443452381,0.210069553241103,0,12.8125,52.2875,34.9,0,8.36946825000003,83.69468
"forestdale","20_40",4.83907692307692,1.686,0.133341666406266,5,9.60769230769231,52.8,37.5923076923077,0,8.15868369230769,163.17367
