"soil_name","horizon","sand","silt","clay","frag","bulk_density","bulk_density_sd","n","n_per","n_g_m2","total_n_horizon"
"cecil","0_10",58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,1.58571428571429,0.13226956602045,7,0.193060606060606,2.87367808954205e-05,0.00029
"cecil","10_20",53.74,20.095,29.655,5.6,1.64666666666667,0.102143689640297,3,0.0673333333333333,1.04666524444445e-05,1e-04
"cecil","20_40",46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,1.59083333333333,0.124568953766275,12,0.0398181818181818,6.00391818181817e-06,0.00012
"cecil","40_100",35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,1.498,0.097689087900015,20,0.0298965517241379,4.37524906321839e-06,0.00026
"chandler","0_10",40.35,22.05,29.3,22,1.3509262485482,0.246635757280942,0,0.2475,2.6079631228223e-05,0.00026
"chandler","10_20",65,22,13,47,1.62,0.210069553241103,1,0.05,4.293e-06,4e-05
"chandler","20_40",44.2,18.4,37.4,10,1.50104635443921,0.215883238671701,0,0.049,6.61961442307692e-06,0.00013
"chandler","40_100",80.75,10.1,9.15,21.75,2.07666666666667,0.271538824725551,3,0.0236666666666667,3.84581361111112e-06,0.00023
"chestnut","0_10",34.7,48.6,14.6333333333333,3,1.3509262485482,0.246635757280942,0,1.325,0.000173627796094657,0.00174
"chestnut","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.6975,0.000102189157471165,0.00102
"chestnut","20_40",42.05,37.05,20.9,10,1.13,0.215883238671701,1,0.07,7.119e-06,0.00014
"chestnut","40_100",65,29.3,5.7,1.66666666666667,1.45,0.0989949493661167,2,0.07,9.98083333333333e-06,6e-04
"chewacla","0_10",13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,1.355,0.190918830920368,2,0.4114,5.50279824285714e-05,0.00055
"chewacla","10_20",12.45,41,46.55,0.5,1.5096443452381,0.210069553241103,0,0.143,2.14799745662203e-05,0.00021
"chewacla","20_40",11.45,48.925,39.625,3.5,1.48,0.0692820323027551,3,0.105,1.49961e-05,3e-04
"chewacla","40_100",15.65,46.3285714285714,38.0214285714286,0.5,1.53333333333333,0.118462370959446,3,0.0743,1.13357033333333e-05,0.00068
"clarksville","0_10",26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,1.3509262485482,0.246635757280942,0,0.1765,2.36209294685724e-05,0.00024
"clarksville","10_20",24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,1.5096443452381,0.210069553241103,0,0.08,1.20487379271709e-05,0.00012
"clarksville","20_40",24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,1.50104635443921,0.215883238671701,0,0.041,6.07694105253212e-06,0.00012
"clarksville","40_100",26.1935546875,46.393359375,27.41328125,1.05078125,2.04,0.0916515138991169,3,0.0543333333333333,1.096753140625e-05,0.00066
"clebit","0_10",57.1,28.5,14.4,10,1.48,0.246635757280942,1,NA,NA,NA
"clebit","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA
"clebit","20_40",56.5,30,13.5,14,1.51,0.215883238671701,1,NA,NA,NA
"clebit","40_100",47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,1.59451747615447,0.19649269329816,0,NA,NA,NA
"clifton","0_10",36.05,35.75,28.2,11.375,1.29857142857143,0.108386433872598,7,0.230875,2.65704555133929e-05,0.00027
"clifton","10_20",27.4666666666667,37.0666666666667,35.4666666666667,2,1.53,0.0916515138991168,3,0.0675,1.012095e-05,1e-04
"clifton","20_40",28.0125,31.425,40.5625,5.75,1.47166666666667,0.0820771994324043,6,0.0555,7.69810437500002e-06,0.00015
"clifton","40_100",38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,1.3935,0.106389304963076,20,0.0346470588235294,4.5647185026738e-06,0.00027
"congaree","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA
"congaree","10_20",53.2,29,17.8,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"congaree","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,1.50104635443921,0.215883238671701,0,NA,NA,NA
"congaree","40_100",43.05,35.725,21.225,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"cowarts","0_10",73.7916666666667,9.60833333333333,8.75,3.83333333333333,1.525,0.088881944173156,4,0.08225,1.20623052083333e-05,0.00012
"cowarts","10_20",79.2,10.26,10.54,3.4,1.65,0.0282842712474619,2,0.061625,9.82240875e-06,1e-04
"cowarts","20_40",65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,1.66333333333333,0.091796877216312,6,0.041,6.44945619047618e-06,0.00013
"cowarts","40_100",61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,1.70055555555556,0.108653373420044,18,0.0169,2.79471138438439e-06,0.00017
"cowee","0_10",67.2,20.6,12.2,20,1.33,0.246635757280942,1,0.088,9.3632e-06,9e-05
"cowee","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.0525,7.69165701395866e-06,8e-05
"cowee","20_40",62.8,18.6,18.6,17,1.64,0.215883238671701,1,0.017,2.31404e-06,5e-05
"cowee","40_100",78.9666666666667,9.6,11.4333333333333,18.3333333333333,1.83,0.395979797464466,2,0.014,2.0923e-06,0.00013
"craggey","0_10",60.075,33.2,23.625,6.75,0.76,0.10816653826392,3,0.789,5.591643e-05,0.00056
"craggey","10_20",71.85,20.6,7.55,21,1.04,0.210069553241103,1,0.3505,2.879708e-05,0.00029
"craggey","20_40",79.6666666666667,16.9,3.43333333333333,20.3333333333333,0.97,0.215883238671701,1,0.171666666666667,1.32658277777778e-05,0.00027
"craggey","40_100",68.1,23.5,8.4,20,1.59451747615447,0.19649269329816,0,0.236,3.01044899497964e-05,0.00181
"craven","0_10",23.3,67.2,9.5,0,1.45,0.014142135623731,2,0.0555,8.0475e-06,8e-05
"craven","10_20",25.9,63.9,10.2,0,1.62,0.210069553241103,1,0.025,4.05e-06,4e-05
"craven","20_40",15.0666666666667,57.7666666666667,27.1666666666667,0,1.58333333333333,0.153079500042734,3,0.0286666666666667,4.53888888888888e-06,9e-05
"craven","40_100",15.24,38.26,46.5,0,1.588,0.0402492235949962,5,0.034,5.3992e-06,0.00032
"cullasaja","0_10",58.7,29,12.3,57,0.925,0.0353553390593273,2,0.386,1.535315e-05,0.00015
"cullasaja","10_20",55.3,23.7,21,51,0.84,0.210069553241103,1,0.618,2.543688e-05,0.00025
"cullasaja","20_40",58.0666666666667,28.8,13.1333333333333,46.6666666666667,1.32666666666667,0.319426569548204,3,0.196,1.38680888888889e-05,0.00028
"cullasaja","40_100",63.9428571428571,23.8571428571429,12.2,58.8571428571429,1.54666666666667,0.185022521151706,3,0.06725,4.27940571428572e-06,0.00026
"davidson","0_10",47.1571428571429,23.3,29.5428571428571,1,1.59,0.12,3,0.157,2.471337e-05,0.00025
"davidson","10_20",30.9333333333333,34.0333333333333,30.7,1.33333333333333,1.5096443452381,0.210069553241103,0,0.083,1.23629807579365e-05,0.00012
"davidson","20_40",40.1,20.9666666666667,38.9333333333333,0.666666666666667,1.5725,0.0206155281280883,4,0.0516,8.060006e-06,0.00016
"davidson","40_100",27.2,16.3357142857143,56.4642857142857,0.785714285714286,1.57666666666667,0.104626319187223,6,0.0235,3.67605464285715e-06,0.00022
"dorovan","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA
"dorovan","10_20",21,0.1,17.9,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"dorovan","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,1.50104635443921,0.215883238671701,0,NA,NA,NA
"dorovan","40_100",65.3,0.8,22.2,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"dothan","0_10",74.3809523809524,14.13125,7.63125,1.8125,1.405,0.346482322781408,2,0.304142857142857,4.19575526339286e-05,0.00042
"dothan","10_20",78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619,1.65666666666667,0.124525767079214,6,0.0809655172413793,1.31194724904215e-05,0.00013
"dothan","20_40",66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814,1.778,0.0834865258589673,5,0.0288684210526316,4.98317094023194e-06,1e-04
"dothan","40_100",55.375,12.6240740740741,27.6231481481481,3.31481481481481,1.636,0.068677992593455,25,0.0197,3.11608617037037e-06,0.00019
"duplin","0_10",37.2,23.2,9.4,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"duplin","10_20",7.3,17.8,12,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"duplin","20_40",52.9333333333333,21.7666666666667,24.9333333333333,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"duplin","40_100",38.5,18.2857142857143,49.5714285714286,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"edneyville","0_10",32.7,38.7,28.6,5,0.82,0.246635757280942,1,0.232,1.80728e-05,0.00018
"edneyville","10_20",36.5,34.2,29.3,2,1.19,0.210069553241103,1,0.036,4.19832e-06,4e-05
"edneyville","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,1.50104635443921,0.215883238671701,0,0.02275,3.33209523223975e-06,7e-05
"edneyville","40_100",66.5,24.24,9.26,0.6,1.075,0.0493288286231624,4,0.0095,1.0151225e-06,6e-05
"enon","0_10",60.1,29.95,9.95,27.5,1.07,0.246635757280942,1,0.252,1.95489e-05,2e-04
"enon","10_20",46.3,40.6,13.1,29,1.48,0.210069553241103,1,0.054,5.67432e-06,6e-05
"enon","20_40",30.75,19.9,49.35,8,1.52,0.215883238671701,1,0.056,7.83104e-06,0.00016
"enon","40_100",32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857,1.76333333333333,0.0873689494805411,3,0.04,6.87196190476189e-06,0.00041
"escambia","0_10",60.7333333333333,29.2666666666667,7.6,0,1.3509262485482,0.246635757280942,0,0.067,9.05120586527294e-06,9e-05
"escambia","10_20",48.525,31.9,6.7,0.5,1.33,0.210069553241103,1,0.067,8.866445e-06,9e-05
"escambia","20_40",49.56,29.92,9.44,0.6,1.7,0.215883238671701,1,0.013,2.19674e-06,4e-05
"escambia","40_100",57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615,1.78,0.0282842712474619,2,0.009,1.59214153846154e-06,1e-04
"estate","0_10",45.975,45.375,8.65,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"estate","10_20",37.175,47.8,15.025,0,1.64,0.210069553241103,1,NA,NA,NA
"estate","20_40",23.96,49.14,26.9,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"estate","40_100",29.3923076923077,30,40.6076923076923,0,1.74,0.19649269329816,1,NA,NA,NA
"esto","0_10",57.84,13.68,11.89,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"esto","10_20",38.78,18.04,21.58,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"esto","20_40",38.5363636363636,13.2272727272727,39.6,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"esto","40_100",44.1565217391304,8.68695652173913,53.5130434782609,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"evard","0_10",49.9,28.7,21.4,6,1.3509262485482,0.246635757280942,0,0.139,1.76512023635308e-05,0.00018
"evard","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.0905,1.32589516145383e-05,0.00013
"evard","20_40",40.6,32.8,26.6,4,1.49,0.215883238671701,1,0.042,6.00768e-06,0.00012
"evard","40_100",42.05,26.35,31.6,4,1.555,0.0636396103067893,2,0.015,2.2392e-06,0.00013
"evergreen","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA
"evergreen","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA
"evergreen","20_40",56.1333333333333,4.9,4.2,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"evergreen","40_100",44.9,1.45,1.75,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"fannin","0_10",40.3833333333333,29.0833333333333,21.1,4.5,1.19,0.212132034355964,2,0.452666666666667,5.14433033333333e-05,0.00051
"fannin","10_20",61.55,18.7,19.75,13.5,1.305,0.0212132034355964,2,0.056,6.32142e-06,6e-05
"fannin","20_40",48.36,17.68,33.96,2.8,1.3075,0.0590903263374528,4,0.0534,6.7865526e-06,0.00014
"fannin","40_100",62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,1.35818181818182,0.124082084268292,11,0.0270526315789474,3.34162389322589e-06,2e-04
"forestdale","0_10",14.2272727272727,52.6,33.1636363636364,0,1.595,0.141539158303748,4,0.095,1.51525e-05,0.00015
"forestdale","10_20",12.8125,52.2875,34.9,0,1.5096443452381,0.210069553241103,0,0.076,1.14732970238096e-05,0.00011
"forestdale","20_40",9.60769230769231,52.8,37.5923076923077,0,1.686,0.133341666406266,5,0.057,9.6102e-06,0.00019
"forestdale","40_100",12.1447368421053,44.3947368421053,43.4631578947368,0,1.70538461538462,0.08471672253412,13,0.0516666666666667,8.81115384615387e-06,0.00053
"foxworth","0_10",44.8055555555556,3.75,1.8,0,1.3509262485482,0.246635757280942,0,0.008,1.08074099883856e-06,1e-05
"foxworth","10_20",78.3222222222222,3.52222222222222,1.74444444444444,0,1.5096443452381,0.210069553241103,0,0.042,6.34050625000002e-06,6e-05
"foxworth","20_40",58.0875,4.1625,1.8125,0,1.50104635443921,0.215883238671701,0,0.026375,3.95900975983342e-06,8e-05
"foxworth","40_100",69.3025641025641,3.5325,2.055,0,1.795,0.00707106781186548,2,0.01075,1.929625e-06,0.00012
