"soil_name","horizon","k_per","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","k_g_m2","total_k_horizon"
"bibb","0_10",0.205,1.3509262485482,0.246635757280942,0,70.375,21.9,7.725,0,0.276939880952381,2.7694
"bibb","10_20",0.085,1.5096443452381,0.210069553241103,0,48.3,37.55,14.05,0,0.128319769345239,1.2832
"bibb","20_40",0.056,1.14,0.215883238671701,1,61.52,27.56,10.88,0,0.06384,1.2768
"bibb","40_100",0.021,1.38,0.127279220613579,2,76.28,15.69,7.99,0.2,0.02892204,1.73532
"blanton","0_10",0.0148336842105263,1.45,0.246635757280942,1,54.0944444444444,6.24736842105263,2.58947368421053,0,0.0215088421052632,0.21509
"blanton","10_20",0.02256625,1.5096443452381,0.210069553241103,0,64.475,8.375,2.9875,0,0.0340670117057293,0.34067
"blanton","20_40",0.00978714285714286,1.50104635443921,0.215883238671701,0,51.1769230769231,7.76428571428571,3.35714285714286,0,0.01469095510609,0.29382
"blanton","40_100",0.0117628571428571,1.57,0.0264575131106459,3,58.4387755102041,6.66734693877551,2.73877551020408,0,0.0184676857142857,1.10806
"bonneau","0_10",0.0778881818181818,1.66,0.246635757280942,1,76.54,11.3454545454545,4.59090909090909,1.81818181818182,0.126943574876033,1.26944
"bonneau","10_20",0.01682,1.81,0.210069553241103,1,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667,0.0291756916666667,0.29176
"bonneau","20_40",0.0212792307692308,1.50104635443921,0.215883238671701,0,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846,0.0314742801378422,0.62949
"bonneau","40_100",0.00988203703703704,1.64,0.0299999999999999,3,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519,0.0160144632208505,0.96087
"boulogne","0_10",0.00039,1.3509262485482,0.246635757280942,0,59.3333333333333,4.66666666666667,1.86666666666667,0,0.000526861236933798,0.00527
"boulogne","10_20",0.000234,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000342828141193586,0.00343
"boulogne","20_40",7.8e-05,1.50104635443921,0.215883238671701,0,33.675,5.22,2.54,0,0.000117081615646258,0.00234
"boulogne","40_100",3.9e-05,1.59451747615447,0.19649269329816,0,67.5444444444445,4.33,2.65,0,6.21861815700243e-05,0.00373
"bude","0_10",0.01365,1.54,0.127279220613579,2,24.4,65.55,10.05,0,0.021021,0.21021
"bude","10_20",0.008775,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0128560552947595,0.12856
"bude","20_40",0.0039,1.50104635443921,0.215883238671701,0,16.15,64.55,19.3,0,0.00585408078231292,0.11708
"bude","40_100",0.00563333333333333,1.675,0.124766448481419,4,14.8888888888889,61.2222222222222,23.8888888888889,0,0.00943583333333333,0.56615
"burton","0_10",0.0123066666666667,0.7225,0.12737739202857,4,55.0444444444444,29.3111111111111,20.5125,11.7777777777778,0.0078443377037037,0.07844
"burton","10_20",0.08062,0.935,0.275771644662753,2,55.35,28.125,16.525,5.25,0.07142226575,0.71422
"burton","20_40",0.0284925,1.046,0.114367827643966,5,54.7625,30.6875,14.55,15.75,0.0251091580875,0.50218
"burton","40_100",0.0581236363636364,1.27166666666667,0.0847152091815081,6,56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727,0.0659849462479341,3.9591
"caddo","0_10",0.00100285714285714,1.465,0.0494974746830584,2,24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714,0.00145869153061225,0.01459
"caddo","10_20",0.00117,1.6,0.210069553241103,1,19.1,69.575,11.325,0.5,0.00186264,0.01863
"caddo","20_40",0.0006825,1.685,0.0212132034355964,2,21.4,66.675,11.925,0.25,0.00114713746875,0.02294
"caddo","40_100",0.00190125,1.7075,0.0713559154286921,4,18.26875,63.74375,17.9875,0.3125,0.00323623942382812,0.19417
"cahaba","0_10",0.0960333333333333,1.4,0.0556776436283002,3,51.35,34.175,14.4666666666667,0,0.134446666666667,1.34447
"cahaba","10_20",0.027,1.37,0.210069553241103,1,51.3,31.5,17.2,0,0.03699,0.3699
"cahaba","20_40",0.0592,1.47333333333333,0.0757187779440037,3,47.9466666666667,32.9,19.14,0,0.0872213333333331,1.74443
"cahaba","40_100",0.0562060606060606,1.526,0.0439317652729776,5,46.1545454545455,28.3606060606061,25.469696969697,0,0.0857704484848485,5.14623
"carnasaw","0_10",0.0100425,1.5,0.325269119345812,2,27.6,61.4,10.975,8.25,0.013820990625,0.13821
"carnasaw","10_20",0.0116025,1.59,0.0565685424949237,2,29.775,56.975,14.3,9.75,0.0166492974375,0.16649
"carnasaw","20_40",0.01924,1.43333333333333,0.155349069303081,3,11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667,0.026290391111111,0.52581
"carnasaw","40_100",0.01248,1.55142857142857,0.110064915910047,7,15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461,0.0182745874285714,1.09648
"cartecay","0_10",0,1.3509262485482,0.246635757280942,0,53.1,26,20.9,0,0,NA
"cartecay","10_20",0,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0,NA
"cartecay","20_40",0,1.50104635443921,0.215883238671701,0,71.2,16.3,12.5,0,0,NA
"cartecay","40_100",0,1.59451747615447,0.19649269329816,0,69,18.8,12.2,0,0,NA
"cashiers","0_10",0.01092,1.3509262485482,0.246635757280942,0,54.6,25.6,19.8,8,0.0135719454634146,0.13572
"cashiers","10_20",0.006825,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00999915411814626,0.09999
"cashiers","20_40",0.00273,1.04,0.215883238671701,1,59.3,23,17.7,9,0.002583672,0.05167
"cashiers","40_100",0.000975,1.31,0.0989949493661166,2,66.4,18.5,15.1,7.5,0.00118145625,0.07089
"cataula","0_10",0.48,1.39,0.246635757280942,1,66.2,18.5,15.3,4,0.640512,6.40512
"cataula","10_20",0.29,1.72,0.210069553241103,1,68,18,14,11,0.443932,4.43932
"cataula","20_40",0.14,1.51,0.215883238671701,1,36.7,13.5,49.8,4,0.202944,4.05888
"cataula","40_100",0.113333333333333,1.505,0.120208152801713,2,32.0333333333333,15.6,52.3666666666667,2.66666666666667,0.166018222222222,9.96109
"cecil","0_10",0.205361578947368,1.58571428571429,0.13226956602045,7,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,0.305677622119114,3.05678
"cecil","10_20",0.1213135,1.64666666666667,0.102143689640297,3,53.74,20.095,29.655,5.6,0.188576174453334,1.88576
"cecil","20_40",0.0822334782608696,1.59083333333333,0.124568953766275,12,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,0.123994379637681,2.47989
"cecil","40_100",0.0663526388888889,1.498,0.097689087900015,20,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,0.0971046172212191,5.82628
"chandler","0_10",0.01287,1.3509262485482,0.246635757280942,0,40.35,22.05,29.3,22,0.013561408238676,0.13561
"chandler","10_20",0.00624,1.62,0.210069553241103,1,65,22,13,47,0.005357664,0.05358
"chandler","20_40",0.00312,1.50104635443921,0.215883238671701,0,44.2,18.4,37.4,10,0.0042149381632653,0.0843
"chandler","40_100",0.0059475,2.07666666666667,0.271538824725551,3,80.75,10.1,9.15,21.75,0.00966463793750002,0.57988
"chestnut","0_10",0.09542,1.3509262485482,0.246635757280942,0,34.7,48.6,14.6333333333333,3,0.125038221157375,1.25038
"chestnut","10_20",0.05395,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0790409325529657,0.79041
"chestnut","20_40",0.01248,1.13,0.215883238671701,1,42.05,37.05,20.9,10,0.01269216,0.25384
"chestnut","40_100",0.00377,1.45,0.0989949493661167,2,65,29.3,5.7,1.66666666666667,0.00537539166666667,0.32252
"chewacla","0_10",0.124978571428571,1.355,0.190918830920368,2,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,0.167168659030612,1.67169
"chewacla","10_20",0.12,1.5096443452381,0.210069553241103,0,12.45,41,46.55,0.5,0.180251534821429,1.80252
"chewacla","20_40",0.04601,1.48,0.0692820323027551,3,11.45,48.925,39.625,3.5,0.065711482,1.31423
"chewacla","40_100",0.0538042857142857,1.53333333333333,0.118462370959446,3,15.65,46.3285714285714,38.0214285714286,0.5,0.0820874052380951,4.92524
"clarksville","0_10",0.151425088757396,1.3509262485482,0.246635757280942,0,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,0.202651634068599,2.02652
"clarksville","10_20",0.0706867647058824,1.5096443452381,0.210069553241103,0,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,0.106460787857596,1.06461
"clarksville","20_40",0.0684648087431694,1.50104635443921,0.215883238671701,0,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,0.101477221196372,2.02954
"clarksville","40_100",0.08879990234375,2.04,0.0916515138991169,3,26.1935546875,46.393359375,27.41328125,1.05078125,0.179248291624603,10.7549
"clebit","0_10",0.00546,1.48,0.246635757280942,1,57.1,28.5,14.4,10,0.00727272,0.07273
"clebit","10_20",0.003705,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00542811223556511,0.05428
"clebit","20_40",0.00195,1.51,0.215883238671701,1,56.5,30,13.5,14,0.00253227,0.05065
"clebit","40_100",0.00195,1.59451747615447,0.19649269329816,0,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,0.0030069963757928,0.18042
"clifton","0_10",0.2092425,1.29857142857143,0.108386433872598,7,36.05,35.75,28.2,11.375,0.240808599361607,2.40809
"clifton","10_20",0.01937,1.53,0.0916515138991168,3,27.4666666666667,37.0666666666667,35.4666666666667,2,0.029043378,0.29043
"clifton","20_40",0.10029,1.47166666666667,0.0820771994324043,6,28.0125,31.425,40.5625,5.75,0.139106826625,2.78214
"clifton","40_100",0.0819086363636364,1.3935,0.106389304963076,20,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.107913883785124,6.47483
"congaree","0_10",0.2,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.263288683697206,2.63289
"congaree","10_20",0.2,1.5096443452381,0.210069553241103,0,53.2,29,17.8,0,0.30192886904762,3.01929
"congaree","20_40",0.130585,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.191262266330562,3.82525
"congaree","40_100",0.06117,1.59451747615447,0.19649269329816,0,43.05,35.725,21.225,0,0.0975366340163689,5.8522
"cowarts","0_10",0.0843525,1.525,0.088881944173156,4,73.7916666666667,9.60833333333333,8.75,3.83333333333333,0.1237064559375,1.23706
"cowarts","10_20",0.000936,1.65,0.0282842712474619,2,79.2,10.26,10.54,3.4,0.0014918904,0.01492
"cowarts","20_40",0.0500757142857143,1.66333333333333,0.091796877216312,6,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,0.0787710062176869,1.57542
"cowarts","40_100",0.0196010810810811,1.70055555555556,0.108653373420044,18,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,0.03241382511452,1.94483
"cowee","0_10",0.00468,1.33,0.246635757280942,1,67.2,20.6,12.2,20,0.00497952,0.0498
"cowee","10_20",0.003315,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00485673200024247,0.04857
"cowee","20_40",0.00195,1.64,0.215883238671701,1,62.8,18.6,18.6,17,0.00265434,0.05309
"cowee","40_100",0.00052,1.83,0.395979797464466,2,78.9666666666667,9.6,11.4333333333333,18.3333333333333,0.00077714,0.04663
"craggey","0_10",0.160875,0.76,0.10816653826392,3,60.075,33.2,23.625,6.75,0.1140121125,1.14012
"craggey","10_20",0.117925,1.04,0.210069553241103,1,71.85,20.6,7.55,21,0.09688718,0.96887
"craggey","20_40",0.0538533333333333,0.97,0.215883238671701,1,79.6666666666667,16.9,3.43333333333333,20.3333333333333,0.0416160608888889,0.83232
"craggey","40_100",0.16,1.59451747615447,0.19649269329816,0,68.1,23.5,8.4,20,0.204098236947772,12.24589
"craven","0_10",0.003315,1.45,0.014142135623731,2,23.3,67.2,9.5,0,0.00480675,0.04807
"craven","10_20",0,1.62,0.210069553241103,1,25.9,63.9,10.2,0,0,NA
"craven","20_40",0.00273,1.58333333333333,0.153079500042734,3,15.0666666666667,57.7666666666667,27.1666666666667,0,0.00432249999999999,0.08645
"craven","40_100",0.00663,1.588,0.0402492235949962,5,15.24,38.26,46.5,0,0.01052844,0.63171
"cullasaja","0_10",0.20475,0.925,0.0353553390593273,2,58.7,29,12.3,57,0.0814393125,0.81439
"cullasaja","10_20",0.01443,0.84,0.210069553241103,1,55.3,23.7,21,51,0.005939388,0.05939
"cullasaja","20_40",0.13442,1.32666666666667,0.319426569548204,3,58.0666666666667,28.8,13.1333333333333,46.6666666666667,0.095109617777778,1.90219
"cullasaja","40_100",0.15963,1.54666666666667,0.185022521151706,3,63.9428571428571,23.8571428571429,12.2,58.8571428571429,0.101579410285714,6.09476
"davidson","0_10",0.213048571428571,1.59,0.12,3,47.1571428571429,23.3,29.5428571428571,1,0.335359756285714,3.3536
"davidson","10_20",0.24546,1.5096443452381,0.210069553241103,0,30.9333333333333,34.0333333333333,30.7,1.33333333333333,0.365616536969049,3.65617
"davidson","20_40",0.0296566666666667,1.5725,0.0206155281280883,4,40.1,20.9666666666667,38.9333333333333,0.666666666666667,0.0463242076111111,0.92648
"davidson","40_100",0.079445,1.57666666666667,0.104626319187223,6,27.2,16.3357142857143,56.4642857142857,0.785714285714286,0.124274111107143,7.45645
"dorovan","0_10",0.0039,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.00513412933209551,0.05134
"dorovan","10_20",0.0039,1.5096443452381,0.210069553241103,0,21,0.1,17.9,0,0.00588761294642859,0.05888
"dorovan","20_40",0.002535,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.00371290611592429,0.07426
"dorovan","40_100",0.00117,1.59451747615447,0.19649269329816,0,65.3,0.8,22.2,0,0.00186558544710073,0.11194
"dothan","0_10",0.28196125,1.405,0.346482322781408,2,74.3809523809524,14.13125,7.63125,1.8125,0.388975236792969,3.88975
"dothan","10_20",0.160100238095238,1.65666666666667,0.124525767079214,6,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619,0.259422868026456,2.59423
"dothan","20_40",0.144819491525424,1.778,0.0834865258589673,5,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814,0.249982595318587,4.99965
"dothan","40_100",0.0587598148148148,1.636,0.068677992593455,25,55.375,12.6240740740741,27.6231481481481,3.31481481481481,0.0929444905167352,5.57667
"duplin","0_10",0.002535,1.3509262485482,0.246635757280942,0,37.2,23.2,9.4,0,0.00342459804006969,0.03425
"duplin","10_20",0.01092,1.5096443452381,0.210069553241103,0,7.3,17.8,12,0,0.0164853162500001,0.16485
"duplin","20_40",0.00507,1.50104635443921,0.215883238671701,0,52.9333333333333,21.7666666666667,24.9333333333333,0,0.0076103050170068,0.15221
"duplin","40_100",0.00646285714285714,1.59451747615447,0.19649269329816,0,38.5,18.2857142857143,49.5714285714286,0,0.0103051386601755,0.61831
"edneyville","0_10",0.01521,0.82,0.246635757280942,1,32.7,38.7,28.6,5,0.01184859,0.11849
"edneyville","10_20",0.01014,1.19,0.210069553241103,1,36.5,34.2,29.3,2,0.011825268,0.11825
"edneyville","20_40",0.011973,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.0175363411936732,0.35073
"edneyville","40_100",0.013806,1.075,0.0493288286231624,4,66.5,24.24,9.26,0.6,0.0147524013,0.88514
"enon","0_10",0.003705,1.07,0.246635757280942,1,60.1,29.95,9.95,27.5,0.00287415375,0.02874
"enon","10_20",0.0039,1.48,0.210069553241103,1,46.3,40.6,13.1,29,0.00409812,0.04098
"enon","20_40",0.00624,1.52,0.215883238671701,1,30.75,19.9,49.35,8,0.008726016,0.17452
"enon","40_100",0.0264985714285714,1.76333333333333,0.0873689494805411,3,32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857,0.0455242933469387,2.73146
"escambia","0_10",0.00052,1.3509262485482,0.246635757280942,0,60.7333333333333,29.2666666666667,7.6,0,0.000702481649245064,0.00702
"escambia","10_20",0.0002925,1.33,0.210069553241103,1,48.525,31.9,6.7,0.5,0.000387079875,0.00387
"escambia","20_40",0.000156,1.7,0.215883238671701,1,49.56,29.92,9.44,0.6,0.0002636088,0.00527
"escambia","40_100",0.00036,1.78,0.0282842712474619,2,57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615,0.000636856615384615,0.03821
"estate","0_10",0.2289,1.3509262485482,0.246635757280942,0,45.975,45.375,8.65,0,0.309227018292683,3.09227
"estate","10_20",0.12695,1.64,0.210069553241103,1,37.175,47.8,15.025,0,0.208198,2.08198
"estate","20_40",0.30234,1.50104635443921,0.215883238671701,0,23.96,49.14,26.9,0,0.453826354801151,9.07653
"estate","40_100",0.160446153846154,1.74,0.19649269329816,1,29.3923076923077,30,40.6076923076923,0,0.279176307692308,16.75058
"esto","0_10",0.004173,1.3509262485482,0.246635757280942,0,57.84,13.68,11.89,0,0.00563741523519164,0.05637
"esto","10_20",0.003198,1.5096443452381,0.210069553241103,0,38.78,18.04,21.58,0,0.00482784261607144,0.04828
"esto","20_40",0.00297818181818182,1.50104635443921,0.215883238671701,0,38.5363636363636,13.2272727272727,39.6,0,0.00447038896103896,0.08941
"esto","40_100",0.00213652173913043,1.59451747615447,0.19649269329816,0,44.1565217391304,8.68695652173913,53.5130434782609,0,0.00340672125122742,0.2044
"evard","0_10",0.00195,1.3509262485482,0.246635757280942,0,49.9,28.7,21.4,6,0.00247624781358885,0.02476
"evard","10_20",0.001365,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00199983082362925,0.02
"evard","20_40",0.00078,1.49,0.215883238671701,1,40.6,32.8,26.6,4,0.001115712,0.02231
"evard","40_100",0,1.555,0.0636396103067893,2,42.05,26.35,31.6,4,0,NA
"evergreen","0_10",0.00039,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.000513412933209551,0.00513
"evergreen","10_20",0.00039,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000571380235322643,0.00571
"evergreen","20_40",0.00039,1.50104635443921,0.215883238671701,0,56.1333333333333,4.9,4.2,0,0.000585408078231292,0.01171
"evergreen","40_100",0.00013,1.59451747615447,0.19649269329816,0,44.9,1.45,1.75,0,0.000207287271900081,0.01244
"fannin","0_10",0.035425,1.19,0.212132034355964,2,40.3833333333333,29.0833333333333,21.1,4.5,0.04025874125,0.40259
"fannin","10_20",0.14195,1.305,0.0212132034355964,2,61.55,18.7,19.75,13.5,0.16023670875,1.60237
"fannin","20_40",0.004212,1.3075,0.0590903263374528,4,48.36,17.68,33.96,2.8,0.00535298868,0.10706
"fannin","40_100",0.0753836842105263,1.35818181818182,0.124082084268292,11,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,0.0931162351367415,5.58697
"forestdale","0_10",0.244363636363636,1.595,0.141539158303748,4,14.2272727272727,52.6,33.1636363636364,0,0.38976,3.8976
"forestdale","10_20",0.317375,1.5096443452381,0.210069553241103,0,12.8125,52.2875,34.9,0,0.479123374069942,4.79123
"forestdale","20_40",0.157538461538462,1.686,0.133341666406266,5,9.60769230769231,52.8,37.5923076923077,0,0.265609846153846,5.3122
