"soil_name","bulk_density_0_10","bulk_density_10_20","bulk_density_20_40","bulk_density_40_100","bulk_density_sd_0_10","bulk_density_sd_10_20","bulk_density_sd_20_40","bulk_density_sd_40_100","n_0_10","n_10_20","n_20_40","n_40_100"
"pelham",1.6,1.5096443452381,1.65,1.8,0.246635757280942,0.210069553241103,0.215883238671701,0.0360555127546399,1,0,1,3
"plott",0.95,1.5096443452381,0.96,1.18666666666667,0.246635757280942,0.210069553241103,0.215883238671701,0.128970280814354,1,0,1,3
"plummer",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"poarch",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"ponzer",0.8,1.5096443452381,0.72,1.15,0.246635757280942,0.210069553241103,0.215883238671701,0.240416305603426,1,0,1,2
"portia",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"pottsburg",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"providence",1.21333333333333,1.5275,1.56666666666667,1.635,0.204287379280594,0.0846069343099804,0.0152752523165195,0.0988571053224161,3,4,3,12
"rains",1.35,1.465,1.5725,1.69714285714286,0.06557438524302,0.0777817459305203,0.0602079728939614,0.0446147530585589,3,2,4,7
"reddies",0.91,1.34,1.24333333333333,1.23,0.197989898732233,0.210069553241103,0.280059517483933,0.13076696830622,2,1,3,3
"rexor",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"rosman",1.1,1.33,1.24,1.29,0.212132034355964,0.210069553241103,0.127279220613579,0.132233559604642,2,1,2,8
"ruston",1.49,1.7175,1.7025,1.75352941176471,0.0367423461417477,0.17423642940939,0.0394757309410901,0.0561183098986628,5,4,4,17
"rutlege",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"sacul",1.435,1.48,1.62666666666667,1.64,0.0919238815542511,0.210069553241103,0.0513160143944688,0.0728010988928051,2,1,3,5
"saffell",1.3509262485482,1.38,1.36,1.21,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,1,1,1
"sapelo",1.3509262485482,1.52,1.50104635443921,1.61,0.246635757280942,0.210069553241103,0.215883238671701,0.0692820323027551,0,1,0,6
"saucier",1.42,1.59,1.67,1.685,0.127279220613579,0.210069553241103,0.014142135623731,0.0404145188432738,2,1,2,4
"saunook",1.3,1.29,1.43,1.26,0.246635757280942,0.175214154679352,0.229128784747792,0.208885933785244,1,3,3,7
"sharkey",1.54,1.852,1.80785714285714,1.81230769230769,0.346121365997536,0.055703295619354,0.0867515082048962,0.104280686315643,7,15,14,26
"smithdale",1.57,1.5096443452381,1.5575,1.7,0.0264575131106459,0.210069553241103,0.0903234926989282,0.05,3,0,4,5
"smithton",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"susquehanna",1.36,1.475,1.77,1.88333333333333,0.226274169979695,0.162634559672906,0.0761577310586392,0.0553774924194538,2,2,4,6
"tate",1.55,1.345,1.505,1.526,0.246635757280942,0.205060966544099,0.0919238815542513,0.0998999499499374,1,2,2,5
"tippah",1.29,1.5096443452381,1.505,1.76333333333333,0.246635757280942,0.210069553241103,0.0919238815542513,0.187171935218219,1,0,2,3
"toccoa",1.32,1.45,1.66,1.7,0.246635757280942,0.210069553241103,0.215883238671701,0.0360555127546399,1,1,1,3
"toinette",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"townley",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"toxaway",1.06,1.5096443452381,1.07,1.23666666666667,0.246635757280942,0.210069553241103,0.0282842712474619,0.0288675134594813,1,0,2,3
"trimont",0.95,1.12,1.37,1.42833333333333,0.246635757280942,0.183847763108502,0.0282842712474618,0.170577450639487,1,2,2,6
"troup",1.58,1.71,1.5,1.87,0.0989949493661166,0.210069553241103,0.215883238671701,0.459238500128201,2,1,1,3
"tuckasegee",1.3509262485482,1.11,0.97,1.17,0.246635757280942,0.210069553241103,0.215883238671701,0.09,0,1,1,3
"tusquitee",0.57,1.2,1.14,1.3,0.246635757280942,0.210069553241103,0.215883238671701,0.15556349186104,1,1,1,2
"udorthents",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"unaka",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"urban land",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"vance",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"wadley",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"wagram",1.3509262485482,1.57,1.63,1.6775,0.246635757280942,0.169705627484771,0.215883238671701,0.105633012516605,0,2,1,4
"wahee",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"wehadkee",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"whiteside",1.3509262485482,1.5096443452381,1.21,1.30666666666667,0.246635757280942,0.210069553241103,0.215883238671701,0.0550757054728611,0,0,1,3
"wickham",1.41,1.5096443452381,1.71,1.69,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,1,0,1,1
"wilkes",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"woden",1.3509262485482,1.5096443452381,1.50104635443921,1.59451747615447,0.246635757280942,0.210069553241103,0.215883238671701,0.19649269329816,0,0,0,0
"wrightsville",1.42666666666667,1.67,1.598,1.78454545454545,0.11060440015358,0.210069553241103,0.0807465169527454,0.0951171526448975,3,1,5,11
