"soil_name","horizon","sand","silt","clay","frag"
"besner","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"besner","20_40",65.45,31.85,2.7,0
"besner","40_100",61.6,35.62,2.78,0
"bethera","0_10",48.9,54.65,31.7,0
"bethera","10_20",6.8,51.5,24.3,0
"bethera","20_40",46.1,49.95,38.55,0
"bethera","40_100",15.5666666666667,30.1,53.9,0
"betis","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"betis","10_20",90.85,7.35,1.8,0
"betis","20_40",84.3,13.1,2.6,0
"betis","40_100",86.76,9.2,4.04,0
"bibb","0_10",70.375,21.9,7.725,0
"bibb","10_20",48.3,37.55,14.05,0
"bibb","20_40",61.52,27.56,10.88,0
"bibb","40_100",76.28,15.69,7.99,0.2
"blanton","0_10",54.0944444444444,6.24736842105263,2.58947368421053,0
"blanton","10_20",64.475,8.375,2.9875,0
"blanton","20_40",51.1769230769231,7.76428571428571,3.35714285714286,0
"blanton","40_100",58.4387755102041,6.66734693877551,2.73877551020408,0
"bonneau","0_10",76.54,11.3454545454545,4.59090909090909,1.81818181818182
"bonneau","10_20",75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667
"bonneau","20_40",65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846
"bonneau","40_100",55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519
"boulogne","0_10",59.3333333333333,4.66666666666667,1.86666666666667,0
"boulogne","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"boulogne","20_40",33.675,5.22,2.54,0
"boulogne","40_100",67.5444444444445,4.33,2.65,0
"bude","0_10",24.4,65.55,10.05,0
"bude","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"bude","20_40",16.15,64.55,19.3,0
"bude","40_100",14.8888888888889,61.2222222222222,23.8888888888889,0
"burton","0_10",55.0444444444444,29.3111111111111,20.5125,11.7777777777778
"burton","10_20",55.35,28.125,16.525,5.25
"burton","20_40",54.7625,30.6875,14.55,15.75
"burton","40_100",56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727
"caddo","0_10",24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714
"caddo","10_20",19.1,69.575,11.325,0.5
"caddo","20_40",21.4,66.675,11.925,0.25
"caddo","40_100",18.26875,63.74375,17.9875,0.3125
"cahaba","0_10",51.35,34.175,14.4666666666667,0
"cahaba","10_20",51.3,31.5,17.2,0
"cahaba","20_40",47.9466666666667,32.9,19.14,0
"cahaba","40_100",46.1545454545455,28.3606060606061,25.469696969697,0
"carnasaw","0_10",27.6,61.4,10.975,8.25
"carnasaw","10_20",29.775,56.975,14.3,9.75
"carnasaw","20_40",11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667
"carnasaw","40_100",15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461
"cartecay","0_10",53.1,26,20.9,0
"cartecay","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"cartecay","20_40",71.2,16.3,12.5,0
"cartecay","40_100",69,18.8,12.2,0
"cashiers","0_10",54.6,25.6,19.8,8
"cashiers","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"cashiers","20_40",59.3,23,17.7,9
"cashiers","40_100",66.4,18.5,15.1,7.5
"cataula","0_10",66.2,18.5,15.3,4
"cataula","10_20",68,18,14,11
"cataula","20_40",36.7,13.5,49.8,4
"cataula","40_100",32.0333333333333,15.6,52.3666666666667,2.66666666666667
"cecil","0_10",58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842
"cecil","10_20",53.74,20.095,29.655,5.6
"cecil","20_40",46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783
"cecil","40_100",35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556
"chandler","0_10",40.35,22.05,29.3,22
"chandler","10_20",65,22,13,47
"chandler","20_40",44.2,18.4,37.4,10
"chandler","40_100",80.75,10.1,9.15,21.75
"chestnut","0_10",34.7,48.6,14.6333333333333,3
"chestnut","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"chestnut","20_40",42.05,37.05,20.9,10
"chestnut","40_100",65,29.3,5.7,1.66666666666667
"chewacla","0_10",13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429
"chewacla","10_20",12.45,41,46.55,0.5
"chewacla","20_40",11.45,48.925,39.625,3.5
"chewacla","40_100",15.65,46.3285714285714,38.0214285714286,0.5
"clarksville","0_10",26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355
"clarksville","10_20",24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059
"clarksville","20_40",24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929
"clarksville","40_100",26.1935546875,46.393359375,27.41328125,1.05078125
"clebit","0_10",57.1,28.5,14.4,10
"clebit","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"clebit","20_40",56.5,30,13.5,14
"clebit","40_100",47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621
"clifton","0_10",36.05,35.75,28.2,11.375
"clifton","10_20",27.4666666666667,37.0666666666667,35.4666666666667,2
"clifton","20_40",28.0125,31.425,40.5625,5.75
"clifton","40_100",38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545
"congaree","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"congaree","10_20",53.2,29,17.8,0
"congaree","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"congaree","40_100",43.05,35.725,21.225,0
"cowarts","0_10",73.7916666666667,9.60833333333333,8.75,3.83333333333333
"cowarts","10_20",79.2,10.26,10.54,3.4
"cowarts","20_40",65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143
"cowarts","40_100",61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676
"cowee","0_10",67.2,20.6,12.2,20
"cowee","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"cowee","20_40",62.8,18.6,18.6,17
"cowee","40_100",78.9666666666667,9.6,11.4333333333333,18.3333333333333
"craggey","0_10",60.075,33.2,23.625,6.75
"craggey","10_20",71.85,20.6,7.55,21
"craggey","20_40",79.6666666666667,16.9,3.43333333333333,20.3333333333333
"craggey","40_100",68.1,23.5,8.4,20
"craven","0_10",23.3,67.2,9.5,0
"craven","10_20",25.9,63.9,10.2,0
"craven","20_40",15.0666666666667,57.7666666666667,27.1666666666667,0
"craven","40_100",15.24,38.26,46.5,0
"cullasaja","0_10",58.7,29,12.3,57
"cullasaja","10_20",55.3,23.7,21,51
"cullasaja","20_40",58.0666666666667,28.8,13.1333333333333,46.6666666666667
"cullasaja","40_100",63.9428571428571,23.8571428571429,12.2,58.8571428571429
"davidson","0_10",47.1571428571429,23.3,29.5428571428571,1
"davidson","10_20",30.9333333333333,34.0333333333333,30.7,1.33333333333333
"davidson","20_40",40.1,20.9666666666667,38.9333333333333,0.666666666666667
"davidson","40_100",27.2,16.3357142857143,56.4642857142857,0.785714285714286
"dorovan","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"dorovan","10_20",21,0.1,17.9,0
"dorovan","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"dorovan","40_100",65.3,0.8,22.2,0
"dothan","0_10",74.3809523809524,14.13125,7.63125,1.8125
"dothan","10_20",78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619
"dothan","20_40",66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814
"dothan","40_100",55.375,12.6240740740741,27.6231481481481,3.31481481481481
"duplin","0_10",37.2,23.2,9.4,0
"duplin","10_20",7.3,17.8,12,0
"duplin","20_40",52.9333333333333,21.7666666666667,24.9333333333333,0
"duplin","40_100",38.5,18.2857142857143,49.5714285714286,0
"edneyville","0_10",32.7,38.7,28.6,5
"edneyville","10_20",36.5,34.2,29.3,2
"edneyville","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"edneyville","40_100",66.5,24.24,9.26,0.6
"enon","0_10",60.1,29.95,9.95,27.5
"enon","10_20",46.3,40.6,13.1,29
"enon","20_40",30.75,19.9,49.35,8
"enon","40_100",32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857
"escambia","0_10",60.7333333333333,29.2666666666667,7.6,0
"escambia","10_20",48.525,31.9,6.7,0.5
"escambia","20_40",49.56,29.92,9.44,0.6
"escambia","40_100",57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615
"estate","0_10",45.975,45.375,8.65,0
"estate","10_20",37.175,47.8,15.025,0
"estate","20_40",23.96,49.14,26.9,0
"estate","40_100",29.3923076923077,30,40.6076923076923,0
"esto","0_10",57.84,13.68,11.89,0
"esto","10_20",38.78,18.04,21.58,0
"esto","20_40",38.5363636363636,13.2272727272727,39.6,0
"esto","40_100",44.1565217391304,8.68695652173913,53.5130434782609,0
"evard","0_10",49.9,28.7,21.4,6
"evard","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"evard","20_40",40.6,32.8,26.6,4
"evard","40_100",42.05,26.35,31.6,4
"evergreen","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"evergreen","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"evergreen","20_40",56.1333333333333,4.9,4.2,0
"evergreen","40_100",44.9,1.45,1.75,0
"fannin","0_10",40.3833333333333,29.0833333333333,21.1,4.5
"fannin","10_20",61.55,18.7,19.75,13.5
"fannin","20_40",48.36,17.68,33.96,2.8
"fannin","40_100",62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737
"forestdale","0_10",14.2272727272727,52.6,33.1636363636364,0
"forestdale","10_20",12.8125,52.2875,34.9,0
"forestdale","20_40",9.60769230769231,52.8,37.5923076923077,0
"forestdale","40_100",12.1447368421053,44.3947368421053,43.4631578947368,0
"foxworth","0_10",44.8055555555556,3.75,1.8,0
"foxworth","10_20",78.3222222222222,3.52222222222222,1.74444444444444,0
"foxworth","20_40",58.0875,4.1625,1.8125,0
"foxworth","40_100",69.3025641025641,3.5325,2.055,0
"fuquay","0_10",75.1590909090909,12.25,4.24090909090909,3.04545454545455
"fuquay","10_20",77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769
"fuquay","20_40",65.6533333333333,11.1866666666667,5.38666666666667,7.2
"fuquay","40_100",67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208
"glenmora","0_10",43.3,50.9,5.8,0
"glenmora","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"glenmora","20_40",35.7,52.1,12.2,1
"glenmora","40_100",30.15,51.2,18.65,2
"goldsboro","0_10",64.5333333333333,28.7,10,0
"goldsboro","10_20",74.78,18.88,6.34,0.2
"goldsboro","20_40",61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667
"goldsboro","40_100",56.004,22.38,21.62,0.2
"greenville","0_10",64.2727272727273,17.5272727272727,20.4818181818182,0
"greenville","10_20",51.3,24.32,24.38,0
"greenville","20_40",45.08,16.9333333333333,40.22,0
"greenville","40_100",41.9485714285714,14.68,43.0828571428571,0
"guyton","0_10",29.45,54.3666666666667,15.9666666666667,0
"guyton","10_20",20.65,59.5,19.85,0
"guyton","20_40",21.06,64.76,14.18,0
"guyton","40_100",19.3916666666667,57.5333333333333,23.075,0.25
"gwinnett","0_10",48.6333333333333,31,20.3666666666667,0
"gwinnett","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"gwinnett","20_40",26,35.6,38.4,0
"gwinnett","40_100",37.55,20.75,41.7,0
"hard labor","0_10",75.3,17.9,6.8,0
"hard labor","10_20",79.9,15.3,4.8,0
"hard labor","20_40",75.9,18.1,6,0
"hard labor","40_100",36.75,14,49.25,0
"harleston","0_10",67.8333333333333,27.5666666666667,4.6,0.333333333333333
"harleston","10_20",44.5,45,10.5,2
"harleston","20_40",53.45,34.9,11.65,0.25
"harleston","40_100",55.775,27.2375,16.9875,0.375
"helena","0_10",76.75,32.45,11.3,0
"helena","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"helena","20_40",27.4,31.6,17.75,0
"helena","40_100",21.875,20.575,48.175,0
"hemphill","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"hemphill","10_20",26.3,37.2,36.5,0
"hemphill","20_40",8.8,33.8,57.4,0
"hemphill","40_100",35.5857142857143,35.3142857142857,29.1,0
"hiwassee","0_10",31.3769230769231,29.2,39.4230769230769,1.46153846153846
"hiwassee","10_20",57.1,22.525,20.375,3.25
"hiwassee","20_40",23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333
"hiwassee","40_100",22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846
"hurricane","0_10",46.3666666666667,3.52631578947368,1.56315789473684,0
"hurricane","10_20",62.3428571428571,3.44285714285714,1.3,0
"hurricane","20_40",56.68,4.65454545454545,1.80909090909091,0
"hurricane","40_100",51.8738095238095,3.25581395348837,1.62790697674419,0
"kingsferry","0_10",46.6,4.3,1.1,0
"kingsferry","10_20",55.8,3.6,1.3,0
"kingsferry","20_40",32.4,5.5,1.4,0
"kingsferry","40_100",67.22,4.6,2.52,0
"kinston","0_10",1.3,40.6,46.3,0
"kinston","10_20",21.1,33.7,29.3,0
"kinston","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916
"kinston","40_100",41.05,34.15,32.7,0
"kolin","0_10",33.9333333333333,57.8666666666667,8.2,0
"kolin","10_20",23.1,64.6,12.3,0
"kolin","20_40",26.8666666666667,57.1333333333333,16,0.333333333333333
"kolin","40_100",20.1545454545455,51.7818181818182,28.0636363636364,0.545454545454545
"lakeland","0_10",65.7052631578947,4.18421052631579,2.32631578947368,0
"lakeland","10_20",42.3857142857143,5.55714285714286,2.45714285714286,0
"lakeland","20_40",63.5625,4.87777777777778,3.25555555555556,0
"lakeland","40_100",75.0088888888889,4.51333333333333,3.22888888888889,0
"latonia","0_10",58.7,36,5.3,1
"latonia","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"latonia","20_40",52.95,35.9,11.15,0
"latonia","40_100",51.3666666666667,32.7333333333333,15.9,0.666666666666667
"leadvale","0_10",23.6461538461538,63.9,12.4615384615385,0
"leadvale","10_20",21.3333333333333,63.6666666666667,15,0
"leadvale","20_40",15.575,62.75,21.6833333333333,0
"leadvale","40_100",16.4655172413793,55.3344827586207,28.2034482758621,0
"leefield","0_10",38.7666666666667,8.31666666666667,5.63333333333333,0
"leefield","10_20",56.58,7.98,5.02,0
"leefield","20_40",33.8571428571429,10.7875,5.25,0
"leefield","40_100",52.0571428571429,8.46111111111111,11.4777777777778,0
"lenoir","0_10",14.0333333333333,52.6333333333333,33.3333333333333,0
"lenoir","10_20",6,45.2,48.8,0
"lenoir","20_40",16.5,48.55,34.95,0
"lenoir","40_100",7.74285714285714,46.4714285714286,45.7857142857143,0
"leon","0_10",50.95,8.12916666666667,1.325,0
"leon","10_20",68.85,4.9125,0.6125,0
"leon","20_40",64.9035714285714,3.72142857142857,1.00357142857143,0
"leon","40_100",64.0475,4.40740740740741,2.3,0
"lexington","0_10",19.16,67.86,12.98,0
"lexington","10_20",6.45,65.45,28.1,0
"lexington","20_40",7.825,59.825,32.35,0
"lexington","40_100",24.5272727272727,52.9818181818182,22.4909090909091,0
"lily","0_10",43.6695652173913,43.9326086956522,11.1130434782609,1.1304347826087
"lily","10_20",43.1093023255814,44.2767441860465,12.6186046511628,2.23255813953488
"lily","20_40",41.4625,39.3395833333333,19.1958333333333,1.6875
"lily","40_100",51.4365384615385,28.2048076923077,20.3586538461538,1.27884615384615
"lloyd","0_10",58.725,20.675,20.6,7.25
"lloyd","10_20",50.65,24.05,25.3,11
"lloyd","20_40",35.6,20.6571428571429,43.7428571428571,2.42857142857143
"lloyd","40_100",33.81,23.39,42.8,1.7
"louisburg","0_10",65.2,27.8,7,0
"louisburg","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"louisburg","20_40",60.2,30.9,8.9,0
"louisburg","40_100",62.4,24.6333333333333,12.9666666666667,0
"lucy","0_10",71.9,7.88571428571429,4.21428571428571,1.85714285714286
"lucy","10_20",73.3,5.65,5.45,0
"lucy","20_40",59.0428571428571,8.75714285714286,6.37142857142857,0.142857142857143
"lucy","40_100",61.7863636363636,7.00909090909091,13.7954545454545,0.0454545454545455
"lynchburg","0_10",52.36,27.4,10.38,0
"lynchburg","10_20",74.02,21.9,7.8,0
"lynchburg","20_40",56.32,18.9,9.27,0
"lynchburg","40_100",61.5529411764706,16.3294117647059,17.8058823529412,0
"madison","0_10",59.84,19.96,20.2,4.4
"madison","10_20",49.45,21.5666666666667,28.9833333333333,4.5
"madison","20_40",37.65,18.1333333333333,44.2166666666667,0.833333333333333
"madison","40_100",41.00625,17.0875,41.90625,0.25
"malbis","0_10",60.0388888888889,31.9444444444444,6.41666666666667,1
"malbis","10_20",58.26875,33.7875,7.23125,1.5
"malbis","20_40",53.3095238095238,31.7619047619048,17.0047619047619,1.57142857142857
"malbis","40_100",45.630985915493,29.369014084507,24.5154929577465,1.74647887323944
"mantachie","0_10",44.425,31.2083333333333,24.375,0.583333333333333
"mantachie","10_20",43.1125,35.275,21.6125,1.5
"mantachie","20_40",54.4727272727273,27.8909090909091,17.6363636363636,1.45454545454545
"mantachie","40_100",56.19375,24.603125,19.203125,1.5
"mascotte","0_10",33.05,6,2.4,0
"mascotte","10_20",63.6,4,2.7,0
"mascotte","20_40",28.05,4.6,1.15,0
"mascotte","40_100",42.5555555555556,5.32,11.36,0
"mattex","0_10",11.5,58,30.5,0
"mattex","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"mattex","20_40",23.3,46.25,30.45,0.5
"mattex","40_100",46.3,37.35,16.35,2
"mclaurin","0_10",53.2,40.6,6.2,0
"mclaurin","10_20",56.9,39,4.1,0
"mclaurin","20_40",50.4,39.5,10.1,0
"mclaurin","40_100",46.7,38.3,15,0
"mecklenburg","0_10",39.8333333333333,28.6,31.5666666666667,1.66666666666667
"mecklenburg","10_20",40.7,33.9,25.4,0
"mecklenburg","20_40",21.2,21.15,57.65,0
"mecklenburg","40_100",25.36,33.84,40.8,0.1
"meggett","0_10",69.0333333333333,21.7166666666667,8.13333333333333,0
"meggett","10_20",62.7,22.3666666666667,8.2,0
"meggett","20_40",48.25,18.65,20.8166666666667,0
"meggett","40_100",46.3285714285714,18.75,42.9642857142857,0.857142857142857
"moko","0_10",29.2196428571429,44.3776785714286,26.4017857142857,0.267857142857143
"moko","10_20",32.4105263157895,40.5157894736842,27.0754385964912,0.508771929824561
"moko","20_40",29.99,42.65,27.356,0.66
"moko","40_100",46.1,33.075,20.825,0
"mollville","0_10",39.7333333333333,46.3,13.9666666666667,0
"mollville","10_20",61.9,28,10.1,0
"mollville","20_40",46.525,37.225,16.25,0
"mollville","40_100",49.4555555555556,31.0111111111111,19.5333333333333,0.111111111111111
"nikwasi","0_10",70,17.5,12.5,0
"nikwasi","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"nikwasi","20_40",80.1,13.6,6.3,5
"nikwasi","40_100",92.6666666666667,4.66666666666667,2.66666666666667,34
"nixa","0_10",21.9785714285714,68.2535714285714,9.75714285714286,2.39285714285714
"nixa","10_20",19.2875,70.8875,9.8375,4.9375
"nixa","20_40",22.6,66.0774193548387,11.3322580645161,2.41935483870968
"nixa","40_100",22.3758620689655,47.9954022988506,29.6310344827586,1.64367816091954
"noark","0_10",17.9860465116279,71.5581395348837,10.4581395348837,0
"noark","10_20",16.5272727272727,73.5045454545455,9.95909090909091,0
"noark","20_40",14.056,67.232,18.718,0.74
"noark","40_100",13.0622807017544,38.480701754386,48.4605263157895,0.771929824561403
"norfolk","0_10",76.7230769230769,13.1,4.5,0.153846153846154
"norfolk","10_20",82.6230769230769,12.0153846153846,4.52307692307692,0
"norfolk","20_40",68.3,13.5086956521739,10.9565217391304,0.260869565217391
"norfolk","40_100",63.2137931034483,11.4120689655172,25.4137931034483,0.413793103448276
"ocilla","0_10",64.4272727272727,8.90909090909091,2.93636363636364,0
"ocilla","10_20",52.4,6.6,3.4,0
"ocilla","20_40",55.2416666666667,8.175,3.31666666666667,0
"ocilla","40_100",51.8027777777778,9.11842105263158,12.9078947368421,0
"olustee","0_10",36.025,7.75,2.225,0
"olustee","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"olustee","20_40",46.86,5.4,3.1,0
"olustee","40_100",52.8818181818182,5.21818181818182,9.81818181818182,0
"orangeburg","0_10",69.8076923076923,13.1230769230769,7.66538461538462,0.192307692307692
"orangeburg","10_20",68.4473684210526,12.0947368421053,8.32631578947368,0.842105263157895
"orangeburg","20_40",66.3588235294118,13.4114285714286,14.8342857142857,0.257142857142857
"orangeburg","40_100",56.6493670886076,10.6625,26.32125,0.575
"ouachita","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"ouachita","10_20",16.6,60.7,22.7,1
"ouachita","20_40",17.9,60,22.1,0
"ouachita","40_100",20.9,58,21.1,0
"pacolet","0_10",60.1285714285714,19.9714285714286,19.9,10.2857142857143
"pacolet","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"pacolet","20_40",50.52,20.96,28.52,12.6
"pacolet","40_100",45.7,15.4642857142857,38.8357142857143,7.14285714285714
"pamlico","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"pamlico","10_20",9.15000000000001,34.9,26.45,0
"pamlico","20_40",68.45,28.95,2.6,0
"pamlico","40_100",78.8066666666667,5.56666666666667,2.62666666666667,0
"pantego","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"pantego","10_20",38.4,26.9,19.7,0
"pantego","20_40",26.65,31.65,16.45,0
"pantego","40_100",47.925,28.225,18.95,0
"pelham","0_10",67.0181818181818,8.90909090909091,4.19090909090909,0.0909090909090909
"pelham","10_20",31.2,7,2.2,0
"pelham","20_40",60.9,9.24,3.54,0
"pelham","40_100",63.6935483870968,8.23870967741935,11.3387096774194,0.032258064516129
"plott","0_10",46.2,37.3,16.5,2
"plott","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"plott","20_40",46.9,40.7,12.4,8
"plott","40_100",56.9666666666667,29.3666666666667,13.6666666666667,9.33333333333333
"plummer","0_10",40.34,7.56,4.52,0
"plummer","10_20",52.3666666666667,5.96666666666667,2.4,0
"plummer","20_40",66.675,7.35,3.225,0
"plummer","40_100",52.2722222222222,4.71111111111111,2.12222222222222,0
"poarch","0_10",51.3,25.2,4.66666666666667,0
"poarch","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"poarch","20_40",55.8333333333333,25.6333333333333,7.86666666666667,0.333333333333333
"poarch","40_100",70.2555555555556,20.4666666666667,14.6,0.222222222222222
"ponzer","0_10",59.5,13.6,46.6,0
"ponzer","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427
"ponzer","20_40",69.1666666666667,42.6333333333333,24.8666666666667,0
"ponzer","40_100",33.3857142857143,49.9285714285714,13.7571428571429,0.142857142857143
"portia","0_10",34.0458333333333,55.7708333333333,10.1833333333333,0
"portia","10_20",38.0384615384615,51.0538461538462,10.9,0
"portia","20_40",28.7516129032258,53.6387096774194,17.6129032258065,0
"portia","40_100",27.6267605633803,37.1450704225352,35.230985915493,0
"pottsburg","0_10",47.425,4.175,1.7625,0
"pottsburg","10_20",47.6,5,1.85,0
"pottsburg","20_40",47.2,4.8375,1.6875,0
"pottsburg","40_100",44.3944444444444,4.37777777777778,1.92777777777778,0
"providence","0_10",14.5,75.5,10,0
"providence","10_20",15.625,68.425,15.95,0
"providence","20_40",11.1666666666667,65.0333333333333,23.8,0
"providence","40_100",19.2285714285714,57.4071428571429,23.3642857142857,0
"rains","0_10",58.4916666666667,25.2153846153846,10.2076923076923,0.153846153846154
"rains","10_20",61.8,25.74,8.72,0
"rains","20_40",69.58,20.0333333333333,12.1066666666667,0.133333333333333
"rains","40_100",61.1533333333333,19.1766666666667,23.5466666666667,0.133333333333333
"reddies","0_10",64.475,31.025,8.05,0
"reddies","10_20",68.2,21.8,10,3.33333333333333
"reddies","20_40",69.95,23.375,6.675,0
"reddies","40_100",80.3636363636364,13.2272727272727,6.40909090909091,46.2727272727273
"rexor","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966
"rexor","10_20",26.7,62.3,10.9,0
